CODMUNRES,ano_nasc,Qtd_Menor20,Qtd_Total
150095,2019,159,425
150100,2012,73,206
150100,2013,71,215
150100,2014,70,194
150100,2015,68,198
150100,2016,77,205
150100,2017,51,160
150100,2018,62,182
150100,2019,42,146
150110,2012,208,465
150110,2013,194,460
150110,2014,229,548
150110,2015,221,556
150110,2016,231,562
150110,2017,239,553
150110,2018,232,582
150110,2019,202,549
150120,2012,198,538
150120,2013,223,532
150120,2014,237,578
150120,2015,229,575
150120,2016,220,567
150120,2017,210,630
150120,2018,198,580
150120,2019,170,501
150125,2012,17,42
150125,2013,17,43
150125,2014,22,48
150125,2015,14,45
150125,2016,11,37
150125,2017,23,49
150125,2018,20,49
150125,2019,23,46
150130,2012,715,2053
150130,2013,668,1998
150130,2014,682,2105
150130,2015,705,2098
150130,2016,666,2148
150130,2017,596,2154
150130,2018,610,2274
150130,2019,588,2294
150140,2012,5500,21371
150140,2013,5630,21884
150140,2014,5579,21530
150140,2015,5239,21250
150140,2016,4584,19250
150140,2017,4192,19409
150140,2018,4013,19348
150140,2019,3810,18587
150145,2012,76,243
150145,2013,86,269
150145,2014,80,240
150145,2015,96,273
150145,2016,71,241
150145,2017,72,272
150145,2018,89,296
150145,2019,111,314
150150,2012,361,1082
150150,2013,358,1010
150150,2014,404,1079
150150,2015,367,1008
150150,2016,332,950
150150,2017,328,1041
150150,2018,308,1037
150150,2019,301,999
150157,2012,102,229
150157,2013,91,230
150157,2014,82,203
150157,2015,108,253
150157,2016,92,248
150157,2017,84,225
150157,2018,102,277
150157,2019,101,292
150160,2012,84,217
150160,2013,75,195
150160,2014,88,215
150160,2015,84,212
150160,2016,63,182
150160,2017,66,184
150160,2018,55,188
150160,2019,63,210
150170,2012,772,2148
150170,2013,790,2191
150170,2014,847,2352
150170,2015,748,2192
150170,2016,739,2126
150170,2017,707,2099
150170,2018,698,2203
150170,2019,620,2127
150172,2012,97,279
150172,2013,105,269
150172,2014,105,290
150172,2015,92,255
150172,2016,94,272
150172,2017,95,333
150172,2018,98,351
150172,2019,87,325
150175,2012,39,97
150175,2013,38,95
150175,2014,37,92
150175,2015,41,103
150175,2016,24,79
150175,2017,32,93
150175,2018,31,92
150175,2019,35,100
150178,2012,336,799
150178,2013,322,786
150178,2014,343,851
150178,2015,329,832
150178,2016,296,766
150178,2017,306,785
150178,2018,279,790
150178,2019,279,765
150180,2012,835,2383
150180,2013,909,2660
150180,2014,919,2774
150180,2015,881,2588
150180,2016,838,2541
150180,2017,932,2723
150180,2018,955,2849
150180,2019,897,2772
150190,2012,217,508
150190,2013,188,498
150190,2014,186,501
150190,2015,179,482
150190,2016,212,504
150190,2017,160,473
150190,2018,157,474
150190,2019,161,463
150195,2012,159,356
150195,2013,135,323
150195,2014,145,313
150195,2015,139,304
150195,2016,155,344
150195,2017,144,311
150195,2018,139,306
150195,2019,128,309
150200,2012,99,236
150200,2013,109,268
150200,2014,135,301
150200,2015,132,319
150200,2016,125,339
150200,2017,129,330
150200,2018,133,350
150200,2019,127,343
150210,2012,806,2478
150210,2013,828,2469
150210,2014,852,2511
150210,2015,859,2445
150210,2016,826,2406
150210,2017,873,2417
150210,2018,934,2678
150210,2019,802,2488
150215,2012,301,875
150215,2013,306,954
150215,2014,391,1124
150215,2015,399,1332
150215,2016,432,1380
150215,2017,330,1234
150215,2018,306,1232
150215,2019,252,1174
150220,2012,350,1087
150220,2013,404,1189
150220,2014,342,1095
150220,2015,364,1138
150220,2016,325,1050
150220,2017,308,1040
150220,2018,298,1046
150220,2019,302,1059
150230,2012,335,827
150230,2013,289,839
150230,2014,330,852
150230,2015,306,859
150230,2016,283,807
150230,2017,263,815
150230,2018,297,941
150230,2019,319,946
150240,2012,998,3169
150240,2013,929,3161
150240,2014,1029,3218
150240,2015,959,3300
150240,2016,863,3129
150240,2017,815,3196
150240,2018,808,3305
150240,2019,789,3347
150250,2012,110,283
150250,2013,94,281
150250,2014,111,342
150250,2015,122,355
150250,2016,134,370
150250,2017,118,372
150250,2018,147,419
150250,2019,119,342
150260,2012,53,151
150260,2013,54,155
150260,2014,72,182
150260,2015,61,184
150260,2016,65,199
150260,2017,56,164
150260,2018,58,184
150260,2019,48,157
150270,2012,264,756
150270,2013,264,745
150270,2014,268,805
150270,2015,283,787
150270,2016,281,758
150270,2017,268,777
150270,2018,258,791
150270,2019,227,707
150275,2012,192,498
150275,2013,216,559
150275,2014,176,505
150275,2015,186,536
150275,2016,163,500
150275,2017,168,498
150275,2018,201,562
150275,2019,161,546
150276,2012,61,147
150276,2013,49,129
150276,2014,58,137
150276,2015,62,138
150276,2016,58,158
150276,2017,69,166
150276,2018,67,180
150276,2019,70,200
150277,2012,177,443
150277,2013,163,415
150277,2014,153,399
150277,2015,158,400
150277,2016,113,328
150277,2017,91,290
150277,2018,96,308
150277,2019,88,312
150280,2012,268,631
150280,2013,278,621
150280,2014,269,645
150280,2015,297,681
150280,2016,277,698
150280,2017,287,733
150280,2018,292,748
150280,2019,260,699
150285,2012,75,208
150285,2013,88,220
150285,2014,99,247
150285,2015,77,208
150285,2016,77,208
150285,2017,66,192
150285,2018,71,238
150285,2019,77,239
150290,2012,195,498
150290,2013,160,472
150290,2014,187,530
150290,2015,189,526
150290,2016,193,527
150290,2017,173,491
150290,2018,201,555
150290,2019,173,548
150293,2012,261,700
150293,2013,240,678
150293,2014,258,705
150293,2015,290,762
150293,2016,251,692
150293,2017,264,692
150293,2018,197,647
150293,2019,169,596
150295,2012,204,513
150295,2013,185,506
150295,2014,222,547
150295,2015,172,504
150295,2016,147,409
150295,2017,139,413
150295,2018,197,530
150295,2019,163,483
150300,2012,58,147
150300,2013,75,138
150300,2014,99,174
150300,2015,64,124
150300,2016,52,121
150300,2017,63,153
150300,2018,59,142
150300,2019,43,124
150304,2012,115,298
150304,2013,120,277
150304,2014,118,296
150304,2015,127,327
150304,2016,134,327
150304,2017,144,337
150304,2018,139,376
150304,2019,136,346
150307,2012,178,431
150307,2013,222,505
150307,2014,217,508
150307,2015,182,431
150307,2016,156,411
150307,2017,171,411
150307,2018,164,423
150307,2019,168,487
150309,2012,255,721
150309,2013,280,662
150309,2014,231,536
150309,2015,225,524
150309,2016,170,463
150309,2017,196,545
150309,2018,202,575
150309,2019,175,558
150310,2012,242,647
150310,2013,215,626
150310,2014,253,730
150310,2015,247,691
150310,2016,265,736
150310,2017,241,756
150310,2018,263,764
150310,2019,295,774
150320,2012,246,586
150320,2013,216,621
150320,2014,211,610
150320,2015,179,567
150320,2016,192,550
150320,2017,176,564
150320,2018,170,578
150320,2019,165,557
150330,2012,461,1156
150330,2013,452,1155
150330,2014,451,1166
150330,2015,442,1114
150330,2016,389,1055
150330,2017,376,1047
150330,2018,361,1079
150330,2019,371,1144
150340,2012,61,167
150340,2013,66,183
150340,2014,71,166
150340,2015,68,177
150340,2016,55,162
150340,2017,69,175
150340,2018,62,185
150340,2019,53,162
150345,2012,213,569
150345,2013,232,590
150345,2014,243,576
150345,2015,200,576
150345,2016,247,596
150345,2017,220,594
150345,2018,214,626
150345,2019,212,642
150350,2012,180,480
150350,2013,155,464
150350,2014,169,462
150350,2015,157,462
150350,2016,145,437
150350,2017,133,420
150350,2018,124,434
150350,2019,120,456
150360,2012,827,2095
150360,2013,653,1615
150360,2014,832,2167
150360,2015,724,1950
150360,2016,749,2003
150360,2017,833,2377
150360,2018,805,2291
150360,2019,758,2359
150370,2012,334,898
150370,2013,349,884
150370,2014,353,866
150370,2015,346,899
150370,2016,300,840
150370,2017,290,781
150370,2018,294,844
150370,2019,282,846
150375,2012,200,521
150375,2013,209,485
150375,2014,229,567
150375,2015,229,614
150375,2016,256,587
150375,2017,238,619
150375,2018,226,602
150375,2019,223,588
150380,2012,323,904
150380,2013,355,873
150380,2014,358,919
150380,2015,350,882
150380,2016,304,794
150380,2017,253,737
150380,2018,267,751
150380,2019,202,715
150390,2012,363,966
150390,2013,362,1016
150390,2014,377,1073
150390,2015,357,1063
150390,2016,411,1140
150390,2017,345,1042
150390,2018,367,1091
150390,2019,367,1126
150400,2012,211,494
150400,2013,197,483
150400,2014,159,444
150400,2015,195,445
150400,2016,173,456
150400,2017,168,402
150400,2018,162,443
150400,2019,167,469
150405,2012,227,625
150405,2013,219,617
150405,2014,224,621
150405,2015,213,635
150405,2016,205,591
150405,2017,199,559
150405,2018,191,648
150405,2019,192,564
150410,2012,49,127
150410,2013,43,104
150410,2014,41,117
150410,2015,42,112
150410,2016,34,97
150410,2017,33,90
150410,2018,31,93
150410,2019,37,117
150420,2012,1550,4812
150420,2013,1568,4965
150420,2014,1588,5128
150420,2015,1615,5173
150420,2016,1367,4751
150420,2017,1304,4764
150420,2018,1326,4943
150420,2019,1236,4822
150430,2012,153,392
150430,2013,181,441
150430,2014,162,421
150430,2015,139,427
150430,2016,142,383
150430,2017,129,362
150430,2018,119,384
150430,2019,111,350
150440,2012,136,333
150440,2013,118,323
150440,2014,137,369
150440,2015,127,330
150440,2016,123,329
150440,2017,130,324
150440,2018,97,292
150440,2019,94,304
150442,2012,598,1665
150442,2013,628,1777
150442,2014,625,1853
150442,2015,590,1863
150442,2016,565,1794
150442,2017,497,1794
150442,2018,479,1714
150442,2019,484,1813
150445,2012,188,459
150445,2013,169,477
150445,2014,179,432
150445,2015,149,430
150445,2016,164,432
150445,2017,167,463
150445,2018,128,422
150445,2019,159,491
150450,2012,180,586
150450,2013,173,473
150450,2014,196,602
150450,2015,218,596
150450,2016,178,537
150450,2017,192,562
150450,2018,222,631
150450,2019,201,642
150460,2012,205,469
150460,2013,207,518
150460,2014,199,516
150460,2015,196,482
150460,2016,194,506
150460,2017,170,485
150460,2018,156,464
150460,2019,163,460
150470,2012,510,1174
150470,2013,474,1191
150470,2014,518,1217
150470,2015,483,1249
150470,2016,490,1204
150470,2017,443,1229
150470,2018,453,1312
150470,2019,439,1305
150475,2013,0,1
150475,2014,61,168
150475,2015,44,150
150475,2016,62,225
150475,2017,69,229
150475,2018,84,289
150475,2019,86,335
150480,2012,393,1044
150480,2013,378,1072
150480,2014,416,1094
150480,2015,401,1151
150480,2016,409,1138
150480,2017,383,1107
150480,2018,341,1032
150480,2019,328,1050
150490,2012,211,525
150490,2013,223,564
150490,2014,261,610
150490,2015,242,601
150490,2016,250,605
150490,2017,212,572
150490,2018,233,578
150490,2019,237,616
150495,2012,172,408
150495,2013,181,377
150495,2014,169,401
150495,2015,184,449
150495,2016,188,445
150495,2017,172,386
150495,2018,162,406
150495,2019,118,347
150497,2012,78,194
150497,2013,82,210
150497,2014,81,215
150497,2015,73,199
150497,2016,81,217
150497,2017,70,218
150497,2018,74,223
150497,2019,87,229
150500,2012,53,142
150500,2013,34,124
150500,2014,54,171
150500,2015,44,153
150500,2016,42,165
150500,2017,53,161
150500,2018,44,134
150500,2019,35,131
150503,2012,161,481
150503,2013,193,510
150503,2014,220,577
150503,2015,242,620
150503,2016,198,553
150503,2017,209,621
150503,2018,202,631
150503,2019,181,585
150506,2012,518,1259
150506,2013,508,1209
150506,2014,506,1260
150506,2015,530,1334
150506,2016,471,1211
150506,2017,493,1252
150506,2018,452,1240
150506,2019,422,1193
150510,2012,393,1001
150510,2013,377,991
150510,2014,397,1048
150510,2015,385,983
150510,2016,348,985
150510,2017,346,1019
150510,2018,358,1019
150510,2019,383,1092
150520,2012,281,716
150520,2013,283,751
150520,2014,287,702
150520,2015,295,731
150520,2016,276,649
150520,2017,272,691
150520,2018,302,726
150520,2019,262,673
150530,2012,499,1283
150530,2013,505,1336
150530,2014,582,1482
150530,2015,522,1397
150530,2016,490,1399
150530,2017,509,1403
150530,2018,547,1547
150530,2019,516,1550
150540,2012,107,251
150540,2013,111,288
150540,2014,104,268
150540,2015,128,322
150540,2016,96,281
150540,2017,104,300
150540,2018,107,322
150540,2019,96,310
150543,2012,218,596
150543,2013,235,663
150543,2014,236,668
150543,2015,219,638
150543,2016,228,630
150543,2017,249,675
150543,2018,239,725
150543,2019,229,707
150548,2012,281,681
150548,2013,258,655
150548,2014,259,625
150548,2015,288,686
150548,2016,269,752
150548,2017,254,764
150548,2018,257,744
150548,2019,243,776
150549,2012,46,116
150549,2013,54,122
150549,2014,45,100
150549,2015,39,106
150549,2016,39,89
150549,2017,32,97
150549,2018,43,110
150549,2019,41,105
150550,2012,758,2093
150550,2013,730,2003
150550,2014,734,2069
150550,2015,640,2033
150550,2016,653,2001
150550,2017,605,1977
150550,2018,624,2148
150550,2019,577,2065
150553,2012,1360,4513
150553,2013,1573,5157
150553,2014,1558,5360
150553,2015,1416,5019
150553,2016,1204,4644
150553,2017,1085,4582
150553,2018,1081,4810
150553,2019,974,4577
150555,2012,57,127
150555,2013,64,130
150555,2014,57,137
150555,2015,56,142
150555,2016,48,121
150555,2017,47,116
150555,2018,56,127
150555,2019,51,120
150560,2012,44,109
150560,2013,37,97
150560,2014,55,119
150560,2015,30,98
150560,2016,41,103
150560,2017,47,114
150560,2018,43,103
150560,2019,34,95
150563,2012,56,174
150563,2013,54,142
150563,2014,51,154
150563,2015,63,148
150563,2016,50,141
150563,2017,63,182
150563,2018,71,176
150563,2019,48,165
150565,2012,87,246
150565,2013,73,229
150565,2014,111,299
150565,2015,94,273
150565,2016,83,285
150565,2017,84,291
150565,2018,100,321
150565,2019,99,282
150570,2012,123,295
150570,2013,127,330
150570,2014,135,332
150570,2015,136,345
150570,2016,119,352
150570,2017,137,348
150570,2018,126,351
150570,2019,113,364
150580,2012,412,1170
150580,2013,493,1279
150580,2014,565,1480
150580,2015,653,1596
150580,2016,576,1461
150580,2017,611,1489
150580,2018,630,1678
150580,2019,578,1569
150590,2012,261,670
150590,2013,309,732
150590,2014,315,675
150590,2015,313,711
150590,2016,293,743
150590,2017,299,701
150590,2018,301,755
150590,2019,284,768
150600,2012,312,734
150600,2013,287,678
150600,2014,276,655
150600,2015,292,666
150600,2016,289,722
150600,2017,299,777
150600,2018,254,703
150600,2019,286,755
150610,2012,74,176
150610,2013,73,162
150610,2014,81,193
150610,2015,78,185
150610,2016,72,172
150610,2017,77,171
150610,2018,78,200
150610,2019,59,191
150611,2012,90,185
150611,2013,88,180
150611,2014,81,173
150611,2015,57,158
150611,2016,70,168
150611,2017,64,169
150611,2018,67,160
150611,2019,72,162
150613,2012,561,1609
150613,2013,584,1641
150613,2014,562,1651
150613,2015,615,1701
150613,2016,509,1627
150613,2017,571,1743
150613,2018,531,1756
150613,2019,490,1725
150616,2012,130,327
150616,2013,97,276
150616,2014,127,308
150616,2015,110,311
150616,2016,103,274
150616,2017,104,273
150616,2018,111,308
150616,2019,102,281
150618,2012,297,752
150618,2013,248,686
150618,2014,233,672
150618,2015,238,729
150618,2016,245,676
150618,2017,213,608
150618,2018,198,610
150618,2019,169,529
150619,2012,156,390
150619,2013,96,330
150619,2014,136,373
150619,2015,147,383
150619,2016,136,369
150619,2017,140,411
150619,2018,136,413
150619,2019,136,407
150620,2012,291,665
150620,2013,297,684
150620,2014,297,736
150620,2015,250,632
150620,2016,279,655
150620,2017,217,607
150620,2018,251,676
150620,2019,211,680
150630,2012,147,366
150630,2013,137,352
150630,2014,147,349
150630,2015,146,377
150630,2016,143,381
150630,2017,135,378
150630,2018,115,362
150630,2019,117,337
150635,2012,141,306
150635,2013,127,324
150635,2014,118,341
150635,2015,102,285
150635,2016,122,354
150635,2017,118,345
150635,2018,116,326
150635,2019,102,330
150640,2012,32,66
150640,2013,41,101
150640,2014,33,88
150640,2015,50,103
150640,2016,31,78
150640,2017,25,89
150640,2018,24,81
150640,2019,44,110
150650,2012,347,961
150650,2013,399,1000
150650,2014,350,978
150650,2015,366,1044
150650,2016,326,996
150650,2017,292,960
150650,2018,319,1019
150650,2019,260,996
150655,2012,149,375
150655,2013,129,341
150655,2014,129,338
150655,2015,146,345
150655,2016,146,376
150655,2017,134,344
150655,2018,104,305
150655,2019,108,306
150658,2012,81,182
150658,2013,73,168
150658,2014,74,181
150658,2015,87,197
150658,2016,60,143
150658,2017,52,143
150658,2018,58,181
150658,2019,71,215
150660,2012,129,376
150660,2013,149,385
150660,2014,130,373
150660,2015,118,367
150660,2016,135,372
150660,2017,108,428
150660,2018,109,399
150660,2019,140,455
150670,2012,237,587
150670,2013,212,536
150670,2014,227,570
150670,2015,251,584
150670,2016,243,572
150670,2017,205,569
150670,2018,219,605
150670,2019,217,602
150680,2012,1889,6489
150680,2013,1810,6334
150680,2014,1911,6595
150680,2015,1829,6756
150680,2016,1766,6491
150680,2017,1766,6777
150680,2018,1669,6703
150680,2019,1597,6659
150690,2012,42,102
150690,2013,38,90
150690,2014,42,112
150690,2015,31,83
150690,2016,45,105
150690,2017,44,107
150690,2018,30,87
150690,2019,30,95
150700,2012,158,494
150700,2013,183,490
150700,2014,163,477
150700,2015,188,509
150700,2016,163,444
150700,2017,152,483
150700,2018,147,501
150700,2019,148,512
150710,2012,95,251
150710,2013,86,223
150710,2014,83,222
150710,2015,89,233
150710,2016,62,226
150710,2017,66,215
150710,2018,77,227
150710,2019,70,224
150715,2012,164,371
150715,2013,155,368
150715,2014,134,370
150715,2015,169,382
150715,2016,135,339
150715,2017,118,345
150715,2018,139,422
150715,2019,109,352
150720,2012,226,643
150720,2013,205,623
150720,2014,215,579
150720,2015,172,493
150720,2016,152,511
150720,2017,212,525
150720,2018,160,470
150720,2019,174,465
150730,2012,408,993
150730,2013,355,891
150730,2014,373,915
150730,2015,396,1014
150730,2016,408,1046
150730,2017,360,1071
150730,2018,383,1159
150730,2019,375,1075
150740,2012,79,209
150740,2013,68,231
150740,2014,79,223
150740,2015,62,196
150740,2016,81,227
150740,2017,71,206
150740,2018,84,242
150740,2019,66,235
150745,2012,179,515
150745,2013,194,492
150745,2014,154,436
150745,2015,182,497
150745,2016,171,463
150745,2017,189,494
150745,2018,182,536
150745,2019,148,436
150746,2012,34,81
150746,2013,19,72
150746,2014,43,82
150746,2015,31,83
150746,2016,27,81
150746,2017,23,87
150746,2018,31,97
150746,2019,25,85
150747,2012,147,345
150747,2013,142,365
150747,2014,153,336
150747,2015,131,335
150747,2016,135,340
150747,2017,112,309
150747,2018,112,306
150747,2019,92,307
150750,2012,74,198
150750,2013,54,171
150750,2014,66,165
150750,2015,86,226
150750,2016,86,216
150750,2017,61,170
150750,2018,88,240
150750,2019,67,185
150760,2012,365,980
150760,2013,381,956
150760,2014,384,1006
150760,2015,356,973
150760,2016,322,932
150760,2017,329,957
150760,2018,292,942
150760,2019,297,926
150770,2012,178,465
150770,2013,211,499
150770,2014,218,531
150770,2015,230,553
150770,2016,240,551
150770,2017,202,520
150770,2018,195,517
150770,2019,169,526
150775,2012,34,70
150775,2013,40,94
150775,2014,32,82
150775,2015,39,93
150775,2016,33,86
150775,2017,32,95
150775,2018,47,119
150775,2019,33,93
150780,2012,152,323
150780,2013,111,290
150780,2014,134,271
150780,2015,127,302
150780,2016,100,257
150780,2017,120,297
150780,2018,116,293
150780,2019,115,305
150790,2012,178,460
150790,2013,179,393
150790,2014,181,428
150790,2015,196,432
150790,2016,177,382
150790,2017,120,382
