CODMUNRES,ano_nasc,Qtd_Gravidez,Qtd_Total
150125,2013,0,43
150125,2014,4,48
150125,2015,0,45
150125,2016,1,37
150125,2017,0,49
150125,2018,0,49
150125,2019,0,46
150130,2012,25,2053
150130,2013,29,1998
150130,2014,24,2105
150130,2015,45,2098
150130,2016,32,2148
150130,2017,41,2154
150130,2018,27,2274
150130,2019,42,2294
150140,2012,366,21371
150140,2013,370,21884
150140,2014,391,21530
150140,2015,381,21250
150140,2016,274,19250
150140,2017,365,19409
150140,2018,398,19348
150140,2019,383,18587
150145,2012,6,243
150145,2013,1,269
150145,2014,0,240
150145,2015,1,273
150145,2016,9,241
150145,2017,3,272
150145,2018,8,296
150145,2019,2,314
150150,2012,21,1082
150150,2013,12,1010
150150,2014,26,1079
150150,2015,8,1008
150150,2016,21,950
150150,2017,17,1041
150150,2018,22,1037
150150,2019,20,999
150157,2012,2,229
150157,2013,3,230
150157,2014,3,203
150157,2015,2,253
150157,2016,8,248
150157,2017,2,225
150157,2018,2,277
150157,2019,4,292
150160,2012,2,217
150160,2013,4,195
150160,2014,2,215
150160,2015,2,212
150160,2016,3,182
150160,2017,4,184
150160,2018,1,188
150160,2019,0,210
150170,2012,15,2148
150170,2013,32,2191
150170,2014,27,2352
150170,2015,35,2192
150170,2016,15,2126
150170,2017,8,2099
150170,2018,31,2203
150170,2019,36,2127
150172,2012,5,279
150172,2013,6,269
150172,2014,4,290
150172,2015,1,255
150172,2016,7,272
150172,2017,2,333
150172,2018,4,351
150172,2019,2,325
150175,2012,0,97
150175,2013,0,95
150175,2014,2,92
150175,2015,0,103
150175,2016,0,79
150175,2017,0,93
150175,2018,4,92
150175,2019,0,100
150178,2012,14,799
150178,2013,15,786
150178,2014,20,851
150178,2015,16,832
150178,2016,6,766
150178,2017,8,785
150178,2018,3,790
150178,2019,20,765
150180,2012,45,2383
150180,2013,48,2660
150180,2014,58,2774
150180,2015,29,2588
150180,2016,45,2541
150180,2017,42,2723
150180,2018,41,2849
150180,2019,39,2772
150190,2012,6,508
150190,2013,9,498
150190,2014,4,501
150190,2015,11,482
150190,2016,11,504
150190,2017,5,473
150190,2018,4,474
150190,2019,8,463
150195,2012,4,356
150195,2013,7,323
150195,2014,6,313
150195,2015,3,304
150195,2016,4,344
150195,2017,3,311
150195,2018,4,306
150195,2019,2,309
150200,2012,1,236
150200,2013,5,268
150200,2014,2,301
150200,2015,9,319
150200,2016,4,339
150200,2017,0,330
150200,2018,0,350
150200,2019,0,343
150210,2012,33,2478
150210,2013,29,2469
150210,2014,40,2511
150210,2015,19,2445
150210,2016,24,2406
150210,2017,35,2417
150210,2018,36,2678
150210,2019,32,2488
150215,2012,16,875
150215,2013,23,954
150215,2014,21,1124
150215,2015,22,1332
150215,2016,10,1380
150215,2017,14,1234
150215,2018,28,1232
150215,2019,24,1174
150220,2012,19,1087
150220,2013,14,1189
150220,2014,20,1095
150220,2015,24,1138
150220,2016,13,1050
150220,2017,16,1040
150220,2018,16,1046
150220,2019,12,1059
150230,2012,3,827
150230,2013,14,839
150230,2014,10,852
150230,2015,10,859
150230,2016,5,807
150230,2017,10,815
150230,2018,9,941
150230,2019,19,946
150240,2012,62,3169
150240,2013,50,3161
150240,2014,51,3218
150240,2015,62,3300
150240,2016,71,3129
150240,2017,38,3196
150240,2018,53,3305
150240,2019,67,3347
150250,2012,4,283
150250,2013,4,281
150250,2014,8,342
150250,2015,6,355
150250,2016,12,370
150250,2017,2,372
150250,2018,4,419
150250,2019,6,342
150260,2012,2,151
150260,2013,0,155
150260,2014,2,182
150260,2015,4,184
150260,2016,9,199
150260,2017,2,164
150260,2018,9,184
150260,2019,4,157
150270,2012,11,756
150270,2013,7,745
150270,2014,14,805
150270,2015,14,787
150270,2016,15,758
150270,2017,13,777
150270,2018,15,791
150270,2019,6,707
150275,2012,0,498
150275,2013,7,559
150275,2014,10,505
150275,2015,9,536
150275,2016,13,500
150275,2017,2,498
150275,2018,10,562
150275,2019,6,546
150276,2012,0,147
150276,2013,0,129
150276,2014,0,137
150276,2015,0,138
150276,2016,2,158
150276,2017,1,166
150276,2018,2,180
150276,2019,6,200
150277,2012,4,443
150277,2013,12,415
150277,2014,0,399
150277,2015,2,400
150277,2016,7,328
150277,2017,6,290
150277,2018,4,308
150277,2019,6,312
150280,2012,2,631
150280,2013,9,621
150280,2014,6,645
150280,2015,14,681
150280,2016,11,698
150280,2017,11,733
150280,2018,5,748
150280,2019,12,699
150285,2012,0,208
150285,2013,4,220
150285,2014,3,247
150285,2015,1,208
150285,2016,6,208
150285,2017,2,192
150285,2018,6,238
150285,2019,6,239
150290,2012,9,498
150290,2013,5,472
150290,2014,2,530
150290,2015,4,526
150290,2016,5,527
150290,2017,7,491
150290,2018,14,555
150290,2019,8,548
150293,2012,0,700
150293,2013,7,678
150293,2014,14,705
150293,2015,15,762
150293,2016,7,692
150293,2017,6,692
150293,2018,6,647
150293,2019,10,596
150295,2012,17,513
150295,2013,6,506
150295,2014,10,547
150295,2015,12,504
150295,2016,6,409
150295,2017,6,413
150295,2018,6,530
150295,2019,9,483
150300,2012,2,147
150300,2013,2,138
150300,2014,2,174
150300,2015,0,124
150300,2016,0,121
150300,2017,3,153
150300,2018,0,142
150300,2019,2,124
150304,2012,4,298
150304,2013,4,277
150304,2014,0,296
150304,2015,8,327
150304,2016,6,327
150304,2017,2,337
150304,2018,6,376
150304,2019,6,346
150307,2012,4,431
150307,2013,4,505
150307,2014,12,508
150307,2015,5,431
150307,2016,6,411
150307,2017,4,411
150307,2018,6,423
150307,2019,4,487
150309,2012,11,721
150309,2013,1,662
150309,2014,10,536
150309,2015,13,524
150309,2016,4,463
150309,2017,6,545
150309,2018,12,575
150309,2019,2,558
150310,2012,10,647
150310,2013,3,626
150310,2014,5,730
150310,2015,12,691
150310,2016,15,736
150310,2017,4,756
150310,2018,12,764
150310,2019,11,774
150320,2012,7,586
150320,2013,8,621
150320,2014,10,610
150320,2015,4,567
150320,2016,10,550
150320,2017,8,564
150320,2018,16,578
150320,2019,2,557
150330,2012,24,1156
150330,2013,9,1155
150330,2014,16,1166
150330,2015,7,1114
150330,2016,0,1055
150330,2017,15,1047
150330,2018,13,1079
150330,2019,8,1144
150340,2012,8,167
150340,2013,2,183
150340,2014,2,166
150340,2015,4,177
150340,2016,4,162
150340,2017,0,175
150340,2018,6,185
150340,2019,4,162
150345,2012,8,569
150345,2013,20,590
150345,2014,14,576
150345,2015,16,576
150345,2016,12,596
150345,2017,7,594
150345,2018,19,626
150345,2019,9,642
150350,2012,4,480
150350,2013,6,464
150350,2014,8,462
150350,2015,7,462
150350,2016,4,437
150350,2017,2,420
150350,2018,9,434
150350,2019,11,456
150360,2012,38,2095
150360,2013,10,1615
150360,2014,14,2167
150360,2015,29,1950
150360,2016,28,2003
150360,2017,22,2377
150360,2018,38,2291
150360,2019,46,2359
150370,2012,11,898
150370,2013,10,884
150370,2014,10,866
150370,2015,21,899
150370,2016,20,840
150370,2017,15,781
150370,2018,10,844
150370,2019,12,846
150375,2012,5,521
150375,2013,5,485
150375,2014,0,567
150375,2015,5,614
150375,2016,4,587
150375,2017,5,619
150375,2018,8,602
150375,2019,7,588
150380,2012,11,904
150380,2013,20,873
150380,2014,23,919
150380,2015,13,882
150380,2016,20,794
150380,2017,4,737
150380,2018,15,751
150380,2019,13,715
150390,2012,11,966
150390,2013,12,1016
150390,2014,16,1073
150390,2015,18,1063
150390,2016,22,1140
150390,2017,8,1042
150390,2018,25,1091
150390,2019,7,1126
150400,2012,2,494
150400,2013,4,483
150400,2014,8,444
150400,2015,4,445
150400,2016,6,456
150400,2017,10,402
150400,2018,4,443
150400,2019,10,469
150405,2012,8,625
150405,2013,10,617
150405,2014,8,621
150405,2015,4,635
150405,2016,3,591
150405,2017,6,559
150405,2018,12,648
150405,2019,4,564
150410,2012,2,127
150410,2013,4,104
150410,2014,1,117
150410,2015,0,112
150410,2016,1,97
150410,2017,0,90
150410,2018,0,93
150410,2019,4,117
150420,2012,81,4812
150420,2013,101,4965
150420,2014,86,5128
150420,2015,89,5173
150420,2016,87,4751
150420,2017,84,4764
150420,2018,85,4943
150420,2019,91,4822
150430,2012,7,392
150430,2013,6,441
150430,2014,0,421
150430,2015,2,427
150430,2016,2,383
150430,2017,9,362
150430,2018,4,384
150430,2019,8,350
150440,2012,7,333
150440,2013,3,323
150440,2014,6,369
150440,2015,1,330
150440,2016,4,329
150440,2017,5,324
150440,2018,2,292
150440,2019,0,304
150442,2012,11,1665
150442,2013,22,1777
150442,2014,30,1853
150442,2015,20,1863
150442,2016,35,1794
150442,2017,27,1794
150442,2018,27,1714
150442,2019,38,1813
150445,2012,8,459
150445,2013,1,477
150445,2014,7,432
150445,2015,4,430
150445,2016,7,432
150445,2017,4,463
150445,2018,2,422
150445,2019,15,491
150450,2012,8,586
150450,2013,0,473
150450,2014,12,602
150450,2015,5,596
150450,2016,2,537
150450,2017,11,562
150450,2018,20,631
150450,2019,13,642
150460,2012,2,469
150460,2013,12,518
150460,2014,2,516
150460,2015,2,482
150460,2016,8,506
150460,2017,7,485
150460,2018,7,464
150460,2019,12,460
150470,2012,17,1174
150470,2013,20,1191
150470,2014,18,1217
150470,2015,22,1249
150470,2016,20,1204
150470,2017,15,1229
150470,2018,27,1312
150470,2019,30,1305
150475,2013,0,1
150475,2014,2,168
150475,2015,5,150
150475,2016,1,225
150475,2017,4,229
150475,2018,2,289
150475,2019,6,335
150480,2012,8,1044
150480,2013,17,1072
150480,2014,22,1094
150480,2015,13,1151
150480,2016,13,1138
150480,2017,7,1107
150480,2018,7,1032
150480,2019,13,1050
150490,2012,4,525
150490,2013,12,564
150490,2014,10,610
150490,2015,4,601
150490,2016,13,605
150490,2017,5,572
150490,2018,13,578
150490,2019,8,616
150495,2012,0,408
150495,2013,2,377
150495,2014,8,401
150495,2015,4,449
150495,2016,8,445
150495,2017,0,386
150495,2018,7,406
150495,2019,10,347
150497,2012,0,194
150497,2013,6,210
150497,2014,2,215
150497,2015,9,199
150497,2016,3,217
150497,2017,4,218
150497,2018,7,223
150497,2019,6,229
150500,2012,0,142
150500,2013,2,124
150500,2014,0,171
150500,2015,2,153
150500,2016,2,165
150500,2017,3,161
150500,2018,2,134
150500,2019,1,131
150503,2012,4,481
150503,2013,9,510
150503,2014,2,577
150503,2015,10,620
150503,2016,10,553
150503,2017,10,621
150503,2018,12,631
150503,2019,11,585
150506,2012,13,1259
150506,2013,10,1209
150506,2014,29,1260
150506,2015,19,1334
150506,2016,10,1211
150506,2017,14,1252
150506,2018,20,1240
150506,2019,33,1193
150510,2012,15,1001
150510,2013,7,991
150510,2014,9,1048
150510,2015,18,983
150510,2016,16,985
150510,2017,13,1019
150510,2018,8,1019
150510,2019,20,1092
150520,2012,17,716
150520,2013,14,751
150520,2014,11,702
150520,2015,7,731
150520,2016,9,649
150520,2017,11,691
150520,2018,5,726
150520,2019,10,673
150530,2012,25,1283
150530,2013,23,1336
150530,2014,17,1482
150530,2015,11,1397
150530,2016,20,1399
150530,2017,23,1403
150530,2018,24,1547
150530,2019,13,1550
150540,2012,2,251
150540,2013,6,288
150540,2014,4,268
150540,2015,5,322
150540,2016,4,281
150540,2017,2,300
150540,2018,2,322
150540,2019,9,310
150543,2012,4,596
150543,2013,8,663
150543,2014,12,668
150543,2015,6,638
150543,2016,16,630
150543,2017,8,675
150543,2018,18,725
150543,2019,16,707
150548,2012,10,681
150548,2013,11,655
150548,2014,12,625
150548,2015,13,686
150548,2016,7,752
150548,2017,6,764
150548,2018,20,744
150548,2019,10,776
150549,2012,1,116
150549,2013,3,122
150549,2014,2,100
150549,2015,0,106
150549,2016,2,89
150549,2017,0,97
150549,2018,2,110
150549,2019,0,105
150550,2012,32,2093
150550,2013,34,2003
150550,2014,33,2069
150550,2015,41,2033
150550,2016,31,2001
150550,2017,36,1977
150550,2018,35,2148
150550,2019,32,2065
150553,2012,64,4513
150553,2013,84,5157
150553,2014,74,5360
150553,2015,72,5019
150553,2016,67,4644
150553,2017,87,4582
150553,2018,79,4810
150553,2019,92,4577
150555,2012,4,127
150555,2013,2,130
150555,2014,2,137
150555,2015,3,142
150555,2016,0,121
150555,2017,0,116
150555,2018,2,127
150555,2019,2,120
150560,2012,2,109
150560,2013,4,97
150560,2014,4,119
150560,2015,1,98
150560,2016,5,103
150560,2017,1,114
150560,2018,0,103
150560,2019,0,95
150563,2012,6,174
150563,2013,2,142
150563,2014,2,154
150563,2015,10,148
150563,2016,7,141
150563,2017,0,182
150563,2018,2,176
150563,2019,2,165
150565,2012,1,246
150565,2013,0,229
150565,2014,7,299
150565,2015,6,273
150565,2016,4,285
150565,2017,3,291
150565,2018,14,321
150565,2019,8,282
150570,2012,10,295
150570,2013,9,330
150570,2014,1,332
150570,2015,4,345
150570,2016,3,352
150570,2017,2,348
150570,2018,8,351
150570,2019,2,364
150580,2012,31,1170
150580,2013,10,1279
150580,2014,22,1480
150580,2015,30,1596
150580,2016,21,1461
150580,2017,11,1489
150580,2018,30,1678
150580,2019,15,1569
150590,2012,16,670
150590,2013,6,732
150590,2014,16,675
150590,2015,4,711
150590,2016,2,743
150590,2017,12,701
150590,2018,5,755
150590,2019,10,768
150600,2012,13,734
150600,2013,9,678
150600,2014,9,655
150600,2015,6,666
150600,2016,12,722
150600,2017,8,777
150600,2018,8,703
150600,2019,8,755
150610,2012,2,176
150610,2013,0,162
150610,2014,2,193
150610,2015,4,185
150610,2016,4,172
150610,2017,3,171
150610,2018,3,200
150610,2019,0,191
150611,2012,0,185
150611,2013,2,180
150611,2014,2,173
150611,2015,4,158
150611,2016,8,168
150611,2017,1,169
150611,2018,6,160
150611,2019,2,162
150613,2012,30,1609
150613,2013,30,1641
150613,2014,22,1651
150613,2015,27,1701
150613,2016,22,1627
150613,2017,36,1743
150613,2018,15,1756
150613,2019,33,1725
150616,2012,4,327
150616,2013,4,276
150616,2014,2,308
150616,2015,4,311
150616,2016,0,274
150616,2017,4,273
150616,2018,2,308
150616,2019,2,281
150618,2012,10,752
150618,2013,16,686
150618,2014,14,672
150618,2015,18,729
150618,2016,10,676
150618,2017,12,608
150618,2018,8,610
150618,2019,4,529
150619,2012,6,390
150619,2013,4,330
150619,2014,9,373
150619,2015,4,383
150619,2016,4,369
150619,2017,2,411
150619,2018,0,413
150619,2019,7,407
150620,2012,6,665
150620,2013,5,684
150620,2014,11,736
150620,2015,1,632
150620,2016,8,655
150620,2017,4,607
150620,2018,2,676
150620,2019,14,680
150630,2012,7,366
150630,2013,4,352
150630,2014,2,349
150630,2015,7,377
150630,2016,6,381
150630,2017,5,378
150630,2018,4,362
150630,2019,5,337
150635,2012,10,306
150635,2013,3,324
150635,2014,10,341
150635,2015,0,285
150635,2016,5,354
150635,2017,7,345
150635,2018,3,326
150635,2019,6,330
150640,2012,0,66
150640,2013,0,101
150640,2014,2,88
150640,2015,2,103
150640,2016,2,78
150640,2017,1,89
150640,2018,2,81
150640,2019,4,110
150650,2012,21,961
150650,2013,26,1000
150650,2014,14,978
150650,2015,11,1044
150650,2016,22,996
150650,2017,19,960
150650,2018,27,1019
150650,2019,17,996
150655,2012,11,375
150655,2013,6,341
150655,2014,3,338
150655,2015,5,345
150655,2016,6,376
150655,2017,8,344
150655,2018,2,305
150655,2019,1,306
150658,2012,0,182
150658,2013,6,168
150658,2014,4,181
150658,2015,2,197
150658,2016,2,143
150658,2017,6,143
150658,2018,5,181
150658,2019,13,215
150660,2012,10,376
150660,2013,8,385
150660,2014,7,373
150660,2015,8,367
150660,2016,6,372
150660,2017,12,428
150660,2018,3,399
150660,2019,7,455
150670,2012,6,587
150670,2013,1,536
150670,2014,9,570
150670,2015,10,584
150670,2016,9,572
150670,2017,13,569
150670,2018,9,605
150670,2019,11,602
150680,2012,71,6489
150680,2013,103,6334
150680,2014,110,6595
150680,2015,100,6756
150680,2016,98,6491
150680,2017,93,6777
150680,2018,105,6703
150680,2019,110,6659
150690,2012,1,102
150690,2013,0,90
150690,2014,4,112
150690,2015,0,83
150690,2016,0,105
150690,2017,3,107
150690,2018,0,87
150690,2019,0,95
150700,2012,11,494
150700,2013,10,490
150700,2014,3,477
150700,2015,6,509
150700,2016,2,444
150700,2017,4,483
150700,2018,6,501
150700,2019,9,512
150710,2012,9,251
150710,2013,4,223
150710,2014,4,222
150710,2015,4,233
150710,2016,3,226
150710,2017,0,215
150710,2018,0,227
150710,2019,2,224
150715,2012,4,371
150715,2013,6,368
150715,2014,11,370
150715,2015,9,382
150715,2016,10,339
150715,2017,1,345
150715,2018,5,422
150715,2019,9,352
150720,2012,14,643
150720,2013,10,623
150720,2014,11,579
150720,2015,8,493
150720,2016,5,511
150720,2017,10,525
150720,2018,5,470
150720,2019,6,465
150730,2012,12,993
150730,2013,9,891
150730,2014,14,915
150730,2015,11,1014
150730,2016,15,1046
150730,2017,9,1071
150730,2018,14,1159
150730,2019,7,1075
150740,2012,2,209
150740,2013,10,231
150740,2014,4,223
150740,2015,6,196
150740,2016,4,227
150740,2017,0,206
150740,2018,3,242
150740,2019,10,235
150745,2012,18,515
150745,2013,6,492
150745,2014,7,436
150745,2015,15,497
150745,2016,7,463
150745,2017,3,494
150745,2018,8,536
150745,2019,4,436
150746,2012,0,81
150746,2013,2,72
150746,2014,0,82
150746,2015,0,83
150746,2016,0,81
150746,2017,0,87
150746,2018,0,97
150746,2019,2,85
150747,2012,4,345
150747,2013,4,365
150747,2014,1,336
150747,2015,0,335
150747,2016,9,340
150747,2017,4,309
150747,2018,0,306
150747,2019,4,307
150750,2012,9,198
150750,2013,0,171
150750,2014,0,165
150750,2015,4,226
150750,2016,2,216
150750,2017,3,170
150750,2018,1,240
150750,2019,4,185
150760,2012,7,980
150760,2013,26,956
150760,2014,13,1006
150760,2015,7,973
150760,2016,12,932
150760,2017,14,957
150760,2018,15,942
150760,2019,10,926
150770,2012,2,465
150770,2013,5,499
150770,2014,9,531
150770,2015,7,553
150770,2016,12,551
150770,2017,6,520
150770,2018,12,517
150770,2019,15,526
150775,2012,0,70
150775,2013,0,94
150775,2014,0,82
150775,2015,4,93
150775,2016,0,86
150775,2017,2,95
150775,2018,4,119
150775,2019,2,93
150780,2012,8,323
150780,2013,4,290
150780,2014,5,271
150780,2015,2,302
150780,2016,4,257
150780,2017,3,297
150780,2018,2,293
150780,2019,2,305
150790,2012,4,460
150790,2013,2,393
150790,2014,8,428
150790,2015,6,432
150790,2016,1,382
150790,2017,3,382
150790,2018,4,395
150790,2019,7,386
150795,2012,19,1440
150795,2013,27,1519
150795,2014,16,1537
150795,2015,25,1688
150795,2016,24,1562
150795,2017,20,1472
150795,2018,19,1462
150795,2019,26,1453
150796,2012,0,196
150796,2013,3,180
150796,2014,0,176
150796,2015,0,207
150796,2016,2,174
150796,2017,2,206
150796,2018,2,175
150796,2019,2,182
150797,2012,6,255
150797,2013,4,289
150797,2014,1,314
150797,2015,0,267
150797,2016,5,273
150797,2017,0,283
150797,2018,2,346
150797,2019,10,311
150800,2012,12,1375
150800,2013,20,1459
150800,2014,19,1415
150800,2015,25,1470
150800,2016,31,1518
150800,2017,23,1489
150800,2018,26,1488
150800,2019,21,1515
150803,2012,10,602
150803,2013,4,578
150803,2014,9,567
150803,2015,12,565
150803,2016,10,537
150803,2017,10,566
150803,2018,2,503
150803,2019,6,479
150805,2012,0,209
150805,2013,0,212
150805,2014,2,223
150805,2015,6,209
150805,2016,2,227
150805,2017,2,221
150805,2018,1,262
150805,2019,0,275
150808,2012,12,745
150808,2013,10,689
150808,2014,12,662
150808,2015,9,704
150808,2016,10,631
150808,2017,13,702
150808,2018,8,762
150808,2019,14,733
150810,2012,29,2047
150810,2013,31,2209
150810,2014,32,2166
150810,2015,23,2131
150810,2016,31,2119
150810,2017,25,2053
150810,2018,36,1900
150810,2019,17,1790
150812,2012,12,469
150812,2013,7,474
150812,2014,6,461
150812,2015,4,467
150812,2016,8,493
150812,2017,10,431
150812,2018,7,475
150812,2019,11,444
150815,2012,10,859
150815,2013,4,791
150815,2014,2,793
150815,2015,18,824
150815,2016,17,736
150815,2017,10,743
150815,2018,14,793
150815,2019,6,783
150820,2012,7,716
150820,2013,10,798
150820,2014,8,749
150820,2015,17,772
150820,2016,14,753
150820,2017,12,707
150820,2018,9,748
150820,2019,12,713
150830,2012,14,1215
150830,2013,9,1218
150830,2014,17,1215
150830,2015,23,1251
150830,2016,20,1158
150830,2017,19,1140
150830,2018,11,1147
150830,2019,13,1044
150835,2012,8,229
150835,2013,4,198
150835,2014,2,257
150835,2015,4,353
150835,2016,10,396
150835,2017,12,377
150835,2018,8,388
150835,2019,6,365
150840,2012,4,770
150840,2013,12,751
150840,2014,6,817
150840,2015,26,931
150840,2016,10,904
150840,2017,19,881
150840,2018,6,950
150840,2019,10,945
160000,2012,0,1
160000,2013,0,1
160000,2015,0,3
160005,2012,1,77
160005,2013,6,89
160005,2014,0,73
160005,2015,0,63
160005,2016,2,67
160005,2017,4,60
160005,2018,0,76
160005,2019,2,92
160010,2012,1,148
160010,2013,2,154
160010,2014,4,141
160010,2015,0,161
160010,2016,0,133
160010,2017,4,141
160010,2018,0,188
160010,2019,4,169
160015,2012,5,279
160015,2013,2,283
160015,2014,3,274
160015,2015,0,244
160015,2016,6,252
160015,2017,4,272
160015,2018,9,303
160015,2019,4,311
160020,2012,3,180
160020,2013,3,195
160020,2014,2,194
160020,2015,0,198
160020,2016,4,176
160020,2017,0,210
160020,2018,4,223
160020,2019,6,214
160021,2012,0,68
160021,2013,0,83
160021,2014,0,81
160021,2015,1,85
160021,2016,0,89
160021,2017,4,106
160021,2018,2,118
160021,2019,2,90
160023,2012,7,168
160023,2013,6,193
160023,2014,4,187
160023,2015,6,192
160023,2016,0,180
160023,2017,9,164
160023,2018,0,168
160023,2019,0,168
160025,2012,0,102
