CODMUNRES,ano_nasc,Qtd_Maior35,Qtd_Total
150120,2013,26,532
150120,2014,28,578
150120,2015,27,575
150120,2016,29,567
150120,2017,43,630
150120,2018,41,580
150120,2019,29,501
150125,2012,0,42
150125,2013,4,43
150125,2014,2,48
150125,2015,6,45
150125,2016,3,37
150125,2017,4,49
150125,2018,4,49
150125,2019,2,46
150130,2012,146,2053
150130,2013,99,1998
150130,2014,123,2105
150130,2015,139,2098
150130,2016,181,2148
150130,2017,170,2154
150130,2018,220,2274
150130,2019,211,2294
150140,2012,2065,21371
150140,2013,2205,21884
150140,2014,2234,21530
150140,2015,2391,21250
150140,2016,2351,19250
150140,2017,2519,19409
150140,2018,2757,19348
150140,2019,2771,18587
150145,2012,23,243
150145,2013,21,269
150145,2014,34,240
150145,2015,17,273
150145,2016,27,241
150145,2017,31,272
150145,2018,29,296
150145,2019,37,314
150150,2012,60,1082
150150,2013,40,1010
150150,2014,66,1079
150150,2015,61,1008
150150,2016,78,950
150150,2017,71,1041
150150,2018,97,1037
150150,2019,88,999
150157,2012,5,229
150157,2013,16,230
150157,2014,8,203
150157,2015,22,253
150157,2016,14,248
150157,2017,12,225
150157,2018,17,277
150157,2019,16,292
150160,2012,13,217
150160,2013,17,195
150160,2014,11,215
150160,2015,15,212
150160,2016,10,182
150160,2017,12,184
150160,2018,12,188
150160,2019,10,210
150170,2012,115,2148
150170,2013,121,2191
150170,2014,139,2352
150170,2015,143,2192
150170,2016,142,2126
150170,2017,150,2099
150170,2018,163,2203
150170,2019,183,2127
150172,2012,6,279
150172,2013,10,269
150172,2014,9,290
150172,2015,18,255
150172,2016,19,272
150172,2017,22,333
150172,2018,21,351
150172,2019,24,325
150175,2012,4,97
150175,2013,8,95
150175,2014,5,92
150175,2015,6,103
150175,2016,2,79
150175,2017,6,93
150175,2018,5,92
150175,2019,8,100
150178,2012,31,799
150178,2013,34,786
150178,2014,40,851
150178,2015,44,832
150178,2016,44,766
150178,2017,33,785
150178,2018,35,790
150178,2019,43,765
150180,2012,237,2383
150180,2013,315,2660
150180,2014,305,2774
150180,2015,295,2588
150180,2016,293,2541
150180,2017,322,2723
150180,2018,329,2849
150180,2019,326,2772
150190,2012,30,508
150190,2013,39,498
150190,2014,40,501
150190,2015,32,482
150190,2016,23,504
150190,2017,40,473
150190,2018,35,474
150190,2019,28,463
150195,2012,18,356
150195,2013,14,323
150195,2014,16,313
150195,2015,15,304
150195,2016,12,344
150195,2017,14,311
150195,2018,14,306
150195,2019,20,309
150200,2012,14,236
150200,2013,15,268
150200,2014,11,301
150200,2015,14,319
150200,2016,16,339
150200,2017,16,330
150200,2018,21,350
150200,2019,34,343
150210,2012,178,2478
150210,2013,175,2469
150210,2014,173,2511
150210,2015,183,2445
150210,2016,149,2406
150210,2017,164,2417
150210,2018,171,2678
150210,2019,174,2488
150215,2012,36,875
150215,2013,38,954
150215,2014,51,1124
150215,2015,70,1332
150215,2016,73,1380
150215,2017,99,1234
150215,2018,87,1232
150215,2019,101,1174
150220,2012,73,1087
150220,2013,72,1189
150220,2014,61,1095
150220,2015,73,1138
150220,2016,71,1050
150220,2017,85,1040
150220,2018,103,1046
150220,2019,99,1059
150230,2012,36,827
150230,2013,42,839
150230,2014,47,852
150230,2015,60,859
150230,2016,53,807
150230,2017,50,815
150230,2018,70,941
150230,2019,70,946
150240,2012,209,3169
150240,2013,214,3161
150240,2014,223,3218
150240,2015,228,3300
150240,2016,264,3129
150240,2017,287,3196
150240,2018,291,3305
150240,2019,356,3347
150250,2012,16,283
150250,2013,22,281
150250,2014,25,342
150250,2015,29,355
150250,2016,37,370
150250,2017,36,372
150250,2018,30,419
150250,2019,29,342
150260,2012,10,151
150260,2013,8,155
150260,2014,8,182
150260,2015,17,184
150260,2016,14,199
150260,2017,13,164
150260,2018,15,184
150260,2019,9,157
150270,2012,44,756
150270,2013,37,745
150270,2014,47,805
150270,2015,43,787
150270,2016,46,758
150270,2017,58,777
150270,2018,51,791
150270,2019,62,707
150275,2012,28,498
150275,2013,26,559
150275,2014,18,505
150275,2015,33,536
150275,2016,43,500
150275,2017,36,498
150275,2018,31,562
150275,2019,40,546
150276,2012,6,147
150276,2013,6,129
150276,2014,8,137
150276,2015,8,138
150276,2016,10,158
150276,2017,6,166
150276,2018,15,180
150276,2019,11,200
150277,2012,17,443
150277,2013,18,415
150277,2014,19,399
150277,2015,20,400
150277,2016,19,328
150277,2017,9,290
150277,2018,26,308
150277,2019,23,312
150280,2012,43,631
150280,2013,44,621
150280,2014,39,645
150280,2015,31,681
150280,2016,55,698
150280,2017,42,733
150280,2018,42,748
150280,2019,50,699
150285,2012,12,208
150285,2013,15,220
150285,2014,15,247
150285,2015,13,208
150285,2016,15,208
150285,2017,18,192
150285,2018,19,238
150285,2019,25,239
150290,2012,26,498
150290,2013,26,472
150290,2014,31,530
150290,2015,28,526
150290,2016,33,527
150290,2017,39,491
150290,2018,34,555
150290,2019,43,548
150293,2012,39,700
150293,2013,38,678
150293,2014,31,705
150293,2015,41,762
150293,2016,37,692
150293,2017,38,692
150293,2018,45,647
150293,2019,40,596
150295,2012,25,513
150295,2013,19,506
150295,2014,28,547
150295,2015,27,504
150295,2016,18,409
150295,2017,25,413
150295,2018,28,530
150295,2019,31,483
150300,2012,8,147
150300,2013,5,138
150300,2014,3,174
150300,2015,3,124
150300,2016,7,121
150300,2017,8,153
150300,2018,10,142
150300,2019,6,124
150304,2012,7,298
150304,2013,11,277
150304,2014,12,296
150304,2015,12,327
150304,2016,11,327
150304,2017,19,337
150304,2018,15,376
150304,2019,21,346
150307,2012,33,431
150307,2013,23,505
150307,2014,33,508
150307,2015,24,431
150307,2016,36,411
150307,2017,19,411
150307,2018,27,423
150307,2019,39,487
150309,2012,31,721
150309,2013,30,662
150309,2014,21,536
150309,2015,20,524
150309,2016,27,463
150309,2017,27,545
150309,2018,38,575
150309,2019,33,558
150310,2012,53,647
150310,2013,58,626
150310,2014,73,730
150310,2015,53,691
150310,2016,78,736
150310,2017,82,756
150310,2018,72,764
150310,2019,66,774
150320,2012,31,586
150320,2013,43,621
150320,2014,34,610
150320,2015,38,567
150320,2016,32,550
150320,2017,37,564
150320,2018,51,578
150320,2019,42,557
150330,2012,60,1156
150330,2013,46,1155
150330,2014,50,1166
150330,2015,49,1114
150330,2016,44,1055
150330,2017,61,1047
150330,2018,64,1079
150330,2019,74,1144
150340,2012,14,167
150340,2013,7,183
150340,2014,3,166
150340,2015,18,177
150340,2016,9,162
150340,2017,9,175
150340,2018,9,185
150340,2019,15,162
150345,2012,39,569
150345,2013,37,590
150345,2014,38,576
150345,2015,42,576
150345,2016,33,596
150345,2017,41,594
150345,2018,36,626
150345,2019,41,642
150350,2012,13,480
150350,2013,20,464
150350,2014,21,462
150350,2015,31,462
150350,2016,35,437
150350,2017,32,420
150350,2018,38,434
150350,2019,32,456
150360,2012,84,2095
150360,2013,67,1615
150360,2014,91,2167
150360,2015,85,1950
150360,2016,101,2003
150360,2017,148,2377
150360,2018,136,2291
150360,2019,172,2359
150370,2012,59,898
150370,2013,43,884
150370,2014,46,866
150370,2015,70,899
150370,2016,58,840
150370,2017,50,781
150370,2018,60,844
150370,2019,62,846
150375,2012,55,521
150375,2013,43,485
150375,2014,43,567
150375,2015,55,614
150375,2016,52,587
150375,2017,54,619
150375,2018,47,602
150375,2019,57,588
150380,2012,44,904
150380,2013,28,873
150380,2014,40,919
150380,2015,40,882
150380,2016,47,794
150380,2017,57,737
150380,2018,41,751
150380,2019,44,715
150390,2012,85,966
150390,2013,75,1016
150390,2014,73,1073
150390,2015,84,1063
150390,2016,87,1140
150390,2017,91,1042
150390,2018,105,1091
150390,2019,111,1126
150400,2012,27,494
150400,2013,29,483
150400,2014,25,444
150400,2015,28,445
150400,2016,28,456
150400,2017,23,402
150400,2018,17,443
150400,2019,24,469
150405,2012,37,625
150405,2013,27,617
150405,2014,31,621
150405,2015,45,635
150405,2016,35,591
150405,2017,35,559
150405,2018,39,648
150405,2019,28,564
150410,2012,8,127
150410,2013,9,104
150410,2014,6,117
150410,2015,11,112
150410,2016,7,97
150410,2017,8,90
150410,2018,9,93
150410,2019,11,117
150420,2012,336,4812
150420,2013,334,4965
150420,2014,383,5128
150420,2015,392,5173
150420,2016,383,4751
150420,2017,429,4764
150420,2018,521,4943
150420,2019,552,4822
150430,2012,19,392
150430,2013,30,441
150430,2014,34,421
150430,2015,19,427
150430,2016,20,383
150430,2017,25,362
150430,2018,32,384
150430,2019,31,350
150440,2012,17,333
150440,2013,14,323
150440,2014,25,369
150440,2015,21,330
150440,2016,16,329
150440,2017,14,324
150440,2018,19,292
150440,2019,21,304
150442,2012,106,1665
150442,2013,122,1777
150442,2014,119,1853
150442,2015,143,1863
150442,2016,108,1794
150442,2017,141,1794
150442,2018,152,1714
150442,2019,154,1813
150445,2012,20,459
150445,2013,27,477
150445,2014,24,432
150445,2015,26,430
150445,2016,29,432
150445,2017,26,463
150445,2018,31,422
150445,2019,36,491
150450,2012,63,586
150450,2013,56,473
150450,2014,74,602
150450,2015,67,596
150450,2016,63,537
150450,2017,73,562
150450,2018,62,631
150450,2019,70,642
150460,2012,17,469
150460,2013,29,518
150460,2014,42,516
150460,2015,29,482
150460,2016,28,506
150460,2017,29,485
150460,2018,28,464
150460,2019,34,460
150470,2012,65,1174
150470,2013,70,1191
150470,2014,55,1217
150470,2015,86,1249
150470,2016,68,1204
150470,2017,65,1229
150470,2018,73,1312
150470,2019,90,1305
150475,2013,0,1
150475,2014,8,168
150475,2015,10,150
150475,2016,22,225
150475,2017,22,229
150475,2018,23,289
150475,2019,34,335
150480,2012,59,1044
150480,2013,47,1072
150480,2014,72,1094
150480,2015,76,1151
150480,2016,86,1138
150480,2017,105,1107
150480,2018,88,1032
150480,2019,102,1050
150490,2012,37,525
150490,2013,28,564
150490,2014,37,610
150490,2015,39,601
150490,2016,32,605
150490,2017,37,572
150490,2018,23,578
150490,2019,29,616
150495,2012,17,408
150495,2013,21,377
150495,2014,17,401
150495,2015,19,449
150495,2016,27,445
150495,2017,18,386
150495,2018,20,406
150495,2019,23,347
150497,2012,8,194
150497,2013,11,210
150497,2014,13,215
150497,2015,16,199
150497,2016,11,217
150497,2017,24,218
150497,2018,14,223
150497,2019,18,229
150500,2012,9,142
150500,2013,6,124
150500,2014,11,171
150500,2015,16,153
150500,2016,10,165
150500,2017,13,161
150500,2018,11,134
150500,2019,13,131
150503,2012,26,481
150503,2013,14,510
150503,2014,31,577
150503,2015,37,620
150503,2016,28,553
150503,2017,34,621
150503,2018,48,631
150503,2019,47,585
150506,2012,52,1259
150506,2013,49,1209
150506,2014,52,1260
150506,2015,53,1334
150506,2016,50,1211
150506,2017,65,1252
150506,2018,72,1240
150506,2019,75,1193
150510,2012,60,1001
150510,2013,64,991
150510,2014,68,1048
150510,2015,64,983
150510,2016,57,985
150510,2017,91,1019
150510,2018,77,1019
150510,2019,107,1092
150520,2012,52,716
150520,2013,52,751
150520,2014,38,702
150520,2015,39,731
150520,2016,49,649
150520,2017,51,691
150520,2018,53,726
150520,2019,35,673
150530,2012,83,1283
150530,2013,86,1336
150530,2014,110,1482
150530,2015,93,1397
150530,2016,127,1399
150530,2017,107,1403
150530,2018,135,1547
150530,2019,159,1550
150540,2012,14,251
150540,2013,20,288
150540,2014,12,268
150540,2015,18,322
150540,2016,12,281
150540,2017,18,300
150540,2018,24,322
150540,2019,25,310
150543,2012,19,596
150543,2013,23,663
150543,2014,28,668
150543,2015,30,638
150543,2016,46,630
150543,2017,35,675
150543,2018,29,725
150543,2019,53,707
150548,2012,23,681
150548,2013,29,655
150548,2014,27,625
150548,2015,34,686
150548,2016,31,752
150548,2017,46,764
150548,2018,37,744
150548,2019,52,776
150549,2012,4,116
150549,2013,6,122
150549,2014,4,100
150549,2015,4,106
150549,2016,9,89
150549,2017,5,97
150549,2018,12,110
150549,2019,9,105
150550,2012,86,2093
150550,2013,98,2003
150550,2014,95,2069
150550,2015,108,2033
150550,2016,120,2001
150550,2017,141,1977
150550,2018,173,2148
150550,2019,167,2065
150553,2012,211,4513
150553,2013,256,5157
150553,2014,313,5360
150553,2015,317,5019
150553,2016,337,4644
150553,2017,429,4582
150553,2018,446,4810
150553,2019,493,4577
150555,2012,4,127
150555,2013,1,130
150555,2014,7,137
150555,2015,7,142
150555,2016,2,121
150555,2017,3,116
150555,2018,8,127
150555,2019,4,120
150560,2012,6,109
150560,2013,5,97
150560,2014,5,119
150560,2015,8,98
150560,2016,8,103
150560,2017,9,114
150560,2018,8,103
150560,2019,9,95
150563,2012,3,174
150563,2013,7,142
150563,2014,14,154
150563,2015,10,148
150563,2016,4,141
150563,2017,10,182
150563,2018,10,176
150563,2019,14,165
150565,2012,12,246
150565,2013,12,229
150565,2014,18,299
150565,2015,17,273
150565,2016,15,285
150565,2017,23,291
150565,2018,30,321
150565,2019,21,282
150570,2012,14,295
150570,2013,25,330
150570,2014,16,332
150570,2015,25,345
150570,2016,23,352
150570,2017,24,348
150570,2018,26,351
150570,2019,20,364
150580,2012,98,1170
150580,2013,122,1279
150580,2014,142,1480
150580,2015,177,1596
150580,2016,136,1461
150580,2017,132,1489
150580,2018,168,1678
150580,2019,152,1569
150590,2012,54,670
150590,2013,44,732
150590,2014,40,675
150590,2015,51,711
150590,2016,49,743
150590,2017,50,701
150590,2018,37,755
150590,2019,51,768
150600,2012,42,734
150600,2013,36,678
150600,2014,28,655
150600,2015,46,666
150600,2016,35,722
150600,2017,51,777
150600,2018,52,703
150600,2019,42,755
150610,2012,9,176
150610,2013,9,162
150610,2014,8,193
150610,2015,5,185
150610,2016,5,172
150610,2017,6,171
150610,2018,7,200
150610,2019,13,191
150611,2012,5,185
150611,2013,2,180
150611,2014,6,173
150611,2015,8,158
150611,2016,7,168
150611,2017,10,169
150611,2018,11,160
150611,2019,5,162
150613,2012,75,1609
150613,2013,86,1641
150613,2014,106,1651
150613,2015,98,1701
150613,2016,96,1627
150613,2017,115,1743
150613,2018,116,1756
150613,2019,138,1725
150616,2012,12,327
150616,2013,16,276
150616,2014,18,308
150616,2015,17,311
150616,2016,11,274
150616,2017,14,273
150616,2018,23,308
150616,2019,19,281
150618,2012,29,752
150618,2013,35,686
150618,2014,47,672
150618,2015,39,729
150618,2016,46,676
150618,2017,50,608
150618,2018,44,610
150618,2019,49,529
150619,2012,21,390
150619,2013,20,330
150619,2014,21,373
150619,2015,21,383
150619,2016,23,369
150619,2017,40,411
150619,2018,27,413
150619,2019,29,407
150620,2012,22,665
150620,2013,23,684
150620,2014,32,736
150620,2015,24,632
150620,2016,23,655
150620,2017,30,607
150620,2018,30,676
150620,2019,35,680
150630,2012,16,366
150630,2013,13,352
150630,2014,11,349
150630,2015,19,377
150630,2016,31,381
150630,2017,25,378
150630,2018,29,362
150630,2019,10,337
150635,2012,5,306
150635,2013,17,324
150635,2014,22,341
150635,2015,13,285
150635,2016,19,354
150635,2017,20,345
150635,2018,21,326
150635,2019,25,330
150640,2012,4,66
150640,2013,8,101
150640,2014,7,88
150640,2015,8,103
150640,2016,3,78
150640,2017,2,89
150640,2018,1,81
150640,2019,7,110
150650,2012,48,961
150650,2013,42,1000
150650,2014,52,978
150650,2015,56,1044
150650,2016,67,996
150650,2017,50,960
150650,2018,70,1019
150650,2019,79,996
150655,2012,14,375
150655,2013,10,341
150655,2014,15,338
150655,2015,20,345
150655,2016,17,376
150655,2017,16,344
150655,2018,18,305
150655,2019,22,306
150658,2012,3,182
150658,2013,13,168
150658,2014,9,181
150658,2015,7,197
150658,2016,8,143
150658,2017,12,143
150658,2018,12,181
150658,2019,16,215
150660,2012,20,376
150660,2013,23,385
150660,2014,10,373
150660,2015,26,367
150660,2016,24,372
150660,2017,34,428
150660,2018,36,399
150660,2019,32,455
150670,2012,25,587
150670,2013,24,536
150670,2014,29,570
150670,2015,33,584
150670,2016,26,572
150670,2017,33,569
150670,2018,38,605
150670,2019,32,602
150680,2012,588,6489
150680,2013,566,6334
150680,2014,625,6595
150680,2015,666,6756
150680,2016,657,6491
150680,2017,809,6777
150680,2018,806,6703
150680,2019,826,6659
150690,2012,4,102
150690,2013,4,90
150690,2014,5,112
150690,2015,1,83
150690,2016,2,105
150690,2017,5,107
150690,2018,2,87
150690,2019,6,95
150700,2012,21,494
150700,2013,21,490
150700,2014,33,477
150700,2015,29,509
150700,2016,23,444
150700,2017,33,483
150700,2018,28,501
150700,2019,33,512
150710,2012,6,251
150710,2013,15,223
150710,2014,14,222
150710,2015,13,233
150710,2016,17,226
150710,2017,15,215
150710,2018,13,227
150710,2019,16,224
150715,2012,10,371
150715,2013,11,368
150715,2014,15,370
150715,2015,24,382
150715,2016,13,339
150715,2017,28,345
150715,2018,26,422
150715,2019,29,352
150720,2012,53,643
150720,2013,51,623
150720,2014,54,579
150720,2015,37,493
150720,2016,45,511
150720,2017,38,525
150720,2018,40,470
150720,2019,33,465
150730,2012,44,993
150730,2013,45,891
150730,2014,44,915
150730,2015,50,1014
150730,2016,64,1046
150730,2017,64,1071
150730,2018,80,1159
150730,2019,71,1075
150740,2012,9,209
150740,2013,14,231
150740,2014,12,223
150740,2015,19,196
150740,2016,12,227
150740,2017,18,206
150740,2018,19,242
150740,2019,27,235
150745,2012,26,515
150745,2013,24,492
150745,2014,28,436
150745,2015,18,497
150745,2016,26,463
150745,2017,35,494
150745,2018,33,536
150745,2019,44,436
150746,2012,9,81
150746,2013,4,72
150746,2014,3,82
150746,2015,2,83
150746,2016,4,81
150746,2017,6,87
150746,2018,8,97
150746,2019,7,85
150747,2012,12,345
150747,2013,18,365
150747,2014,9,336
150747,2015,20,335
150747,2016,21,340
150747,2017,17,309
150747,2018,13,306
150747,2019,16,307
150750,2012,9,198
150750,2013,11,171
150750,2014,4,165
150750,2015,9,226
150750,2016,10,216
150750,2017,8,170
150750,2018,15,240
150750,2019,17,185
150760,2012,55,980
150760,2013,47,956
150760,2014,52,1006
150760,2015,52,973
150760,2016,42,932
150760,2017,53,957
150760,2018,57,942
150760,2019,57,926
150770,2012,23,465
150770,2013,19,499
150770,2014,22,531
150770,2015,24,553
150770,2016,21,551
150770,2017,15,520
150770,2018,32,517
150770,2019,31,526
150775,2012,3,70
150775,2013,3,94
150775,2014,4,82
150775,2015,2,93
150775,2016,2,86
150775,2017,6,95
150775,2018,3,119
150775,2019,4,93
150780,2012,17,323
150780,2013,27,290
150780,2014,15,271
150780,2015,21,302
150780,2016,18,257
150780,2017,22,297
150780,2018,23,293
150780,2019,22,305
150790,2012,25,460
150790,2013,20,393
150790,2014,24,428
150790,2015,14,432
150790,2016,10,382
150790,2017,15,382
150790,2018,25,395
150790,2019,30,386
150795,2012,48,1440
150795,2013,52,1519
150795,2014,54,1537
150795,2015,66,1688
150795,2016,66,1562
150795,2017,81,1472
150795,2018,76,1462
150795,2019,92,1453
150796,2012,10,196
150796,2013,6,180
150796,2014,9,176
150796,2015,13,207
150796,2016,12,174
150796,2017,19,206
150796,2018,10,175
150796,2019,13,182
150797,2012,9,255
150797,2013,11,289
150797,2014,14,314
150797,2015,7,267
150797,2016,8,273
150797,2017,13,283
150797,2018,18,346
150797,2019,27,311
150800,2012,58,1375
150800,2013,65,1459
150800,2014,61,1415
150800,2015,76,1470
150800,2016,84,1518
150800,2017,80,1489
150800,2018,110,1488
150800,2019,117,1515
150803,2012,34,602
150803,2013,37,578
150803,2014,28,567
150803,2015,39,565
150803,2016,28,537
150803,2017,30,566
150803,2018,34,503
150803,2019,46,479
150805,2012,6,209
150805,2013,12,212
150805,2014,8,223
150805,2015,12,209
150805,2016,13,227
150805,2017,11,221
150805,2018,7,262
150805,2019,13,275
150808,2012,35,745
150808,2013,27,689
150808,2014,31,662
150808,2015,41,704
150808,2016,35,631
150808,2017,49,702
150808,2018,75,762
150808,2019,67,733
150810,2012,121,2047
150810,2013,145,2209
150810,2014,157,2166
150810,2015,159,2131
150810,2016,159,2119
150810,2017,153,2053
150810,2018,151,1900
150810,2019,174,1790
150812,2012,15,469
150812,2013,16,474
150812,2014,24,461
150812,2015,12,467
150812,2016,20,493
150812,2017,20,431
150812,2018,29,475
150812,2019,28,444
150815,2012,35,859
150815,2013,37,791
150815,2014,47,793
150815,2015,38,824
150815,2016,35,736
150815,2017,47,743
150815,2018,58,793
150815,2019,56,783
