CODMUNRES,ano_nasc,Qtd_Mais_de_5_Consultas_Pre_Natal,Qtd_Total
150110,2013,0,460
150110,2014,186,548
150110,2015,153,556
150110,2016,163,562
150110,2017,185,553
150110,2018,235,582
150110,2019,258,549
150120,2012,302,538
150120,2013,0,532
150120,2014,433,578
150120,2015,482,575
150120,2016,451,567
150120,2017,485,630
150120,2018,459,580
150120,2019,361,501
150125,2012,25,42
150125,2013,0,43
150125,2014,28,48
150125,2015,28,45
150125,2016,26,37
150125,2017,25,49
150125,2018,34,49
150125,2019,37,46
150130,2012,1399,2053
150130,2013,0,1998
150130,2014,1515,2105
150130,2015,1500,2098
150130,2016,1469,2148
150130,2017,1478,2154
150130,2018,1585,2274
150130,2019,1667,2294
150140,2012,15083,21371
150140,2013,0,21884
150140,2014,15978,21530
150140,2015,15576,21250
150140,2016,13977,19250
150140,2017,14424,19409
150140,2018,13867,19348
150140,2019,13687,18587
150145,2012,122,243
150145,2013,0,269
150145,2014,156,240
150145,2015,164,273
150145,2016,154,241
150145,2017,182,272
150145,2018,226,296
150145,2019,241,314
150150,2012,689,1082
150150,2013,0,1010
150150,2014,649,1079
150150,2015,655,1008
150150,2016,616,950
150150,2017,684,1041
150150,2018,650,1037
150150,2019,633,999
150157,2012,177,229
150157,2013,0,230
150157,2014,153,203
150157,2015,178,253
150157,2016,159,248
150157,2017,143,225
150157,2018,212,277
150157,2019,197,292
150160,2012,73,217
150160,2013,0,195
150160,2014,139,215
150160,2015,132,212
150160,2016,112,182
150160,2017,91,184
150160,2018,120,188
150160,2019,159,210
150170,2012,680,2148
150170,2013,0,2191
150170,2014,832,2352
150170,2015,777,2192
150170,2016,997,2126
150170,2017,906,2099
150170,2018,1056,2203
150170,2019,1147,2127
150172,2012,15,279
150172,2013,0,269
150172,2014,185,290
150172,2015,136,255
150172,2016,167,272
150172,2017,204,333
150172,2018,228,351
150172,2019,217,325
150175,2012,71,97
150175,2013,0,95
150175,2014,56,92
150175,2015,63,103
150175,2016,56,79
150175,2017,58,93
150175,2018,62,92
150175,2019,82,100
150178,2012,365,799
150178,2013,0,786
150178,2014,511,851
150178,2015,483,832
150178,2016,418,766
150178,2017,439,785
150178,2018,475,790
150178,2019,516,765
150180,2012,747,2383
150180,2013,0,2660
150180,2014,871,2774
150180,2015,771,2588
150180,2016,806,2541
150180,2017,817,2723
150180,2018,861,2849
150180,2019,794,2772
150190,2012,199,508
150190,2013,0,498
150190,2014,217,501
150190,2015,181,482
150190,2016,232,504
150190,2017,230,473
150190,2018,212,474
150190,2019,246,463
150195,2012,72,356
150195,2013,0,323
150195,2014,125,313
150195,2015,119,304
150195,2016,115,344
150195,2017,67,311
150195,2018,101,306
150195,2019,141,309
150200,2012,116,236
150200,2013,0,268
150200,2014,196,301
150200,2015,156,319
150200,2016,137,339
150200,2017,136,330
150200,2018,139,350
150200,2019,158,343
150210,2012,1186,2478
150210,2013,0,2469
150210,2014,1035,2511
150210,2015,1095,2445
150210,2016,1081,2406
150210,2017,1061,2417
150210,2018,1498,2678
150210,2019,1508,2488
150215,2012,482,875
150215,2013,0,954
150215,2014,739,1124
150215,2015,897,1332
150215,2016,976,1380
150215,2017,870,1234
150215,2018,868,1232
150215,2019,944,1174
150220,2012,296,1087
150220,2013,0,1189
150220,2014,700,1095
150220,2015,673,1138
150220,2016,602,1050
150220,2017,495,1040
150220,2018,666,1046
150220,2019,722,1059
150230,2012,472,827
150230,2013,0,839
150230,2014,539,852
150230,2015,602,859
150230,2016,569,807
150230,2017,612,815
150230,2018,786,941
150230,2019,860,946
150240,2012,2357,3169
150240,2013,0,3161
150240,2014,2321,3218
150240,2015,2372,3300
150240,2016,2267,3129
150240,2017,2360,3196
150240,2018,2508,3305
150240,2019,2593,3347
150250,2012,30,283
150250,2013,0,281
150250,2014,79,342
150250,2015,90,355
150250,2016,82,370
150250,2017,108,372
150250,2018,116,419
150250,2019,110,342
150260,2012,66,151
150260,2013,0,155
150260,2014,92,182
150260,2015,112,184
150260,2016,134,199
150260,2017,101,164
150260,2018,120,184
150260,2019,87,157
150270,2012,497,756
150270,2013,0,745
150270,2014,457,805
150270,2015,453,787
150270,2016,488,758
150270,2017,482,777
150270,2018,457,791
150270,2019,429,707
150275,2012,207,498
150275,2013,0,559
150275,2014,252,505
150275,2015,276,536
150275,2016,295,500
150275,2017,232,498
150275,2018,320,562
150275,2019,304,546
150276,2012,58,147
150276,2013,0,129
150276,2014,67,137
150276,2015,54,138
150276,2016,68,158
150276,2017,94,166
150276,2018,99,180
150276,2019,125,200
150277,2012,247,443
150277,2013,0,415
150277,2014,263,399
150277,2015,343,400
150277,2016,274,328
150277,2017,196,290
150277,2018,229,308
150277,2019,221,312
150280,2012,240,631
150280,2013,0,621
150280,2014,333,645
150280,2015,318,681
150280,2016,290,698
150280,2017,269,733
150280,2018,345,748
150280,2019,357,699
150285,2012,103,208
150285,2013,0,220
150285,2014,167,247
150285,2015,145,208
150285,2016,140,208
150285,2017,133,192
150285,2018,160,238
150285,2019,173,239
150290,2012,236,498
150290,2013,0,472
150290,2014,338,530
150290,2015,378,526
150290,2016,331,527
150290,2017,328,491
150290,2018,378,555
150290,2019,339,548
150293,2012,357,700
150293,2013,0,678
150293,2014,455,705
150293,2015,499,762
150293,2016,426,692
150293,2017,396,692
150293,2018,446,647
150293,2019,432,596
150295,2012,209,513
150295,2013,0,506
150295,2014,273,547
150295,2015,279,504
150295,2016,216,409
150295,2017,229,413
150295,2018,291,530
150295,2019,270,483
150300,2012,55,147
150300,2013,0,138
150300,2014,84,174
150300,2015,65,124
150300,2016,64,121
150300,2017,84,153
150300,2018,68,142
150300,2019,68,124
150304,2012,136,298
150304,2013,0,277
150304,2014,186,296
150304,2015,210,327
150304,2016,225,327
150304,2017,201,337
150304,2018,209,376
150304,2019,227,346
150307,2012,209,431
150307,2013,0,505
150307,2014,344,508
150307,2015,326,431
150307,2016,287,411
150307,2017,290,411
150307,2018,331,423
150307,2019,421,487
150309,2012,182,721
150309,2013,0,662
150309,2014,286,536
150309,2015,258,524
150309,2016,267,463
150309,2017,247,545
150309,2018,344,575
150309,2019,363,558
150310,2012,183,647
150310,2013,0,626
150310,2014,266,730
150310,2015,316,691
150310,2016,312,736
150310,2017,339,756
150310,2018,295,764
150310,2019,333,774
150320,2012,425,586
150320,2013,0,621
150320,2014,474,610
150320,2015,480,567
150320,2016,435,550
150320,2017,451,564
150320,2018,430,578
150320,2019,473,557
150330,2012,705,1156
150330,2013,0,1155
150330,2014,750,1166
150330,2015,649,1114
150330,2016,641,1055
150330,2017,503,1047
150330,2018,637,1079
150330,2019,559,1144
150340,2012,117,167
150340,2013,0,183
150340,2014,121,166
150340,2015,124,177
150340,2016,104,162
150340,2017,102,175
150340,2018,125,185
150340,2019,125,162
150345,2012,269,569
150345,2013,0,590
150345,2014,269,576
150345,2015,266,576
150345,2016,246,596
150345,2017,261,594
150345,2018,334,626
150345,2019,352,642
150350,2012,267,480
150350,2013,0,464
150350,2014,330,462
150350,2015,324,462
150350,2016,291,437
150350,2017,280,420
150350,2018,296,434
150350,2019,321,456
150360,2012,1093,2095
150360,2013,0,1615
150360,2014,1326,2167
150360,2015,1176,1950
150360,2016,1281,2003
150360,2017,1561,2377
150360,2018,1539,2291
150360,2019,1551,2359
150370,2012,283,898
150370,2013,0,884
150370,2014,310,866
150370,2015,297,899
150370,2016,316,840
150370,2017,319,781
150370,2018,303,844
150370,2019,409,846
150375,2012,159,521
150375,2013,0,485
150375,2014,243,567
150375,2015,331,614
150375,2016,331,587
150375,2017,298,619
150375,2018,252,602
150375,2019,212,588
150380,2012,718,904
150380,2013,0,873
150380,2014,658,919
150380,2015,665,882
150380,2016,580,794
150380,2017,540,737
150380,2018,583,751
150380,2019,544,715
150390,2012,583,966
150390,2013,0,1016
150390,2014,678,1073
150390,2015,666,1063
150390,2016,791,1140
150390,2017,676,1042
150390,2018,761,1091
150390,2019,805,1126
150400,2012,328,494
150400,2013,0,483
150400,2014,293,444
150400,2015,290,445
150400,2016,308,456
150400,2017,265,402
150400,2018,261,443
150400,2019,323,469
150405,2012,378,625
150405,2013,0,617
150405,2014,438,621
150405,2015,436,635
150405,2016,395,591
150405,2017,417,559
150405,2018,498,648
150405,2019,443,564
150410,2012,85,127
150410,2013,0,104
150410,2014,82,117
150410,2015,92,112
150410,2016,72,97
150410,2017,65,90
150410,2018,74,93
150410,2019,93,117
150420,2012,2691,4812
150420,2013,0,4965
150420,2014,2559,5128
150420,2015,2629,5173
150420,2016,2622,4751
150420,2017,2438,4764
150420,2018,2682,4943
150420,2019,2911,4822
150430,2012,198,392
150430,2013,0,441
150430,2014,250,421
150430,2015,188,427
150430,2016,154,383
150430,2017,193,362
150430,2018,197,384
150430,2019,193,350
150440,2012,189,333
150440,2013,0,323
150440,2014,223,369
150440,2015,199,330
150440,2016,213,329
150440,2017,183,324
150440,2018,193,292
150440,2019,217,304
150442,2012,1063,1665
150442,2013,0,1777
150442,2014,1167,1853
150442,2015,1238,1863
150442,2016,1087,1794
150442,2017,1215,1794
150442,2018,1079,1714
150442,2019,1091,1813
150445,2012,152,459
150445,2013,0,477
150445,2014,277,432
150445,2015,261,430
150445,2016,302,432
150445,2017,320,463
150445,2018,306,422
150445,2019,378,491
150450,2012,259,586
150450,2013,0,473
150450,2014,154,602
150450,2015,142,596
150450,2016,133,537
150450,2017,162,562
150450,2018,200,631
150450,2019,190,642
150460,2012,241,469
150460,2013,0,518
150460,2014,304,516
150460,2015,343,482
150460,2016,344,506
150460,2017,353,485
150460,2018,326,464
150460,2019,308,460
150470,2012,612,1174
150470,2013,0,1191
150470,2014,630,1217
150470,2015,663,1249
150470,2016,635,1204
150470,2017,696,1229
150470,2018,714,1312
150470,2019,636,1305
150475,2013,0,1
150475,2014,118,168
150475,2015,110,150
150475,2016,158,225
150475,2017,154,229
150475,2018,221,289
150475,2019,259,335
150480,2012,570,1044
150480,2013,0,1072
150480,2014,507,1094
150480,2015,589,1151
150480,2016,676,1138
150480,2017,709,1107
150480,2018,724,1032
150480,2019,790,1050
150490,2012,256,525
150490,2013,0,564
150490,2014,334,610
150490,2015,351,601
150490,2016,350,605
150490,2017,313,572
150490,2018,370,578
150490,2019,401,616
150495,2012,189,408
150495,2013,0,377
150495,2014,250,401
150495,2015,309,449
150495,2016,287,445
150495,2017,278,386
150495,2018,292,406
150495,2019,290,347
150497,2012,108,194
150497,2013,0,210
150497,2014,137,215
150497,2015,123,199
150497,2016,134,217
150497,2017,140,218
150497,2018,149,223
150497,2019,188,229
150500,2012,54,142
150500,2013,0,124
150500,2014,114,171
150500,2015,114,153
150500,2016,107,165
150500,2017,89,161
150500,2018,91,134
150500,2019,102,131
150503,2012,257,481
150503,2013,0,510
150503,2014,368,577
150503,2015,384,620
150503,2016,361,553
150503,2017,442,621
150503,2018,434,631
150503,2019,438,585
150506,2012,512,1259
150506,2013,0,1209
150506,2014,763,1260
150506,2015,869,1334
150506,2016,797,1211
150506,2017,765,1252
150506,2018,796,1240
150506,2019,759,1193
150510,2012,580,1001
150510,2013,0,991
150510,2014,547,1048
150510,2015,557,983
150510,2016,577,985
150510,2017,637,1019
150510,2018,618,1019
150510,2019,624,1092
150520,2012,403,716
150520,2013,0,751
150520,2014,374,702
150520,2015,380,731
150520,2016,335,649
150520,2017,341,691
150520,2018,412,726
150520,2019,389,673
150530,2012,642,1283
150530,2013,0,1336
150530,2014,857,1482
150530,2015,866,1397
150530,2016,855,1399
150530,2017,904,1403
150530,2018,931,1547
150530,2019,1087,1550
150540,2012,115,251
150540,2013,0,288
150540,2014,175,268
150540,2015,230,322
150540,2016,215,281
150540,2017,221,300
150540,2018,272,322
150540,2019,256,310
150543,2012,377,596
150543,2013,0,663
150543,2014,511,668
150543,2015,464,638
150543,2016,510,630
150543,2017,551,675
150543,2018,607,725
150543,2019,558,707
150548,2012,119,681
150548,2013,0,655
150548,2014,382,625
150548,2015,402,686
150548,2016,468,752
150548,2017,532,764
150548,2018,535,744
150548,2019,544,776
150549,2012,64,116
150549,2013,0,122
150549,2014,62,100
150549,2015,58,106
150549,2016,55,89
150549,2017,68,97
150549,2018,76,110
150549,2019,82,105
150550,2012,1179,2093
150550,2013,0,2003
150550,2014,1057,2069
150550,2015,99,2033
150550,2016,91,2001
150550,2017,107,1977
150550,2018,80,2148
150550,2019,79,2065
150553,2012,3190,4513
150553,2013,0,5157
150553,2014,3926,5360
150553,2015,3703,5019
150553,2016,3607,4644
150553,2017,3413,4582
150553,2018,3737,4810
150553,2019,3746,4577
150555,2012,77,127
150555,2013,0,130
150555,2014,70,137
150555,2015,84,142
150555,2016,89,121
150555,2017,67,116
150555,2018,91,127
150555,2019,92,120
150560,2012,24,109
150560,2013,0,97
150560,2014,73,119
150560,2015,62,98
150560,2016,53,103
150560,2017,63,114
150560,2018,86,103
150560,2019,68,95
150563,2012,85,174
150563,2013,0,142
150563,2014,80,154
150563,2015,97,148
150563,2016,95,141
150563,2017,101,182
150563,2018,127,176
150563,2019,97,165
150565,2012,168,246
150565,2013,0,229
150565,2014,225,299
150565,2015,209,273
150565,2016,220,285
150565,2017,214,291
150565,2018,230,321
150565,2019,218,282
150570,2012,133,295
150570,2013,0,330
150570,2014,152,332
150570,2015,191,345
150570,2016,180,352
150570,2017,186,348
150570,2018,203,351
150570,2019,222,364
150580,2012,569,1170
150580,2013,0,1279
150580,2014,1196,1480
150580,2015,595,1596
150580,2016,482,1461
150580,2017,492,1489
150580,2018,567,1678
150580,2019,486,1569
150590,2012,52,670
150590,2013,0,732
150590,2014,241,675
150590,2015,268,711
150590,2016,284,743
150590,2017,293,701
150590,2018,326,755
150590,2019,339,768
150600,2012,460,734
150600,2013,0,678
150600,2014,434,655
150600,2015,422,666
150600,2016,465,722
150600,2017,533,777
150600,2018,498,703
150600,2019,523,755
150610,2012,70,176
150610,2013,0,162
150610,2014,100,193
150610,2015,99,185
150610,2016,71,172
150610,2017,67,171
150610,2018,92,200
150610,2019,102,191
150611,2012,35,185
150611,2013,0,180
150611,2014,78,173
150611,2015,87,158
150611,2016,55,168
150611,2017,58,169
150611,2018,95,160
150611,2019,89,162
150613,2012,610,1609
150613,2013,0,1641
150613,2014,623,1651
150613,2015,646,1701
150613,2016,880,1627
150613,2017,904,1743
150613,2018,907,1756
150613,2019,1040,1725
150616,2012,203,327
150616,2013,0,276
150616,2014,196,308
150616,2015,57,311
150616,2016,55,274
150616,2017,45,273
150616,2018,244,308
150616,2019,245,281
150618,2012,518,752
150618,2013,0,686
150618,2014,464,672
150618,2015,525,729
150618,2016,474,676
150618,2017,450,608
150618,2018,441,610
150618,2019,437,529
150619,2012,235,390
150619,2013,0,330
150619,2014,280,373
150619,2015,297,383
150619,2016,289,369
150619,2017,334,411
150619,2018,343,413
150619,2019,351,407
150620,2012,258,665
150620,2013,0,684
150620,2014,312,736
150620,2015,392,632
150620,2016,428,655
150620,2017,450,607
150620,2018,496,676
150620,2019,514,680
150630,2012,191,366
150630,2013,0,352
150630,2014,181,349
150630,2015,200,377
150630,2016,201,381
150630,2017,201,378
150630,2018,193,362
150630,2019,184,337
150635,2012,179,306
150635,2013,0,324
150635,2014,191,341
150635,2015,158,285
150635,2016,211,354
150635,2017,205,345
150635,2018,169,326
150635,2019,187,330
150640,2012,21,66
150640,2013,0,101
150640,2014,67,88
150640,2015,73,103
150640,2016,53,78
150640,2017,68,89
150640,2018,62,81
150640,2019,90,110
150650,2012,551,961
150650,2013,0,1000
150650,2014,641,978
150650,2015,776,1044
150650,2016,692,996
150650,2017,647,960
150650,2018,664,1019
150650,2019,665,996
150655,2012,89,375
150655,2013,0,341
150655,2014,214,338
150655,2015,193,345
150655,2016,202,376
150655,2017,147,344
150655,2018,190,305
150655,2019,200,306
150658,2012,75,182
150658,2013,0,168
150658,2014,83,181
150658,2015,81,197
150658,2016,69,143
150658,2017,69,143
150658,2018,92,181
150658,2019,166,215
150660,2012,263,376
150660,2013,0,385
150660,2014,286,373
150660,2015,258,367
150660,2016,274,372
150660,2017,334,428
150660,2018,297,399
150660,2019,325,455
150670,2012,344,587
150670,2013,0,536
150670,2014,376,570
150670,2015,410,584
150670,2016,378,572
150670,2017,403,569
150670,2018,443,605
150670,2019,459,602
150680,2012,3457,6489
150680,2013,0,6334
150680,2014,4223,6595
150680,2015,4359,6756
150680,2016,4049,6491
150680,2017,4382,6777
150680,2018,4506,6703
150680,2019,4653,6659
150690,2012,58,102
150690,2013,0,90
150690,2014,64,112
150690,2015,50,83
150690,2016,71,105
150690,2017,68,107
150690,2018,60,87
150690,2019,63,95
150700,2012,241,494
150700,2013,0,490
150700,2014,258,477
150700,2015,292,509
150700,2016,260,444
150700,2017,257,483
150700,2018,268,501
150700,2019,281,512
150710,2012,128,251
150710,2013,0,223
150710,2014,119,222
150710,2015,115,233
150710,2016,119,226
150710,2017,105,215
150710,2018,109,227
150710,2019,87,224
150715,2012,184,371
150715,2013,0,368
150715,2014,227,370
150715,2015,233,382
150715,2016,211,339
150715,2017,198,345
150715,2018,245,422
150715,2019,255,352
150720,2012,306,643
150720,2013,0,623
150720,2014,336,579
150720,2015,292,493
150720,2016,271,511
150720,2017,333,525
150720,2018,341,470
150720,2019,360,465
150730,2012,560,993
150730,2013,0,891
150730,2014,526,915
150730,2015,563,1014
150730,2016,652,1046
150730,2017,668,1071
150730,2018,822,1159
150730,2019,797,1075
150740,2012,165,209
150740,2013,0,231
150740,2014,181,223
150740,2015,164,196
150740,2016,168,227
150740,2017,172,206
150740,2018,202,242
150740,2019,189,235
150745,2012,195,515
150745,2013,0,492
150745,2014,203,436
150745,2015,246,497
150745,2016,241,463
150745,2017,237,494
150745,2018,288,536
150745,2019,257,436
150746,2012,59,81
150746,2013,0,72
150746,2014,62,82
150746,2015,68,83
150746,2016,61,81
150746,2017,63,87
150746,2018,72,97
150746,2019,64,85
150747,2012,119,345
150747,2013,0,365
150747,2014,159,336
150747,2015,168,335
150747,2016,163,340
150747,2017,172,309
150747,2018,189,306
150747,2019,181,307
150750,2012,123,198
150750,2013,0,171
150750,2014,120,165
150750,2015,141,226
150750,2016,139,216
150750,2017,88,170
150750,2018,127,240
150750,2019,107,185
150760,2012,551,980
150760,2013,0,956
150760,2014,589,1006
150760,2015,640,973
150760,2016,621,932
150760,2017,723,957
150760,2018,691,942
150760,2019,677,926
150770,2012,229,465
150770,2013,0,499
150770,2014,364,531
150770,2015,376,553
150770,2016,337,551
150770,2017,249,520
150770,2018,318,517
150770,2019,337,526
150775,2012,34,70
150775,2013,0,94
150775,2014,51,82
150775,2015,64,93
150775,2016,53,86
150775,2017,73,95
150775,2018,91,119
150775,2019,81,93
150780,2012,69,323
150780,2013,0,290
150780,2014,158,271
150780,2015,146,302
150780,2016,144,257
150780,2017,198,297
150780,2018,199,293
150780,2019,182,305
150790,2012,181,460
150790,2013,0,393
150790,2014,223,428
150790,2015,228,432
150790,2016,196,382
150790,2017,204,382
150790,2018,228,395
150790,2019,232,386
