CODMUNRES,ano_nasc,Qtd_2Racacor,Qtd_Total
150120,2017,19,630
150120,2018,27,580
150120,2019,18,501
150125,2012,3,42
150125,2013,3,43
150125,2014,3,48
150125,2015,1,45
150125,2016,0,37
150125,2017,2,49
150125,2018,1,49
150125,2019,1,46
150130,2012,17,2053
150130,2013,14,1998
150130,2014,8,2105
150130,2015,3,2098
150130,2016,8,2148
150130,2017,21,2154
150130,2018,18,2274
150130,2019,21,2294
150140,2012,394,21371
150140,2013,340,21884
150140,2014,352,21530
150140,2015,315,21250
150140,2016,290,19250
150140,2017,350,19409
150140,2018,394,19348
150140,2019,402,18587
150145,2012,0,243
150145,2013,2,269
150145,2014,10,240
150145,2015,4,273
150145,2016,1,241
150145,2017,0,272
150145,2018,4,296
150145,2019,2,314
150150,2012,8,1082
150150,2013,5,1010
150150,2014,6,1079
150150,2015,9,1008
150150,2016,2,950
150150,2017,11,1041
150150,2018,20,1037
150150,2019,14,999
150157,2012,0,229
150157,2013,1,230
150157,2014,0,203
150157,2015,1,253
150157,2016,3,248
150157,2017,2,225
150157,2018,0,277
150157,2019,3,292
150160,2012,2,217
150160,2013,5,195
150160,2014,2,215
150160,2015,2,212
150160,2016,3,182
150160,2017,2,184
150160,2018,1,188
150160,2019,1,210
150170,2012,8,2148
150170,2013,7,2191
150170,2014,4,2352
150170,2015,3,2192
150170,2016,4,2126
150170,2017,5,2099
150170,2018,7,2203
150170,2019,5,2127
150172,2012,0,279
150172,2013,22,269
150172,2014,17,290
150172,2015,15,255
150172,2016,16,272
150172,2017,14,333
150172,2018,8,351
150172,2019,15,325
150175,2012,4,97
150175,2013,10,95
150175,2014,1,92
150175,2015,1,103
150175,2016,1,79
150175,2017,0,93
150175,2018,0,92
150175,2019,4,100
150178,2012,119,799
150178,2013,121,786
150178,2014,52,851
150178,2015,30,832
150178,2016,34,766
150178,2017,41,785
150178,2018,30,790
150178,2019,21,765
150180,2012,63,2383
150180,2013,35,2660
150180,2014,41,2774
150180,2015,27,2588
150180,2016,12,2541
150180,2017,7,2723
150180,2018,6,2849
150180,2019,8,2772
150190,2012,37,508
150190,2013,21,498
150190,2014,14,501
150190,2015,8,482
150190,2016,14,504
150190,2017,15,473
150190,2018,14,474
150190,2019,9,463
150195,2012,7,356
150195,2013,10,323
150195,2014,7,313
150195,2015,4,304
150195,2016,4,344
150195,2017,3,311
150195,2018,4,306
150195,2019,1,309
150200,2012,22,236
150200,2013,30,268
150200,2014,40,301
150200,2015,20,319
150200,2016,6,339
150200,2017,7,330
150200,2018,4,350
150200,2019,6,343
150210,2012,19,2478
150210,2013,32,2469
150210,2014,30,2511
150210,2015,16,2445
150210,2016,2,2406
150210,2017,17,2417
150210,2018,77,2678
150210,2019,8,2488
150215,2012,24,875
150215,2013,56,954
150215,2014,26,1124
150215,2015,23,1332
150215,2016,14,1380
150215,2017,12,1234
150215,2018,34,1232
150215,2019,34,1174
150220,2012,6,1087
150220,2013,23,1189
150220,2014,17,1095
150220,2015,5,1138
150220,2016,3,1050
150220,2017,4,1040
150220,2018,10,1046
150220,2019,12,1059
150230,2012,9,827
150230,2013,3,839
150230,2014,2,852
150230,2015,1,859
150230,2016,3,807
150230,2017,3,815
150230,2018,1,941
150230,2019,4,946
150240,2012,31,3169
150240,2013,21,3161
150240,2014,19,3218
150240,2015,14,3300
150240,2016,9,3129
150240,2017,18,3196
150240,2018,38,3305
150240,2019,34,3347
150250,2012,3,283
150250,2013,6,281
150250,2014,33,342
150250,2015,25,355
150250,2016,20,370
150250,2017,32,372
150250,2018,35,419
150250,2019,34,342
150260,2012,1,151
150260,2013,0,155
150260,2014,1,182
150260,2015,1,184
150260,2016,2,199
150260,2017,0,164
150260,2018,0,184
150260,2019,2,157
150270,2012,57,756
150270,2013,46,745
150270,2014,58,805
150270,2015,58,787
150270,2016,24,758
150270,2017,35,777
150270,2018,25,791
150270,2019,21,707
150275,2012,19,498
150275,2013,34,559
150275,2014,22,505
150275,2015,28,536
150275,2016,13,500
150275,2017,24,498
150275,2018,26,562
150275,2019,17,546
150276,2012,13,147
150276,2013,12,129
150276,2014,5,137
150276,2015,4,138
150276,2016,7,158
150276,2017,10,166
150276,2018,1,180
150276,2019,6,200
150277,2012,18,443
150277,2013,25,415
150277,2014,9,399
150277,2015,12,400
150277,2016,10,328
150277,2017,12,290
150277,2018,13,308
150277,2019,26,312
150280,2012,17,631
150280,2013,23,621
150280,2014,4,645
150280,2015,20,681
150280,2016,12,698
150280,2017,16,733
150280,2018,27,748
150280,2019,23,699
150285,2012,2,208
150285,2013,2,220
150285,2014,2,247
150285,2015,1,208
150285,2016,0,208
150285,2017,0,192
150285,2018,0,238
150285,2019,1,239
150290,2012,5,498
150290,2013,7,472
150290,2014,10,530
150290,2015,4,526
150290,2016,1,527
150290,2017,3,491
150290,2018,5,555
150290,2019,7,548
150293,2012,83,700
150293,2013,96,678
150293,2014,87,705
150293,2015,42,762
150293,2016,69,692
150293,2017,34,692
150293,2018,18,647
150293,2019,27,596
150295,2012,18,513
150295,2013,31,506
150295,2014,6,547
150295,2015,2,504
150295,2016,2,409
150295,2017,16,413
150295,2018,14,530
150295,2019,13,483
150300,2012,2,147
150300,2013,6,138
150300,2014,3,174
150300,2015,0,124
150300,2016,1,121
150300,2017,0,153
150300,2018,0,142
150300,2019,0,124
150304,2012,35,298
150304,2013,11,277
150304,2014,20,296
150304,2015,21,327
150304,2016,18,327
150304,2017,7,337
150304,2018,17,376
150304,2019,21,346
150307,2012,7,431
150307,2013,1,505
150307,2014,3,508
150307,2015,5,431
150307,2016,0,411
150307,2017,3,411
150307,2018,4,423
150307,2019,1,487
150309,2012,21,721
150309,2013,9,662
150309,2014,8,536
150309,2015,9,524
150309,2016,18,463
150309,2017,9,545
150309,2018,19,575
150309,2019,10,558
150310,2012,3,647
150310,2013,9,626
150310,2014,8,730
150310,2015,4,691
150310,2016,4,736
150310,2017,10,756
150310,2018,6,764
150310,2019,4,774
150320,2012,7,586
150320,2013,8,621
150320,2014,2,610
150320,2015,5,567
150320,2016,2,550
150320,2017,9,564
150320,2018,4,578
150320,2019,5,557
150330,2012,33,1156
150330,2013,39,1155
150330,2014,29,1166
150330,2015,26,1114
150330,2016,21,1055
150330,2017,25,1047
150330,2018,35,1079
150330,2019,30,1144
150340,2012,7,167
150340,2013,1,183
150340,2014,9,166
150340,2015,5,177
150340,2016,3,162
150340,2017,1,175
150340,2018,6,185
150340,2019,3,162
150345,2012,18,569
150345,2013,16,590
150345,2014,15,576
150345,2015,6,576
150345,2016,19,596
150345,2017,11,594
150345,2018,16,626
150345,2019,32,642
150350,2012,14,480
150350,2013,11,464
150350,2014,8,462
150350,2015,8,462
150350,2016,21,437
150350,2017,8,420
150350,2018,13,434
150350,2019,20,456
150360,2012,60,2095
150360,2013,15,1615
150360,2014,24,2167
150360,2015,22,1950
150360,2016,27,2003
150360,2017,21,2377
150360,2018,8,2291
150360,2019,17,2359
150370,2012,30,898
150370,2013,35,884
150370,2014,84,866
150370,2015,74,899
150370,2016,52,840
150370,2017,85,781
150370,2018,146,844
150370,2019,137,846
150375,2012,11,521
150375,2013,6,485
150375,2014,17,567
150375,2015,10,614
150375,2016,14,587
150375,2017,25,619
150375,2018,11,602
150375,2019,4,588
150380,2012,41,904
150380,2013,19,873
150380,2014,12,919
150380,2015,11,882
150380,2016,8,794
150380,2017,4,737
150380,2018,8,751
150380,2019,15,715
150390,2012,2,966
150390,2013,0,1016
150390,2014,2,1073
150390,2015,2,1063
150390,2016,3,1140
150390,2017,0,1042
150390,2018,3,1091
150390,2019,2,1126
150400,2012,4,494
150400,2013,1,483
150400,2014,2,444
150400,2015,1,445
150400,2016,1,456
150400,2017,1,402
150400,2018,5,443
150400,2019,0,469
150405,2012,29,625
150405,2013,24,617
150405,2014,13,621
150405,2015,8,635
150405,2016,3,591
150405,2017,4,559
150405,2018,7,648
150405,2019,17,564
150410,2012,1,127
150410,2013,1,104
150410,2014,1,117
150410,2015,1,112
150410,2016,2,97
150410,2017,1,90
150410,2018,2,93
150410,2019,1,117
150420,2012,27,4812
150420,2013,49,4965
150420,2014,67,5128
150420,2015,43,5173
150420,2016,39,4751
150420,2017,27,4764
150420,2018,30,4943
150420,2019,34,4822
150430,2012,5,392
150430,2013,10,441
150430,2014,5,421
150430,2015,4,427
150430,2016,1,383
150430,2017,1,362
150430,2018,13,384
150430,2019,4,350
150440,2012,2,333
150440,2013,4,323
150440,2014,6,369
150440,2015,4,330
150440,2016,1,329
150440,2017,1,324
150440,2018,0,292
150440,2019,2,304
150442,2012,6,1665
150442,2013,6,1777
150442,2014,6,1853
150442,2015,10,1863
150442,2016,4,1794
150442,2017,17,1794
150442,2018,21,1714
150442,2019,14,1813
150445,2012,7,459
150445,2013,13,477
150445,2014,11,432
150445,2015,16,430
150445,2016,12,432
150445,2017,12,463
150445,2018,8,422
150445,2019,21,491
150450,2012,14,586
150450,2013,4,473
150450,2014,11,602
150450,2015,11,596
150450,2016,2,537
150450,2017,11,562
150450,2018,8,631
150450,2019,6,642
150460,2012,63,469
150460,2013,51,518
150460,2014,15,516
150460,2015,8,482
150460,2016,21,506
150460,2017,31,485
150460,2018,17,464
150460,2019,10,460
150470,2012,50,1174
150470,2013,10,1191
150470,2014,8,1217
150470,2015,5,1249
150470,2016,8,1204
150470,2017,30,1229
150470,2018,17,1312
150470,2019,14,1305
150475,2013,0,1
150475,2014,0,168
150475,2015,0,150
150475,2016,1,225
150475,2017,0,229
150475,2018,1,289
150475,2019,2,335
150480,2012,81,1044
150480,2013,27,1072
150480,2014,33,1094
150480,2015,52,1151
150480,2016,30,1138
150480,2017,27,1107
150480,2018,2,1032
150480,2019,1,1050
150490,2012,3,525
150490,2013,8,564
150490,2014,3,610
150490,2015,3,601
150490,2016,0,605
150490,2017,2,572
150490,2018,5,578
150490,2019,0,616
150495,2012,15,408
150495,2013,22,377
150495,2014,12,401
150495,2015,2,449
150495,2016,4,445
150495,2017,15,386
150495,2018,12,406
150495,2019,8,347
150497,2012,3,194
150497,2013,6,210
150497,2014,10,215
150497,2015,9,199
150497,2016,4,217
150497,2017,3,218
150497,2018,4,223
150497,2019,4,229
150500,2012,1,142
150500,2013,1,124
150500,2014,2,171
150500,2015,3,153
150500,2016,1,165
150500,2017,0,161
150500,2018,2,134
150500,2019,2,131
150503,2012,34,481
150503,2013,31,510
150503,2014,36,577
150503,2015,30,620
150503,2016,21,553
150503,2017,6,621
150503,2018,9,631
150503,2019,12,585
150506,2012,65,1259
150506,2013,43,1209
150506,2014,27,1260
150506,2015,76,1334
150506,2016,34,1211
150506,2017,23,1252
150506,2018,16,1240
150506,2019,13,1193
150510,2012,18,1001
150510,2013,20,991
150510,2014,16,1048
150510,2015,19,983
150510,2016,10,985
150510,2017,12,1019
150510,2018,6,1019
150510,2019,7,1092
150520,2012,51,716
150520,2013,21,751
150520,2014,11,702
150520,2015,11,731
150520,2016,11,649
150520,2017,11,691
150520,2018,34,726
150520,2019,12,673
150530,2012,134,1283
150530,2013,122,1336
150530,2014,115,1482
150530,2015,81,1397
150530,2016,105,1399
150530,2017,133,1403
150530,2018,140,1547
150530,2019,144,1550
150540,2012,10,251
150540,2013,8,288
150540,2014,4,268
150540,2015,8,322
150540,2016,5,281
150540,2017,10,300
150540,2018,5,322
150540,2019,8,310
150543,2012,36,596
150543,2013,45,663
150543,2014,25,668
150543,2015,19,638
150543,2016,40,630
150543,2017,27,675
150543,2018,15,725
150543,2019,22,707
150548,2012,12,681
150548,2013,58,655
150548,2014,56,625
150548,2015,31,686
150548,2016,41,752
150548,2017,40,764
150548,2018,26,744
150548,2019,27,776
150549,2012,0,116
150549,2013,0,122
150549,2014,2,100
150549,2015,0,106
150549,2016,0,89
150549,2017,0,97
150549,2018,1,110
150549,2019,1,105
150550,2012,131,2093
150550,2013,86,2003
150550,2014,57,2069
150550,2015,1,2033
150550,2016,1,2001
150550,2017,1,1977
150550,2018,4,2148
150550,2019,1,2065
150553,2012,203,4513
150553,2013,272,5157
150553,2014,255,5360
150553,2015,165,5019
150553,2016,144,4644
150553,2017,227,4582
150553,2018,190,4810
150553,2019,156,4577
150555,2012,26,127
150555,2013,5,130
150555,2014,4,137
150555,2015,5,142
150555,2016,2,121
150555,2017,5,116
150555,2018,8,127
150555,2019,8,120
150560,2012,0,109
150560,2013,0,97
150560,2014,2,119
150560,2015,0,98
150560,2016,0,103
150560,2017,2,114
150560,2018,0,103
150560,2019,0,95
150563,2012,11,174
150563,2013,11,142
150563,2014,9,154
150563,2015,15,148
150563,2016,7,141
150563,2017,18,182
150563,2018,20,176
150563,2019,7,165
150565,2012,30,246
150565,2013,19,229
150565,2014,33,299
150565,2015,40,273
150565,2016,16,285
150565,2017,14,291
150565,2018,11,321
150565,2019,6,282
150570,2012,8,295
150570,2013,9,330
150570,2014,3,332
150570,2015,6,345
150570,2016,2,352
150570,2017,3,348
150570,2018,6,351
150570,2019,14,364
150580,2012,7,1170
150580,2013,10,1279
150580,2014,2,1480
150580,2015,5,1596
150580,2016,0,1461
150580,2017,3,1489
150580,2018,7,1678
150580,2019,27,1569
150590,2012,4,670
150590,2013,5,732
150590,2014,15,675
150590,2015,6,711
150590,2016,4,743
150590,2017,4,701
150590,2018,3,755
150590,2019,5,768
150600,2012,12,734
150600,2013,9,678
150600,2014,5,655
150600,2015,8,666
150600,2016,5,722
150600,2017,5,777
150600,2018,1,703
150600,2019,0,755
150610,2012,2,176
150610,2013,0,162
150610,2014,6,193
150610,2015,0,185
150610,2016,2,172
150610,2017,0,171
150610,2018,0,200
150610,2019,0,191
150611,2012,0,185
150611,2013,3,180
150611,2014,5,173
150611,2015,2,158
150611,2016,1,168
150611,2017,1,169
150611,2018,2,160
150611,2019,2,162
150613,2012,193,1609
150613,2013,226,1641
150613,2014,55,1651
150613,2015,64,1701
150613,2016,59,1627
150613,2017,56,1743
150613,2018,31,1756
150613,2019,20,1725
150616,2012,24,327
150616,2013,18,276
150616,2014,23,308
150616,2015,0,311
150616,2016,1,274
150616,2017,1,273
150616,2018,12,308
150616,2019,11,281
150618,2012,12,752
150618,2013,10,686
150618,2014,25,672
150618,2015,21,729
150618,2016,26,676
150618,2017,8,608
150618,2018,2,610
150618,2019,6,529
150619,2012,10,390
150619,2013,14,330
150619,2014,21,373
150619,2015,16,383
150619,2016,9,369
150619,2017,5,411
150619,2018,3,413
150619,2019,4,407
150620,2012,0,665
150620,2013,2,684
150620,2014,2,736
150620,2015,1,632
150620,2016,0,655
150620,2017,2,607
150620,2018,2,676
150620,2019,0,680
150630,2012,0,366
150630,2013,1,352
150630,2014,8,349
150630,2015,6,377
150630,2016,15,381
150630,2017,13,378
150630,2018,9,362
150630,2019,5,337
150635,2012,4,306
150635,2013,5,324
150635,2014,4,341
150635,2015,3,285
150635,2016,2,354
150635,2017,3,345
150635,2018,1,326
150635,2019,5,330
150640,2012,2,66
150640,2013,5,101
150640,2014,2,88
150640,2015,1,103
150640,2016,0,78
150640,2017,1,89
150640,2018,3,81
150640,2019,7,110
150650,2012,69,961
150650,2013,55,1000
150650,2014,30,978
150650,2015,11,1044
150650,2016,10,996
150650,2017,9,960
150650,2018,15,1019
150650,2019,15,996
150655,2012,6,375
150655,2013,7,341
150655,2014,14,338
150655,2015,4,345
150655,2016,6,376
150655,2017,5,344
150655,2018,5,305
150655,2019,4,306
150658,2012,14,182
150658,2013,17,168
150658,2014,7,181
150658,2015,6,197
150658,2016,3,143
150658,2017,2,143
150658,2018,6,181
150658,2019,14,215
150660,2012,7,376
150660,2013,5,385
150660,2014,3,373
150660,2015,1,367
150660,2016,3,372
150660,2017,5,428
150660,2018,3,399
150660,2019,3,455
150670,2012,34,587
150670,2013,18,536
150670,2014,19,570
150670,2015,23,584
150670,2016,14,572
150670,2017,37,569
150670,2018,18,605
150670,2019,17,602
150680,2012,10,6489
150680,2013,19,6334
150680,2014,49,6595
150680,2015,32,6756
150680,2016,35,6491
150680,2017,29,6777
150680,2018,36,6703
150680,2019,52,6659
150690,2012,1,102
150690,2013,1,90
150690,2014,0,112
150690,2015,0,83
150690,2016,0,105
150690,2017,0,107
150690,2018,0,87
150690,2019,1,95
150700,2012,4,494
150700,2013,4,490
150700,2014,1,477
150700,2015,1,509
150700,2016,3,444
150700,2017,6,483
150700,2018,4,501
150700,2019,8,512
150710,2012,4,251
150710,2013,7,223
150710,2014,7,222
150710,2015,3,233
150710,2016,3,226
150710,2017,2,215
150710,2018,4,227
150710,2019,4,224
150715,2012,11,371
150715,2013,8,368
150715,2014,5,370
150715,2015,2,382
150715,2016,2,339
150715,2017,1,345
150715,2018,4,422
150715,2019,0,352
150720,2012,14,643
150720,2013,39,623
150720,2014,22,579
150720,2015,18,493
150720,2016,5,511
150720,2017,16,525
150720,2018,18,470
150720,2019,14,465
150730,2012,23,993
150730,2013,41,891
150730,2014,71,915
150730,2015,40,1014
150730,2016,65,1046
150730,2017,57,1071
150730,2018,45,1159
150730,2019,26,1075
150740,2012,1,209
150740,2013,0,231
150740,2014,0,223
150740,2015,1,196
150740,2016,0,227
150740,2017,1,206
150740,2018,1,242
150740,2019,0,235
150745,2012,62,515
150745,2013,58,492
150745,2014,45,436
150745,2015,64,497
150745,2016,52,463
150745,2017,49,494
150745,2018,33,536
150745,2019,36,436
150746,2012,3,81
150746,2013,0,72
150746,2014,0,82
150746,2015,0,83
150746,2016,0,81
150746,2017,0,87
150746,2018,1,97
150746,2019,0,85
150747,2012,9,345
150747,2013,6,365
150747,2014,5,336
150747,2015,5,335
150747,2016,6,340
150747,2017,2,309
150747,2018,6,306
150747,2019,3,307
150750,2012,2,198
150750,2013,2,171
150750,2014,0,165
150750,2015,0,226
150750,2016,0,216
150750,2017,1,170
150750,2018,0,240
150750,2019,2,185
150760,2012,15,980
150760,2013,58,956
150760,2014,74,1006
150760,2015,47,973
150760,2016,28,932
150760,2017,19,957
150760,2018,25,942
150760,2019,47,926
150770,2012,5,465
150770,2013,4,499
150770,2014,10,531
150770,2015,0,553
150770,2016,4,551
150770,2017,8,520
150770,2018,4,517
150770,2019,4,526
150775,2012,7,70
150775,2013,8,94
150775,2014,11,82
150775,2015,8,93
150775,2016,7,86
150775,2017,9,95
150775,2018,6,119
150775,2019,6,93
150780,2012,8,323
150780,2013,9,290
150780,2014,12,271
150780,2015,10,302
150780,2016,9,257
150780,2017,35,297
150780,2018,14,293
150780,2019,17,305
150790,2012,4,460
150790,2013,1,393
150790,2014,5,428
150790,2015,1,432
150790,2016,2,382
150790,2017,2,382
150790,2018,0,395
150790,2019,1,386
150795,2012,45,1440
150795,2013,54,1519
150795,2014,63,1537
150795,2015,3,1688
150795,2016,5,1562
150795,2017,53,1472
150795,2018,31,1462
150795,2019,12,1453
150796,2012,0,196
150796,2013,2,180
150796,2014,0,176
150796,2015,0,207
150796,2016,2,174
150796,2017,0,206
150796,2018,0,175
150796,2019,0,182
150797,2012,0,255
150797,2013,0,289
150797,2014,0,314
150797,2015,0,267
150797,2016,1,273
150797,2017,1,283
150797,2018,2,346
150797,2019,0,311
150800,2012,29,1375
150800,2013,29,1459
150800,2014,44,1415
150800,2015,17,1470
150800,2016,29,1518
150800,2017,30,1489
150800,2018,19,1488
150800,2019,16,1515
150803,2012,2,602
150803,2013,1,578
150803,2014,1,567
150803,2015,2,565
150803,2016,2,537
150803,2017,1,566
150803,2018,1,503
150803,2019,1,479
150805,2012,34,209
150805,2013,34,212
150805,2014,25,223
150805,2015,27,209
150805,2016,19,227
150805,2017,15,221
150805,2018,17,262
150805,2019,14,275
150808,2012,13,745
150808,2013,30,689
150808,2014,41,662
150808,2015,24,704
150808,2016,60,631
150808,2017,38,702
150808,2018,25,762
150808,2019,25,733
150810,2012,316,2047
150810,2013,361,2209
150810,2014,123,2166
150810,2015,70,2131
150810,2016,174,2119
150810,2017,110,2053
150810,2018,55,1900
150810,2019,41,1790
150812,2012,11,469
150812,2013,15,474
150812,2014,6,461
150812,2015,15,467
150812,2016,6,493
150812,2017,3,431
150812,2018,3,475
150812,2019,3,444
150815,2012,28,859
150815,2013,88,791
150815,2014,87,793
150815,2015,47,824
150815,2016,44,736
150815,2017,37,743
150815,2018,34,793
150815,2019,33,783
150820,2012,9,716
150820,2013,23,798
150820,2014,17,749
150820,2015,11,772
150820,2016,14,753
150820,2017,11,707
150820,2018,15,748
150820,2019,14,713
150830,2012,10,1215
150830,2013,12,1218
150830,2014,11,1215
150830,2015,3,1251
150830,2016,8,1158
150830,2017,3,1140
150830,2018,12,1147
150830,2019,8,1044
150835,2012,7,229
150835,2013,4,198
150835,2014,22,257
150835,2015,13,353
150835,2016,21,396
150835,2017,13,377
150835,2018,7,388
150835,2019,5,365
150840,2012,38,770
150840,2013,48,751
150840,2014,54,817
150840,2015,44,931
150840,2016,14,904
150840,2017,25,881
150840,2018,21,950
150840,2019,15,945
160000,2012,0,1
160000,2013,0,1
160000,2015,0,3
160005,2012,1,77
160005,2013,5,89
160005,2014,6,73
160005,2015,4,63
160005,2016,4,67
160005,2017,0,60
160005,2018,3,76
160005,2019,1,92
160010,2012,1,148
160010,2013,15,154
160010,2014,9,141
160010,2015,11,161
160010,2016,5,133
160010,2017,6,141
160010,2018,9,188
160010,2019,13,169
160015,2012,11,279
160015,2013,7,283
160015,2014,6,274
160015,2015,11,244
160015,2016,5,252
160015,2017,13,272
160015,2018,10,303
160015,2019,16,311
160020,2012,5,180
160020,2013,9,195
160020,2014,12,194
160020,2015,17,198
160020,2016,10,176
160020,2017,11,210
160020,2018,8,223
160020,2019,13,214
160021,2012,2,68
160021,2013,3,83
160021,2014,2,81
160021,2015,4,85
160021,2016,3,89
160021,2017,3,106
160021,2018,2,118
160021,2019,3,90
160023,2012,18,168
160023,2013,11,193
160023,2014,13,187
