CODMUNRES,ano_nasc,Qtd_Termo_Precoce,Qtd_Total
150120,2019,108,501
150125,2012,17,42
150125,2013,16,43
150125,2014,17,48
150125,2015,13,45
150125,2016,13,37
150125,2017,6,49
150125,2018,11,49
150125,2019,14,46
150130,2012,540,2053
150130,2013,519,1998
150130,2014,544,2105
150130,2015,591,2098
150130,2016,570,2148
150130,2017,601,2154
150130,2018,610,2274
150130,2019,551,2294
150140,2012,8312,21371
150140,2013,8176,21884
150140,2014,7992,21530
150140,2015,7996,21250
150140,2016,6415,19250
150140,2017,5695,19409
150140,2018,5994,19348
150140,2019,5540,18587
150145,2012,56,243
150145,2013,60,269
150145,2014,63,240
150145,2015,65,273
150145,2016,60,241
150145,2017,71,272
150145,2018,77,296
150145,2019,88,314
150150,2012,364,1082
150150,2013,303,1010
150150,2014,355,1079
150150,2015,290,1008
150150,2016,267,950
150150,2017,277,1041
150150,2018,278,1037
150150,2019,248,999
150157,2012,64,229
150157,2013,51,230
150157,2014,44,203
150157,2015,52,253
150157,2016,53,248
150157,2017,41,225
150157,2018,58,277
150157,2019,70,292
150160,2012,56,217
150160,2013,49,195
150160,2014,66,215
150160,2015,51,212
150160,2016,47,182
150160,2017,39,184
150160,2018,52,188
150160,2019,64,210
150170,2012,349,2148
150170,2013,396,2191
150170,2014,470,2352
150170,2015,455,2192
150170,2016,411,2126
150170,2017,382,2099
150170,2018,448,2203
150170,2019,449,2127
150172,2012,4,279
150172,2013,54,269
150172,2014,64,290
150172,2015,46,255
150172,2016,56,272
150172,2017,73,333
150172,2018,71,351
150172,2019,90,325
150175,2012,18,97
150175,2013,23,95
150175,2014,17,92
150175,2015,22,103
150175,2016,16,79
150175,2017,26,93
150175,2018,23,92
150175,2019,31,100
150178,2012,204,799
150178,2013,161,786
150178,2014,177,851
150178,2015,177,832
150178,2016,148,766
150178,2017,186,785
150178,2018,184,790
150178,2019,216,765
150180,2012,768,2383
150180,2013,898,2660
150180,2014,699,2774
150180,2015,577,2588
150180,2016,594,2541
150180,2017,461,2723
150180,2018,468,2849
150180,2019,497,2772
150190,2012,98,508
150190,2013,107,498
150190,2014,108,501
150190,2015,141,482
150190,2016,132,504
150190,2017,118,473
150190,2018,116,474
150190,2019,122,463
150195,2012,67,356
150195,2013,91,323
150195,2014,57,313
150195,2015,53,304
150195,2016,74,344
150195,2017,58,311
150195,2018,72,306
150195,2019,55,309
150200,2012,39,236
150200,2013,57,268
150200,2014,66,301
150200,2015,78,319
150200,2016,81,339
150200,2017,90,330
150200,2018,91,350
150200,2019,91,343
150210,2012,653,2478
150210,2013,658,2469
150210,2014,685,2511
150210,2015,668,2445
150210,2016,649,2406
150210,2017,648,2417
150210,2018,708,2678
150210,2019,699,2488
150215,2012,221,875
150215,2013,254,954
150215,2014,322,1124
150215,2015,361,1332
150215,2016,409,1380
150215,2017,339,1234
150215,2018,319,1232
150215,2019,316,1174
150220,2012,296,1087
150220,2013,377,1189
150220,2014,301,1095
150220,2015,281,1138
150220,2016,260,1050
150220,2017,218,1040
150220,2018,272,1046
150220,2019,313,1059
150230,2012,195,827
150230,2013,203,839
150230,2014,236,852
150230,2015,230,859
150230,2016,215,807
150230,2017,233,815
150230,2018,255,941
150230,2019,269,946
150240,2012,1108,3169
150240,2013,1059,3161
150240,2014,1173,3218
150240,2015,1088,3300
150240,2016,1029,3129
150240,2017,933,3196
150240,2018,1000,3305
150240,2019,1019,3347
150250,2012,49,283
150250,2013,46,281
150250,2014,70,342
150250,2015,76,355
150250,2016,71,370
150250,2017,87,372
150250,2018,98,419
150250,2019,61,342
150260,2012,31,151
150260,2013,31,155
150260,2014,48,182
150260,2015,50,184
150260,2016,63,199
150260,2017,35,164
150260,2018,40,184
150260,2019,40,157
150270,2012,166,756
150270,2013,153,745
150270,2014,179,805
150270,2015,182,787
150270,2016,165,758
150270,2017,146,777
150270,2018,173,791
150270,2019,185,707
150275,2012,99,498
150275,2013,132,559
150275,2014,131,505
150275,2015,131,536
150275,2016,99,500
150275,2017,126,498
150275,2018,139,562
150275,2019,164,546
150276,2012,38,147
150276,2013,21,129
150276,2014,29,137
150276,2015,32,138
150276,2016,37,158
150276,2017,33,166
150276,2018,40,180
150276,2019,51,200
150277,2012,103,443
150277,2013,103,415
150277,2014,82,399
150277,2015,95,400
150277,2016,77,328
150277,2017,69,290
150277,2018,68,308
150277,2019,84,312
150280,2012,111,631
150280,2013,116,621
150280,2014,132,645
150280,2015,119,681
150280,2016,132,698
150280,2017,139,733
150280,2018,145,748
150280,2019,167,699
150285,2012,35,208
150285,2013,46,220
150285,2014,49,247
150285,2015,41,208
150285,2016,45,208
150285,2017,38,192
150285,2018,46,238
150285,2019,55,239
150290,2012,107,498
150290,2013,125,472
150290,2014,139,530
150290,2015,148,526
150290,2016,149,527
150290,2017,120,491
150290,2018,143,555
150290,2019,158,548
150293,2012,178,700
150293,2013,155,678
150293,2014,160,705
150293,2015,196,762
150293,2016,156,692
150293,2017,168,692
150293,2018,144,647
150293,2019,160,596
150295,2012,132,513
150295,2013,101,506
150295,2014,103,547
150295,2015,121,504
150295,2016,92,409
150295,2017,89,413
150295,2018,112,530
150295,2019,105,483
150300,2012,30,147
150300,2013,31,138
150300,2014,46,174
150300,2015,34,124
150300,2016,30,121
150300,2017,39,153
150300,2018,28,142
150300,2019,27,124
150304,2012,59,298
150304,2013,75,277
150304,2014,92,296
150304,2015,97,327
150304,2016,62,327
150304,2017,65,337
150304,2018,68,376
150304,2019,79,346
150307,2012,76,431
150307,2013,119,505
150307,2014,103,508
150307,2015,100,431
150307,2016,96,411
150307,2017,114,411
150307,2018,98,423
150307,2019,106,487
150309,2012,223,721
150309,2013,32,662
150309,2014,100,536
150309,2015,129,524
150309,2016,110,463
150309,2017,146,545
150309,2018,178,575
150309,2019,169,558
150310,2012,112,647
150310,2013,96,626
150310,2014,116,730
150310,2015,138,691
150310,2016,181,736
150310,2017,150,756
150310,2018,165,764
150310,2019,167,774
150320,2012,142,586
150320,2013,179,621
150320,2014,178,610
150320,2015,166,567
150320,2016,158,550
150320,2017,155,564
150320,2018,183,578
150320,2019,158,557
150330,2012,330,1156
150330,2013,315,1155
150330,2014,354,1166
150330,2015,346,1114
150330,2016,307,1055
150330,2017,309,1047
150330,2018,301,1079
150330,2019,275,1144
150340,2012,53,167
150340,2013,52,183
150340,2014,49,166
150340,2015,45,177
150340,2016,41,162
150340,2017,48,175
150340,2018,61,185
150340,2019,41,162
150345,2012,138,569
150345,2013,122,590
150345,2014,107,576
150345,2015,144,576
150345,2016,140,596
150345,2017,137,594
150345,2018,129,626
150345,2019,147,642
150350,2012,127,480
150350,2013,121,464
150350,2014,138,462
150350,2015,129,462
150350,2016,122,437
150350,2017,125,420
150350,2018,99,434
150350,2019,134,456
150360,2012,576,2095
150360,2013,343,1615
150360,2014,466,2167
150360,2015,424,1950
150360,2016,573,2003
150360,2017,621,2377
150360,2018,613,2291
150360,2019,649,2359
150370,2012,215,898
150370,2013,180,884
150370,2014,176,866
150370,2015,185,899
150370,2016,199,840
150370,2017,198,781
150370,2018,204,844
150370,2019,201,846
150375,2012,82,521
150375,2013,88,485
150375,2014,90,567
150375,2015,111,614
150375,2016,134,587
150375,2017,136,619
150375,2018,131,602
150375,2019,118,588
150380,2012,159,904
150380,2013,175,873
150380,2014,201,919
150380,2015,195,882
150380,2016,174,794
150380,2017,176,737
150380,2018,175,751
150380,2019,171,715
150390,2012,232,966
150390,2013,239,1016
150390,2014,280,1073
150390,2015,273,1063
150390,2016,292,1140
150390,2017,243,1042
150390,2018,321,1091
150390,2019,257,1126
150400,2012,123,494
150400,2013,104,483
150400,2014,122,444
150400,2015,108,445
150400,2016,118,456
150400,2017,95,402
150400,2018,115,443
150400,2019,135,469
150405,2012,154,625
150405,2013,179,617
150405,2014,162,621
150405,2015,166,635
150405,2016,116,591
150405,2017,155,559
150405,2018,165,648
150405,2019,131,564
150410,2012,40,127
150410,2013,25,104
150410,2014,37,117
150410,2015,30,112
150410,2016,30,97
150410,2017,24,90
150410,2018,21,93
150410,2019,27,117
150420,2012,1142,4812
150420,2013,1115,4965
150420,2014,1403,5128
150420,2015,1337,5173
150420,2016,1251,4751
150420,2017,1210,4764
150420,2018,1271,4943
150420,2019,1265,4822
150430,2012,75,392
150430,2013,94,441
150430,2014,118,421
150430,2015,83,427
150430,2016,62,383
150430,2017,81,362
150430,2018,82,384
150430,2019,94,350
150440,2012,79,333
150440,2013,100,323
150440,2014,115,369
150440,2015,78,330
150440,2016,100,329
150440,2017,82,324
150440,2018,68,292
150440,2019,86,304
150442,2012,570,1665
150442,2013,544,1777
150442,2014,601,1853
150442,2015,611,1863
150442,2016,529,1794
150442,2017,444,1794
150442,2018,392,1714
150442,2019,422,1813
150445,2012,71,459
150445,2013,87,477
150445,2014,97,432
150445,2015,60,430
150445,2016,83,432
150445,2017,108,463
150445,2018,98,422
150445,2019,114,491
150450,2012,62,586
150450,2013,63,473
150450,2014,84,602
150450,2015,83,596
150450,2016,75,537
150450,2017,91,562
150450,2018,110,631
150450,2019,140,642
150460,2012,101,469
150460,2013,108,518
150460,2014,103,516
150460,2015,66,482
150460,2016,82,506
150460,2017,80,485
150460,2018,90,464
150460,2019,90,460
150470,2012,281,1174
150470,2013,177,1191
150470,2014,258,1217
150470,2015,301,1249
150470,2016,318,1204
150470,2017,297,1229
150470,2018,291,1312
150470,2019,308,1305
150475,2013,0,1
150475,2014,43,168
150475,2015,32,150
150475,2016,42,225
150475,2017,55,229
150475,2018,72,289
150475,2019,87,335
150480,2012,244,1044
150480,2013,232,1072
150480,2014,236,1094
150480,2015,232,1151
150480,2016,260,1138
150480,2017,264,1107
150480,2018,229,1032
150480,2019,270,1050
150490,2012,109,525
150490,2013,122,564
150490,2014,146,610
150490,2015,141,601
150490,2016,151,605
150490,2017,121,572
150490,2018,148,578
150490,2019,179,616
150495,2012,75,408
150495,2013,92,377
150495,2014,91,401
150495,2015,95,449
150495,2016,112,445
150495,2017,79,386
150495,2018,95,406
150495,2019,81,347
150497,2012,36,194
150497,2013,50,210
150497,2014,49,215
150497,2015,41,199
150497,2016,47,217
150497,2017,46,218
150497,2018,43,223
150497,2019,61,229
150500,2012,39,142
150500,2013,30,124
150500,2014,57,171
150500,2015,53,153
150500,2016,41,165
150500,2017,33,161
150500,2018,34,134
150500,2019,36,131
150503,2012,125,481
150503,2013,140,510
150503,2014,156,577
150503,2015,162,620
150503,2016,161,553
150503,2017,190,621
150503,2018,182,631
150503,2019,174,585
150506,2012,272,1259
150506,2013,272,1209
150506,2014,231,1260
150506,2015,196,1334
150506,2016,279,1211
150506,2017,249,1252
150506,2018,251,1240
150506,2019,273,1193
150510,2012,206,1001
150510,2013,200,991
150510,2014,213,1048
150510,2015,205,983
150510,2016,230,985
150510,2017,216,1019
150510,2018,203,1019
150510,2019,216,1092
150520,2012,156,716
150520,2013,149,751
150520,2014,136,702
150520,2015,157,731
150520,2016,146,649
150520,2017,125,691
150520,2018,156,726
150520,2019,118,673
150530,2012,296,1283
150530,2013,329,1336
150530,2014,353,1482
150530,2015,314,1397
150530,2016,352,1399
150530,2017,321,1403
150530,2018,388,1547
150530,2019,379,1550
150540,2012,47,251
150540,2013,65,288
150540,2014,82,268
150540,2015,69,322
150540,2016,90,281
150540,2017,89,300
150540,2018,104,322
150540,2019,107,310
150543,2012,75,596
150543,2013,100,663
150543,2014,126,668
150543,2015,60,638
150543,2016,98,630
150543,2017,128,675
150543,2018,397,725
150543,2019,184,707
150548,2012,53,681
150548,2013,119,655
150548,2014,119,625
150548,2015,105,686
150548,2016,138,752
150548,2017,121,764
150548,2018,143,744
150548,2019,158,776
150549,2012,21,116
150549,2013,28,122
150549,2014,22,100
150549,2015,21,106
150549,2016,22,89
150549,2017,29,97
150549,2018,29,110
150549,2019,25,105
150550,2012,485,2093
150550,2013,497,2003
150550,2014,331,2069
150550,2015,44,2033
150550,2016,33,2001
150550,2017,43,1977
150550,2018,26,2148
150550,2019,33,2065
150553,2012,1582,4513
150553,2013,1891,5157
150553,2014,1873,5360
150553,2015,1689,5019
150553,2016,1435,4644
150553,2017,1390,4582
150553,2018,1363,4810
150553,2019,1331,4577
150555,2012,37,127
150555,2013,48,130
150555,2014,55,137
150555,2015,49,142
150555,2016,34,121
150555,2017,30,116
150555,2018,36,127
150555,2019,28,120
150560,2012,28,109
150560,2013,26,97
150560,2014,35,119
150560,2015,27,98
150560,2016,19,103
150560,2017,24,114
150560,2018,27,103
150560,2019,20,95
150563,2012,39,174
150563,2013,39,142
150563,2014,31,154
150563,2015,31,148
150563,2016,32,141
150563,2017,41,182
150563,2018,45,176
150563,2019,47,165
150565,2012,42,246
150565,2013,36,229
150565,2014,73,299
150565,2015,62,273
150565,2016,65,285
150565,2017,78,291
150565,2018,62,321
150565,2019,73,282
150570,2012,77,295
150570,2013,100,330
150570,2014,101,332
150570,2015,112,345
150570,2016,111,352
150570,2017,94,348
150570,2018,83,351
150570,2019,113,364
150580,2012,230,1170
150580,2013,196,1279
150580,2014,206,1480
150580,2015,209,1596
150580,2016,202,1461
150580,2017,198,1489
150580,2018,187,1678
150580,2019,85,1569
150590,2012,72,670
150590,2013,140,732
150590,2014,141,675
150590,2015,123,711
150590,2016,163,743
150590,2017,146,701
150590,2018,174,755
150590,2019,181,768
150600,2012,129,734
150600,2013,129,678
150600,2014,123,655
150600,2015,140,666
150600,2016,183,722
150600,2017,173,777
150600,2018,140,703
150600,2019,164,755
150610,2012,36,176
150610,2013,40,162
150610,2014,33,193
150610,2015,27,185
150610,2016,27,172
150610,2017,25,171
150610,2018,33,200
150610,2019,35,191
150611,2012,44,185
150611,2013,48,180
150611,2014,40,173
150611,2015,35,158
150611,2016,29,168
150611,2017,30,169
150611,2018,33,160
150611,2019,37,162
150613,2012,452,1609
150613,2013,426,1641
150613,2014,455,1651
150613,2015,443,1701
150613,2016,440,1627
150613,2017,486,1743
150613,2018,453,1756
150613,2019,512,1725
150616,2012,101,327
150616,2013,89,276
150616,2014,91,308
150616,2015,36,311
150616,2016,26,274
150616,2017,27,273
150616,2018,108,308
150616,2019,105,281
150618,2012,180,752
150618,2013,139,686
150618,2014,165,672
150618,2015,168,729
150618,2016,155,676
150618,2017,153,608
150618,2018,160,610
150618,2019,132,529
150619,2012,94,390
150619,2013,66,330
150619,2014,76,373
150619,2015,93,383
150619,2016,95,369
150619,2017,107,411
150619,2018,110,413
150619,2019,90,407
150620,2012,169,665
150620,2013,183,684
150620,2014,225,736
150620,2015,165,632
150620,2016,158,655
150620,2017,146,607
150620,2018,165,676
150620,2019,147,680
150630,2012,65,366
150630,2013,85,352
150630,2014,85,349
150630,2015,72,377
150630,2016,102,381
150630,2017,87,378
150630,2018,80,362
150630,2019,81,337
150635,2012,103,306
150635,2013,83,324
150635,2014,87,341
150635,2015,89,285
150635,2016,99,354
150635,2017,73,345
150635,2018,84,326
150635,2019,82,330
150640,2012,10,66
150640,2013,23,101
150640,2014,22,88
150640,2015,20,103
150640,2016,13,78
150640,2017,13,89
150640,2018,12,81
150640,2019,21,110
150650,2012,240,961
150650,2013,283,1000
150650,2014,319,978
150650,2015,323,1044
150650,2016,316,996
150650,2017,265,960
150650,2018,313,1019
150650,2019,321,996
150655,2012,77,375
150655,2013,97,341
150655,2014,87,338
150655,2015,89,345
150655,2016,80,376
150655,2017,60,344
150655,2018,88,305
150655,2019,86,306
150658,2012,46,182
150658,2013,37,168
150658,2014,37,181
150658,2015,44,197
150658,2016,19,143
150658,2017,34,143
150658,2018,24,181
150658,2019,53,215
150660,2012,123,376
150660,2013,151,385
150660,2014,151,373
150660,2015,139,367
150660,2016,119,372
150660,2017,190,428
150660,2018,164,399
150660,2019,184,455
150670,2012,142,587
150670,2013,136,536
150670,2014,111,570
150670,2015,141,584
150670,2016,115,572
150670,2017,116,569
150670,2018,128,605
150670,2019,120,602
150680,2012,1343,6489
150680,2013,1449,6334
150680,2014,1619,6595
150680,2015,1575,6756
150680,2016,1622,6491
150680,2017,1647,6777
150680,2018,1605,6703
150680,2019,1815,6659
150690,2012,24,102
150690,2013,27,90
150690,2014,32,112
150690,2015,17,83
150690,2016,30,105
150690,2017,21,107
150690,2018,15,87
150690,2019,17,95
150700,2012,105,494
150700,2013,130,490
150700,2014,137,477
150700,2015,148,509
150700,2016,139,444
150700,2017,112,483
150700,2018,139,501
150700,2019,125,512
150710,2012,42,251
150710,2013,50,223
150710,2014,59,222
150710,2015,79,233
150710,2016,68,226
150710,2017,54,215
150710,2018,55,227
150710,2019,56,224
150715,2012,72,371
150715,2013,57,368
150715,2014,84,370
150715,2015,77,382
150715,2016,70,339
150715,2017,72,345
150715,2018,94,422
150715,2019,84,352
150720,2012,160,643
150720,2013,152,623
150720,2014,137,579
150720,2015,153,493
150720,2016,140,511
150720,2017,112,525
150720,2018,118,470
150720,2019,133,465
150730,2012,259,993
150730,2013,227,891
150730,2014,238,915
150730,2015,207,1014
150730,2016,259,1046
150730,2017,215,1071
150730,2018,289,1159
150730,2019,230,1075
150740,2012,71,209
150740,2013,81,231
150740,2014,69,223
150740,2015,67,196
150740,2016,68,227
150740,2017,60,206
150740,2018,55,242
150740,2019,73,235
150745,2012,97,515
150745,2013,98,492
150745,2014,120,436
150745,2015,98,497
150745,2016,94,463
150745,2017,94,494
150745,2018,123,536
150745,2019,94,436
150746,2012,21,81
150746,2013,12,72
150746,2014,20,82
150746,2015,28,83
150746,2016,16,81
150746,2017,26,87
150746,2018,19,97
150746,2019,17,85
150747,2012,75,345
150747,2013,102,365
150747,2014,93,336
150747,2015,63,335
150747,2016,77,340
150747,2017,69,309
150747,2018,65,306
150747,2019,55,307
150750,2012,57,198
150750,2013,29,171
150750,2014,47,165
150750,2015,62,226
150750,2016,55,216
150750,2017,37,170
150750,2018,47,240
150750,2019,41,185
150760,2012,293,980
150760,2013,295,956
150760,2014,274,1006
150760,2015,261,973
150760,2016,250,932
150760,2017,258,957
150760,2018,269,942
150760,2019,241,926
150770,2012,86,465
150770,2013,138,499
150770,2014,118,531
150770,2015,119,553
150770,2016,125,551
150770,2017,123,520
150770,2018,138,517
150770,2019,116,526
150775,2012,20,70
150775,2013,34,94
150775,2014,23,82
150775,2015,22,93
150775,2016,23,86
150775,2017,20,95
150775,2018,32,119
150775,2019,28,93
150780,2012,37,323
150780,2013,54,290
150780,2014,56,271
150780,2015,58,302
150780,2016,51,257
150780,2017,62,297
150780,2018,72,293
150780,2019,69,305
150790,2012,105,460
150790,2013,85,393
150790,2014,108,428
150790,2015,98,432
150790,2016,92,382
150790,2017,90,382
150790,2018,113,395
150790,2019,100,386
150795,2012,336,1440
150795,2013,347,1519
150795,2014,372,1537
150795,2015,373,1688
150795,2016,354,1562
150795,2017,304,1472
150795,2018,314,1462
150795,2019,286,1453
150796,2012,70,196
150796,2013,45,180
150796,2014,52,176
150796,2015,54,207
150796,2016,53,174
150796,2017,48,206
150796,2018,50,175
150796,2019,57,182
150797,2012,61,255
150797,2013,91,289
150797,2014,86,314
150797,2015,57,267
150797,2016,74,273
