res_MUNNOME,CODMUNRES,REGIAO,ESTADO
Campo Erê,420350,SUL,SANTA CATARINA
Campos Novos,420360,SUL,SANTA CATARINA
Canelinha,420370,SUL,SANTA CATARINA
Canoinhas,420380,SUL,SANTA CATARINA
Capinzal,420390,SUL,SANTA CATARINA
Capivari de Baixo,420395,SUL,SANTA CATARINA
Catanduvas,420400,SUL,SANTA CATARINA
Caxambu do Sul,420410,SUL,SANTA CATARINA
Celso Ramos,420415,SUL,SANTA CATARINA
Cerro Negro,420417,SUL,SANTA CATARINA
Chapadão do Lageado,420419,SUL,SANTA CATARINA
Chapecó,420420,SUL,SANTA CATARINA
Cocal do Sul,420425,SUL,SANTA CATARINA
Concórdia,420430,SUL,SANTA CATARINA
Cordilheira Alta,420435,SUL,SANTA CATARINA
Coronel Freitas,420440,SUL,SANTA CATARINA
Coronel Martins,420445,SUL,SANTA CATARINA
Corupá,420450,SUL,SANTA CATARINA
Correia Pinto,420455,SUL,SANTA CATARINA
Criciúma,420460,SUL,SANTA CATARINA
Cunha Porã,420470,SUL,SANTA CATARINA
Cunhataí,420475,SUL,SANTA CATARINA
Curitibanos,420480,SUL,SANTA CATARINA
Descanso,420490,SUL,SANTA CATARINA
Dionísio Cerqueira,420500,SUL,SANTA CATARINA
Dona Emma,420510,SUL,SANTA CATARINA
Doutor Pedrinho,420515,SUL,SANTA CATARINA
Entre Rios,420517,SUL,SANTA CATARINA
Ermo,420519,SUL,SANTA CATARINA
Erval Velho,420520,SUL,SANTA CATARINA
Faxinal dos Guedes,420530,SUL,SANTA CATARINA
Flor do Sertão,420535,SUL,SANTA CATARINA
Florianópolis,420540,SUL,SANTA CATARINA
Formosa do Sul,420543,SUL,SANTA CATARINA
Forquilhinha,420545,SUL,SANTA CATARINA
Fraiburgo,420550,SUL,SANTA CATARINA
Frei Rogério,420555,SUL,SANTA CATARINA
Galvão,420560,SUL,SANTA CATARINA
Garopaba,420570,SUL,SANTA CATARINA
Garuva,420580,SUL,SANTA CATARINA
Gaspar,420590,SUL,SANTA CATARINA
Governador Celso Ramos,420600,SUL,SANTA CATARINA
Grão Pará,420610,SUL,SANTA CATARINA
Gravatal,420620,SUL,SANTA CATARINA
Guabiruba,420630,SUL,SANTA CATARINA
Guaraciaba,420640,SUL,SANTA CATARINA
Guaramirim,420650,SUL,SANTA CATARINA
Guarujá do Sul,420660,SUL,SANTA CATARINA
Guatambú,420665,SUL,SANTA CATARINA
Herval d'Oeste,420670,SUL,SANTA CATARINA
Ibiam,420675,SUL,SANTA CATARINA
Ibicaré,420680,SUL,SANTA CATARINA
Ibirama,420690,SUL,SANTA CATARINA
Içara,420700,SUL,SANTA CATARINA
Ilhota,420710,SUL,SANTA CATARINA
Imaruí,420720,SUL,SANTA CATARINA
Imbituba,420730,SUL,SANTA CATARINA
Imbuia,420740,SUL,SANTA CATARINA
Indaial,420750,SUL,SANTA CATARINA
Iomerê,420757,SUL,SANTA CATARINA
Ipira,420760,SUL,SANTA CATARINA
Iporã do Oeste,420765,SUL,SANTA CATARINA
Ipuaçu,420768,SUL,SANTA CATARINA
Ipumirim,420770,SUL,SANTA CATARINA
Iraceminha,420775,SUL,SANTA CATARINA
Irani,420780,SUL,SANTA CATARINA
Irati,420785,SUL,SANTA CATARINA
Irineópolis,420790,SUL,SANTA CATARINA
Itá,420800,SUL,SANTA CATARINA
Itaiópolis,420810,SUL,SANTA CATARINA
Itajaí,420820,SUL,SANTA CATARINA
Itapema,420830,SUL,SANTA CATARINA
Itapiranga,420840,SUL,SANTA CATARINA
Itapoá,420845,SUL,SANTA CATARINA
Ituporanga,420850,SUL,SANTA CATARINA
Jaborá,420860,SUL,SANTA CATARINA
Jacinto Machado,420870,SUL,SANTA CATARINA
Jaguaruna,420880,SUL,SANTA CATARINA
Jaraguá do Sul,420890,SUL,SANTA CATARINA
Jardinópolis,420895,SUL,SANTA CATARINA
Joaçaba,420900,SUL,SANTA CATARINA
Joinville,420910,SUL,SANTA CATARINA
José Boiteux,420915,SUL,SANTA CATARINA
Jupiá,420917,SUL,SANTA CATARINA
Lacerdópolis,420920,SUL,SANTA CATARINA
Lages,420930,SUL,SANTA CATARINA
Laguna,420940,SUL,SANTA CATARINA
Lajeado Grande,420945,SUL,SANTA CATARINA
Laurentino,420950,SUL,SANTA CATARINA
Lauro Muller,420960,SUL,SANTA CATARINA
Lebon Régis,420970,SUL,SANTA CATARINA
Leoberto Leal,420980,SUL,SANTA CATARINA
Lindóia do Sul,420985,SUL,SANTA CATARINA
Lontras,420990,SUL,SANTA CATARINA
Luiz Alves,421000,SUL,SANTA CATARINA
Luzerna,421003,SUL,SANTA CATARINA
Macieira,421005,SUL,SANTA CATARINA
Mafra,421010,SUL,SANTA CATARINA
Major Gercino,421020,SUL,SANTA CATARINA
Major Vieira,421030,SUL,SANTA CATARINA
Maracajá,421040,SUL,SANTA CATARINA
Maravilha,421050,SUL,SANTA CATARINA
Marema,421055,SUL,SANTA CATARINA
Massaranduba,421060,SUL,SANTA CATARINA
Matos Costa,421070,SUL,SANTA CATARINA
Meleiro,421080,SUL,SANTA CATARINA
Mirim Doce,421085,SUL,SANTA CATARINA
Modelo,421090,SUL,SANTA CATARINA
Mondaí,421100,SUL,SANTA CATARINA
Monte Carlo,421105,SUL,SANTA CATARINA
Monte Castelo,421110,SUL,SANTA CATARINA
Morro da Fumaça,421120,SUL,SANTA CATARINA
Morro Grande,421125,SUL,SANTA CATARINA
Navegantes,421130,SUL,SANTA CATARINA
Nova Erechim,421140,SUL,SANTA CATARINA
Nova Itaberaba,421145,SUL,SANTA CATARINA
Nova Trento,421150,SUL,SANTA CATARINA
Nova Veneza,421160,SUL,SANTA CATARINA
Novo Horizonte,421165,SUL,SANTA CATARINA
Orleans,421170,SUL,SANTA CATARINA
Otacílio Costa,421175,SUL,SANTA CATARINA
Ouro,421180,SUL,SANTA CATARINA
Ouro Verde,421185,SUL,SANTA CATARINA
Paial,421187,SUL,SANTA CATARINA
Painel,421189,SUL,SANTA CATARINA
Palhoça,421190,SUL,SANTA CATARINA
Palma Sola,421200,SUL,SANTA CATARINA
Palmeira,421205,SUL,SANTA CATARINA
Palmitos,421210,SUL,SANTA CATARINA
Papanduva,421220,SUL,SANTA CATARINA
Paraíso,421223,SUL,SANTA CATARINA
Passo de Torres,421225,SUL,SANTA CATARINA
Passos Maia,421227,SUL,SANTA CATARINA
Paulo Lopes,421230,SUL,SANTA CATARINA
Pedras Grandes,421240,SUL,SANTA CATARINA
Penha,421250,SUL,SANTA CATARINA
Peritiba,421260,SUL,SANTA CATARINA
Petrolândia,421270,SUL,SANTA CATARINA
Balneário Piçarras,421280,SUL,SANTA CATARINA
Pinhalzinho,421290,SUL,SANTA CATARINA
Pinheiro Preto,421300,SUL,SANTA CATARINA
Piratuba,421310,SUL,SANTA CATARINA
Planalto Alegre,421315,SUL,SANTA CATARINA
Pomerode,421320,SUL,SANTA CATARINA
Ponte Alta,421330,SUL,SANTA CATARINA
Ponte Alta do Norte,421335,SUL,SANTA CATARINA
Ponte Serrada,421340,SUL,SANTA CATARINA
Porto Belo,421350,SUL,SANTA CATARINA
Porto União,421360,SUL,SANTA CATARINA
Pouso Redondo,421370,SUL,SANTA CATARINA
Praia Grande,421380,SUL,SANTA CATARINA
Presidente Castello Branco,421390,SUL,SANTA CATARINA
Presidente Getúlio,421400,SUL,SANTA CATARINA
Presidente Nereu,421410,SUL,SANTA CATARINA
Princesa,421415,SUL,SANTA CATARINA
Quilombo,421420,SUL,SANTA CATARINA
Rancho Queimado,421430,SUL,SANTA CATARINA
Rio das Antas,421440,SUL,SANTA CATARINA
Rio do Campo,421450,SUL,SANTA CATARINA
Rio do Oeste,421460,SUL,SANTA CATARINA
Rio dos Cedros,421470,SUL,SANTA CATARINA
Rio do Sul,421480,SUL,SANTA CATARINA
Rio Fortuna,421490,SUL,SANTA CATARINA
Rio Negrinho,421500,SUL,SANTA CATARINA
Rio Rufino,421505,SUL,SANTA CATARINA
Riqueza,421507,SUL,SANTA CATARINA
Rodeio,421510,SUL,SANTA CATARINA
Romelândia,421520,SUL,SANTA CATARINA
Salete,421530,SUL,SANTA CATARINA
Saltinho,421535,SUL,SANTA CATARINA
Salto Veloso,421540,SUL,SANTA CATARINA
Sangão,421545,SUL,SANTA CATARINA
Santa Cecília,421550,SUL,SANTA CATARINA
Santa Helena,421555,SUL,SANTA CATARINA
Santa Rosa de Lima,421560,SUL,SANTA CATARINA
Santa Rosa do Sul,421565,SUL,SANTA CATARINA
Santa Terezinha,421567,SUL,SANTA CATARINA
Santa Terezinha do Progresso,421568,SUL,SANTA CATARINA
Santiago do Sul,421569,SUL,SANTA CATARINA
Santo Amaro da Imperatriz,421570,SUL,SANTA CATARINA
São Bernardino,421575,SUL,SANTA CATARINA
São Bento do Sul,421580,SUL,SANTA CATARINA
São Bonifácio,421590,SUL,SANTA CATARINA
São Carlos,421600,SUL,SANTA CATARINA
São Cristovão do Sul,421605,SUL,SANTA CATARINA
São Domingos,421610,SUL,SANTA CATARINA
São Francisco do Sul,421620,SUL,SANTA CATARINA
São João do Oeste,421625,SUL,SANTA CATARINA
São João Batista,421630,SUL,SANTA CATARINA
São João do Itaperiú,421635,SUL,SANTA CATARINA
São João do Sul,421640,SUL,SANTA CATARINA
São Joaquim,421650,SUL,SANTA CATARINA
São José,421660,SUL,SANTA CATARINA
São José do Cedro,421670,SUL,SANTA CATARINA
São José do Cerrito,421680,SUL,SANTA CATARINA
São Lourenço do Oeste,421690,SUL,SANTA CATARINA
São Ludgero,421700,SUL,SANTA CATARINA
São Martinho,421710,SUL,SANTA CATARINA
São Miguel da Boa Vista,421715,SUL,SANTA CATARINA
São Miguel do Oeste,421720,SUL,SANTA CATARINA
São Pedro de Alcântara,421725,SUL,SANTA CATARINA
Saudades,421730,SUL,SANTA CATARINA
Schroeder,421740,SUL,SANTA CATARINA
Seara,421750,SUL,SANTA CATARINA
Serra Alta,421755,SUL,SANTA CATARINA
Siderópolis,421760,SUL,SANTA CATARINA
Sombrio,421770,SUL,SANTA CATARINA
Sul Brasil,421775,SUL,SANTA CATARINA
Taió,421780,SUL,SANTA CATARINA
Tangará,421790,SUL,SANTA CATARINA
Tigrinhos,421795,SUL,SANTA CATARINA
Tijucas,421800,SUL,SANTA CATARINA
Timbé do Sul,421810,SUL,SANTA CATARINA
Timbó,421820,SUL,SANTA CATARINA
Timbó Grande,421825,SUL,SANTA CATARINA
Três Barras,421830,SUL,SANTA CATARINA
Treviso,421835,SUL,SANTA CATARINA
Treze de Maio,421840,SUL,SANTA CATARINA
Treze Tílias,421850,SUL,SANTA CATARINA
Trombudo Central,421860,SUL,SANTA CATARINA
Tubarão,421870,SUL,SANTA CATARINA
Tunápolis,421875,SUL,SANTA CATARINA
Turvo,421880,SUL,SANTA CATARINA
União do Oeste,421885,SUL,SANTA CATARINA
Urubici,421890,SUL,SANTA CATARINA
Urupema,421895,SUL,SANTA CATARINA
Urussanga,421900,SUL,SANTA CATARINA
Vargeão,421910,SUL,SANTA CATARINA
Vargem,421915,SUL,SANTA CATARINA
Vargem Bonita,421917,SUL,SANTA CATARINA
Vidal Ramos,421920,SUL,SANTA CATARINA
Videira,421930,SUL,SANTA CATARINA
Vitor Meireles,421935,SUL,SANTA CATARINA
Witmarsum,421940,SUL,SANTA CATARINA
Xanxerê,421950,SUL,SANTA CATARINA
Xavantina,421960,SUL,SANTA CATARINA
Xaxim,421970,SUL,SANTA CATARINA
Zortéa,421985,SUL,SANTA CATARINA
Aceguá,430003,SUL,RIO GRANDE DO SUL
Água Santa,430005,SUL,RIO GRANDE DO SUL
Agudo,430010,SUL,RIO GRANDE DO SUL
Ajuricaba,430020,SUL,RIO GRANDE DO SUL
Alecrim,430030,SUL,RIO GRANDE DO SUL
Alegrete,430040,SUL,RIO GRANDE DO SUL
Alegria,430045,SUL,RIO GRANDE DO SUL
Almirante Tamandaré do Sul,430047,SUL,RIO GRANDE DO SUL
Alpestre,430050,SUL,RIO GRANDE DO SUL
Alto Alegre,430055,SUL,RIO GRANDE DO SUL
Alto Feliz,430057,SUL,RIO GRANDE DO SUL
Alvorada,430060,SUL,RIO GRANDE DO SUL
Amaral Ferrador,430063,SUL,RIO GRANDE DO SUL
Ametista do Sul,430064,SUL,RIO GRANDE DO SUL
André da Rocha,430066,SUL,RIO GRANDE DO SUL
Anta Gorda,430070,SUL,RIO GRANDE DO SUL
Antônio Prado,430080,SUL,RIO GRANDE DO SUL
Arambaré,430085,SUL,RIO GRANDE DO SUL
Araricá,430087,SUL,RIO GRANDE DO SUL
Aratiba,430090,SUL,RIO GRANDE DO SUL
Arroio do Meio,430100,SUL,RIO GRANDE DO SUL
Arroio do Sal,430105,SUL,RIO GRANDE DO SUL
Arroio do Padre,430107,SUL,RIO GRANDE DO SUL
Arroio dos Ratos,430110,SUL,RIO GRANDE DO SUL
Arroio do Tigre,430120,SUL,RIO GRANDE DO SUL
Arroio Grande,430130,SUL,RIO GRANDE DO SUL
Arvorezinha,430140,SUL,RIO GRANDE DO SUL
Augusto Pestana,430150,SUL,RIO GRANDE DO SUL
Áurea,430155,SUL,RIO GRANDE DO SUL
Bagé,430160,SUL,RIO GRANDE DO SUL
Balneário Pinhal,430163,SUL,RIO GRANDE DO SUL
Barão,430165,SUL,RIO GRANDE DO SUL
Barão de Cotegipe,430170,SUL,RIO GRANDE DO SUL
Barão do Triunfo,430175,SUL,RIO GRANDE DO SUL
Barracão,430180,SUL,RIO GRANDE DO SUL
Barra do Guarita,430185,SUL,RIO GRANDE DO SUL
Barra do Quaraí,430187,SUL,RIO GRANDE DO SUL
Barra do Ribeiro,430190,SUL,RIO GRANDE DO SUL
Barra do Rio Azul,430192,SUL,RIO GRANDE DO SUL
Barra Funda,430195,SUL,RIO GRANDE DO SUL
Barros Cassal,430200,SUL,RIO GRANDE DO SUL
Benjamin Constant do Sul,430205,SUL,RIO GRANDE DO SUL
Bento Gonçalves,430210,SUL,RIO GRANDE DO SUL
Boa Vista das Missões,430215,SUL,RIO GRANDE DO SUL
Boa Vista do Buricá,430220,SUL,RIO GRANDE DO SUL
Boa Vista do Cadeado,430222,SUL,RIO GRANDE DO SUL
Boa Vista do Incra,430223,SUL,RIO GRANDE DO SUL
Boa Vista do Sul,430225,SUL,RIO GRANDE DO SUL
Bom Jesus,430230,SUL,RIO GRANDE DO SUL
Bom Princípio,430235,SUL,RIO GRANDE DO SUL
Bom Progresso,430237,SUL,RIO GRANDE DO SUL
Bom Retiro do Sul,430240,SUL,RIO GRANDE DO SUL
Boqueirão do Leão,430245,SUL,RIO GRANDE DO SUL
Bossoroca,430250,SUL,RIO GRANDE DO SUL
Bozano,430258,SUL,RIO GRANDE DO SUL
Braga,430260,SUL,RIO GRANDE DO SUL
Brochier,430265,SUL,RIO GRANDE DO SUL
Butiá,430270,SUL,RIO GRANDE DO SUL
Caçapava do Sul,430280,SUL,RIO GRANDE DO SUL
Cacequi,430290,SUL,RIO GRANDE DO SUL
Cachoeira do Sul,430300,SUL,RIO GRANDE DO SUL
Cachoeirinha,430310,SUL,RIO GRANDE DO SUL
Cacique Doble,430320,SUL,RIO GRANDE DO SUL
Caibaté,430330,SUL,RIO GRANDE DO SUL
Caiçara,430340,SUL,RIO GRANDE DO SUL
Camaquã,430350,SUL,RIO GRANDE DO SUL
Camargo,430355,SUL,RIO GRANDE DO SUL
Cambará do Sul,430360,SUL,RIO GRANDE DO SUL
Campestre da Serra,430367,SUL,RIO GRANDE DO SUL
Campina das Missões,430370,SUL,RIO GRANDE DO SUL
Campinas do Sul,430380,SUL,RIO GRANDE DO SUL
Campo Bom,430390,SUL,RIO GRANDE DO SUL
Campo Novo,430400,SUL,RIO GRANDE DO SUL
Campos Borges,430410,SUL,RIO GRANDE DO SUL
Candelária,430420,SUL,RIO GRANDE DO SUL
Cândido Godói,430430,SUL,RIO GRANDE DO SUL
Candiota,430435,SUL,RIO GRANDE DO SUL
Canela,430440,SUL,RIO GRANDE DO SUL
Canguçu,430450,SUL,RIO GRANDE DO SUL
Canoas,430460,SUL,RIO GRANDE DO SUL
Canudos do Vale,430461,SUL,RIO GRANDE DO SUL
Capão Bonito do Sul,430462,SUL,RIO GRANDE DO SUL
Capão da Canoa,430463,SUL,RIO GRANDE DO SUL
Capão do Cipó,430465,SUL,RIO GRANDE DO SUL
Capão do Leão,430466,SUL,RIO GRANDE DO SUL
Capivari do Sul,430467,SUL,RIO GRANDE DO SUL
Capela de Santana,430468,SUL,RIO GRANDE DO SUL
Capitão,430469,SUL,RIO GRANDE DO SUL
Carazinho,430470,SUL,RIO GRANDE DO SUL
Caraá,430471,SUL,RIO GRANDE DO SUL
Carlos Barbosa,430480,SUL,RIO GRANDE DO SUL
Carlos Gomes,430485,SUL,RIO GRANDE DO SUL
Casca,430490,SUL,RIO GRANDE DO SUL
Caseiros,430495,SUL,RIO GRANDE DO SUL
Catuípe,430500,SUL,RIO GRANDE DO SUL
Caxias do Sul,430510,SUL,RIO GRANDE DO SUL
Centenário,430511,SUL,RIO GRANDE DO SUL
Cerrito,430512,SUL,RIO GRANDE DO SUL
Cerro Branco,430513,SUL,RIO GRANDE DO SUL
Cerro Grande,430515,SUL,RIO GRANDE DO SUL
Cerro Grande do Sul,430517,SUL,RIO GRANDE DO SUL
Cerro Largo,430520,SUL,RIO GRANDE DO SUL
Chapada,430530,SUL,RIO GRANDE DO SUL
Charqueadas,430535,SUL,RIO GRANDE DO SUL
Charrua,430537,SUL,RIO GRANDE DO SUL
Chiapetta,430540,SUL,RIO GRANDE DO SUL
Chuí,430543,SUL,RIO GRANDE DO SUL
Chuvisca,430544,SUL,RIO GRANDE DO SUL
Cidreira,430545,SUL,RIO GRANDE DO SUL
Ciríaco,430550,SUL,RIO GRANDE DO SUL
Colinas,430558,SUL,RIO GRANDE DO SUL
Colorado,430560,SUL,RIO GRANDE DO SUL
Condor,430570,SUL,RIO GRANDE DO SUL
Constantina,430580,SUL,RIO GRANDE DO SUL
Coqueiro Baixo,430583,SUL,RIO GRANDE DO SUL
Coqueiros do Sul,430585,SUL,RIO GRANDE DO SUL
Coronel Barros,430587,SUL,RIO GRANDE DO SUL
Coronel Bicaco,430590,SUL,RIO GRANDE DO SUL
Coronel Pilar,430593,SUL,RIO GRANDE DO SUL
Cotiporã,430595,SUL,RIO GRANDE DO SUL
Coxilha,430597,SUL,RIO GRANDE DO SUL
Crissiumal,430600,SUL,RIO GRANDE DO SUL
Cristal,430605,SUL,RIO GRANDE DO SUL
Cristal do Sul,430607,SUL,RIO GRANDE DO SUL
Cruz Alta,430610,SUL,RIO GRANDE DO SUL
Cruzaltense,430613,SUL,RIO GRANDE DO SUL
Cruzeiro do Sul,430620,SUL,RIO GRANDE DO SUL
David Canabarro,430630,SUL,RIO GRANDE DO SUL
Derrubadas,430632,SUL,RIO GRANDE DO SUL
Dezesseis de Novembro,430635,SUL,RIO GRANDE DO SUL
Dilermando de Aguiar,430637,SUL,RIO GRANDE DO SUL
Dois Irmãos,430640,SUL,RIO GRANDE DO SUL
Dois Irmãos das Missões,430642,SUL,RIO GRANDE DO SUL
Dois Lajeados,430645,SUL,RIO GRANDE DO SUL
Dom Feliciano,430650,SUL,RIO GRANDE DO SUL
Dom Pedro de Alcântara,430655,SUL,RIO GRANDE DO SUL
Dom Pedrito,430660,SUL,RIO GRANDE DO SUL
Dona Francisca,430670,SUL,RIO GRANDE DO SUL
Doutor Maurício Cardoso,430673,SUL,RIO GRANDE DO SUL
Doutor Ricardo,430675,SUL,RIO GRANDE DO SUL
Eldorado do Sul,430676,SUL,RIO GRANDE DO SUL
Encantado,430680,SUL,RIO GRANDE DO SUL
Encruzilhada do Sul,430690,SUL,RIO GRANDE DO SUL
Engenho Velho,430692,SUL,RIO GRANDE DO SUL
Entre-Ijuís,430693,SUL,RIO GRANDE DO SUL
Entre Rios do Sul,430695,SUL,RIO GRANDE DO SUL
Erebango,430697,SUL,RIO GRANDE DO SUL
Erechim,430700,SUL,RIO GRANDE DO SUL
Ernestina,430705,SUL,RIO GRANDE DO SUL
Herval,430710,SUL,RIO GRANDE DO SUL
Erval Grande,430720,SUL,RIO GRANDE DO SUL
Erval Seco,430730,SUL,RIO GRANDE DO SUL
Esmeralda,430740,SUL,RIO GRANDE DO SUL
Esperança do Sul,430745,SUL,RIO GRANDE DO SUL
Espumoso,430750,SUL,RIO GRANDE DO SUL
Estação,430755,SUL,RIO GRANDE DO SUL
Estância Velha,430760,SUL,RIO GRANDE DO SUL
Esteio,430770,SUL,RIO GRANDE DO SUL
Estrela,430780,SUL,RIO GRANDE DO SUL
Estrela Velha,430781,SUL,RIO GRANDE DO SUL
Eugênio de Castro,430783,SUL,RIO GRANDE DO SUL
Fagundes Varela,430786,SUL,RIO GRANDE DO SUL
Farroupilha,430790,SUL,RIO GRANDE DO SUL
Faxinal do Soturno,430800,SUL,RIO GRANDE DO SUL
Faxinalzinho,430805,SUL,RIO GRANDE DO SUL
Fazenda Vilanova,430807,SUL,RIO GRANDE DO SUL
Feliz,430810,SUL,RIO GRANDE DO SUL
Flores da Cunha,430820,SUL,RIO GRANDE DO SUL
Floriano Peixoto,430825,SUL,RIO GRANDE DO SUL
Fontoura Xavier,430830,SUL,RIO GRANDE DO SUL
Formigueiro,430840,SUL,RIO GRANDE DO SUL
Forquetinha,430843,SUL,RIO GRANDE DO SUL
Fortaleza dos Valos,430845,SUL,RIO GRANDE DO SUL
Frederico Westphalen,430850,SUL,RIO GRANDE DO SUL
Garibaldi,430860,SUL,RIO GRANDE DO SUL
Garruchos,430865,SUL,RIO GRANDE DO SUL
Gaurama,430870,SUL,RIO GRANDE DO SUL
General Câmara,430880,SUL,RIO GRANDE DO SUL
Gentil,430885,SUL,RIO GRANDE DO SUL
Getúlio Vargas,430890,SUL,RIO GRANDE DO SUL
Giruá,430900,SUL,RIO GRANDE DO SUL
Glorinha,430905,SUL,RIO GRANDE DO SUL
Gramado,430910,SUL,RIO GRANDE DO SUL
Gramado dos Loureiros,430912,SUL,RIO GRANDE DO SUL
Gramado Xavier,430915,SUL,RIO GRANDE DO SUL
Gravataí,430920,SUL,RIO GRANDE DO SUL
Guabiju,430925,SUL,RIO GRANDE DO SUL
Guaíba,430930,SUL,RIO GRANDE DO SUL
Guaporé,430940,SUL,RIO GRANDE DO SUL
Guarani das Missões,430950,SUL,RIO GRANDE DO SUL
Harmonia,430955,SUL,RIO GRANDE DO SUL
Herveiras,430957,SUL,RIO GRANDE DO SUL
Horizontina,430960,SUL,RIO GRANDE DO SUL
Hulha Negra,430965,SUL,RIO GRANDE DO SUL
Humaitá,430970,SUL,RIO GRANDE DO SUL
Ibarama,430975,SUL,RIO GRANDE DO SUL
Ibiaçá,430980,SUL,RIO GRANDE DO SUL
Ibiraiaras,430990,SUL,RIO GRANDE DO SUL
Ibirapuitã,430995,SUL,RIO GRANDE DO SUL
Ibirubá,431000,SUL,RIO GRANDE DO SUL
Igrejinha,431010,SUL,RIO GRANDE DO SUL
Ijuí,431020,SUL,RIO GRANDE DO SUL
Ilópolis,431030,SUL,RIO GRANDE DO SUL
Imbé,431033,SUL,RIO GRANDE DO SUL
Imigrante,431036,SUL,RIO GRANDE DO SUL
Independência,431040,SUL,RIO GRANDE DO SUL
Inhacorá,431041,SUL,RIO GRANDE DO SUL
Ipê,431043,SUL,RIO GRANDE DO SUL
Ipiranga do Sul,431046,SUL,RIO GRANDE DO SUL
Iraí,431050,SUL,RIO GRANDE DO SUL
Itaara,431053,SUL,RIO GRANDE DO SUL
Itacurubi,431055,SUL,RIO GRANDE DO SUL
Itapuca,431057,SUL,RIO GRANDE DO SUL
Itaqui,431060,SUL,RIO GRANDE DO SUL
Itati,431065,SUL,RIO GRANDE DO SUL
Itatiba do Sul,431070,SUL,RIO GRANDE DO SUL
Ivorá,431075,SUL,RIO GRANDE DO SUL
Ivoti,431080,SUL,RIO GRANDE DO SUL
Jaboticaba,431085,SUL,RIO GRANDE DO SUL
Jacuizinho,431087,SUL,RIO GRANDE DO SUL
Jacutinga,431090,SUL,RIO GRANDE DO SUL
Jaguarão,431100,SUL,RIO GRANDE DO SUL
Jaguari,431110,SUL,RIO GRANDE DO SUL
Jaquirana,431112,SUL,RIO GRANDE DO SUL
Jari,431113,SUL,RIO GRANDE DO SUL
Jóia,431115,SUL,RIO GRANDE DO SUL
Júlio de Castilhos,431120,SUL,RIO GRANDE DO SUL
Lagoa Bonita do Sul,431123,SUL,RIO GRANDE DO SUL
Lagoão,431125,SUL,RIO GRANDE DO SUL
Lagoa dos Três Cantos,431127,SUL,RIO GRANDE DO SUL
Lagoa Vermelha,431130,SUL,RIO GRANDE DO SUL
Lajeado,431140,SUL,RIO GRANDE DO SUL
Lajeado do Bugre,431142,SUL,RIO GRANDE DO SUL
Lavras do Sul,431150,SUL,RIO GRANDE DO SUL
Liberato Salzano,431160,SUL,RIO GRANDE DO SUL
Lindolfo Collor,431162,SUL,RIO GRANDE DO SUL
Linha Nova,431164,SUL,RIO GRANDE DO SUL
Machadinho,431170,SUL,RIO GRANDE DO SUL
Maçambara,431171,SUL,RIO GRANDE DO SUL
Mampituba,431173,SUL,RIO GRANDE DO SUL
Manoel Viana,431175,SUL,RIO GRANDE DO SUL
Maquiné,431177,SUL,RIO GRANDE DO SUL
Maratá,431179,SUL,RIO GRANDE DO SUL
Marau,431180,SUL,RIO GRANDE DO SUL
Marcelino Ramos,431190,SUL,RIO GRANDE DO SUL
Mariana Pimentel,431198,SUL,RIO GRANDE DO SUL
Mariano Moro,431200,SUL,RIO GRANDE DO SUL
Marques de Souza,431205,SUL,RIO GRANDE DO SUL
Mata,431210,SUL,RIO GRANDE DO SUL
Mato Castelhano,431213,SUL,RIO GRANDE DO SUL
Mato Leitão,431215,SUL,RIO GRANDE DO SUL
Mato Queimado,431217,SUL,RIO GRANDE DO SUL
Maximiliano de Almeida,431220,SUL,RIO GRANDE DO SUL
Minas do Leão,431225,SUL,RIO GRANDE DO SUL
Miraguaí,431230,SUL,RIO GRANDE DO SUL
Montauri,431235,SUL,RIO GRANDE DO SUL
Monte Alegre dos Campos,431237,SUL,RIO GRANDE DO SUL
Monte Belo do Sul,431238,SUL,RIO GRANDE DO SUL
Montenegro,431240,SUL,RIO GRANDE DO SUL
Mormaço,431242,SUL,RIO GRANDE DO SUL
Morrinhos do Sul,431244,SUL,RIO GRANDE DO SUL
Morro Redondo,431245,SUL,RIO GRANDE DO SUL
Morro Reuter,431247,SUL,RIO GRANDE DO SUL
Mostardas,431250,SUL,RIO GRANDE DO SUL
Muçum,431260,SUL,RIO GRANDE DO SUL
Muitos Capões,431261,SUL,RIO GRANDE DO SUL
Muliterno,431262,SUL,RIO GRANDE DO SUL
Não-Me-Toque,431265,SUL,RIO GRANDE DO SUL
Nicolau Vergueiro,431267,SUL,RIO GRANDE DO SUL
Nonoai,431270,SUL,RIO GRANDE DO SUL
Nova Alvorada,431275,SUL,RIO GRANDE DO SUL
Nova Araçá,431280,SUL,RIO GRANDE DO SUL
Nova Bassano,431290,SUL,RIO GRANDE DO SUL
Nova Boa Vista,431295,SUL,RIO GRANDE DO SUL
Nova Bréscia,431300,SUL,RIO GRANDE DO SUL
Nova Candelária,431301,SUL,RIO GRANDE DO SUL
Nova Esperança do Sul,431303,SUL,RIO GRANDE DO SUL
Nova Hartz,431306,SUL,RIO GRANDE DO SUL
Nova Pádua,431308,SUL,RIO GRANDE DO SUL
Nova Palma,431310,SUL,RIO GRANDE DO SUL
Nova Petrópolis,431320,SUL,RIO GRANDE DO SUL
Nova Prata,431330,SUL,RIO GRANDE DO SUL
Nova Ramada,431333,SUL,RIO GRANDE DO SUL
Nova Roma do Sul,431335,SUL,RIO GRANDE DO SUL
