res_MUNNOME,CODMUNRES,REGIAO,ESTADO
Nova Santa Rita,431337,SUL,RIO GRANDE DO SUL
Novo Cabrais,431339,SUL,RIO GRANDE DO SUL
Novo Hamburgo,431340,SUL,RIO GRANDE DO SUL
Novo Machado,431342,SUL,RIO GRANDE DO SUL
Novo Tiradentes,431344,SUL,RIO GRANDE DO SUL
Novo Xingu,431346,SUL,RIO GRANDE DO SUL
Novo Barreiro,431349,SUL,RIO GRANDE DO SUL
Osório,431350,SUL,RIO GRANDE DO SUL
Paim Filho,431360,SUL,RIO GRANDE DO SUL
Palmares do Sul,431365,SUL,RIO GRANDE DO SUL
Palmeira das Missões,431370,SUL,RIO GRANDE DO SUL
Palmitinho,431380,SUL,RIO GRANDE DO SUL
Panambi,431390,SUL,RIO GRANDE DO SUL
Pantano Grande,431395,SUL,RIO GRANDE DO SUL
Paraí,431400,SUL,RIO GRANDE DO SUL
Paraíso do Sul,431402,SUL,RIO GRANDE DO SUL
Pareci Novo,431403,SUL,RIO GRANDE DO SUL
Parobé,431405,SUL,RIO GRANDE DO SUL
Passa Sete,431406,SUL,RIO GRANDE DO SUL
Passo do Sobrado,431407,SUL,RIO GRANDE DO SUL
Passo Fundo,431410,SUL,RIO GRANDE DO SUL
Paulo Bento,431413,SUL,RIO GRANDE DO SUL
Paverama,431415,SUL,RIO GRANDE DO SUL
Pedras Altas,431417,SUL,RIO GRANDE DO SUL
Pedro Osório,431420,SUL,RIO GRANDE DO SUL
Pejuçara,431430,SUL,RIO GRANDE DO SUL
Pelotas,431440,SUL,RIO GRANDE DO SUL
Picada Café,431442,SUL,RIO GRANDE DO SUL
Pinhal,431445,SUL,RIO GRANDE DO SUL
Pinhal da Serra,431446,SUL,RIO GRANDE DO SUL
Pinhal Grande,431447,SUL,RIO GRANDE DO SUL
Pinheirinho do Vale,431449,SUL,RIO GRANDE DO SUL
Pinheiro Machado,431450,SUL,RIO GRANDE DO SUL
Pirapó,431455,SUL,RIO GRANDE DO SUL
Piratini,431460,SUL,RIO GRANDE DO SUL
Planalto,431470,SUL,RIO GRANDE DO SUL
Poço das Antas,431475,SUL,RIO GRANDE DO SUL
Pontão,431477,SUL,RIO GRANDE DO SUL
Ponte Preta,431478,SUL,RIO GRANDE DO SUL
Portão,431480,SUL,RIO GRANDE DO SUL
Porto Alegre,431490,SUL,RIO GRANDE DO SUL
Porto Lucena,431500,SUL,RIO GRANDE DO SUL
Porto Mauá,431505,SUL,RIO GRANDE DO SUL
Porto Vera Cruz,431507,SUL,RIO GRANDE DO SUL
Porto Xavier,431510,SUL,RIO GRANDE DO SUL
Pouso Novo,431513,SUL,RIO GRANDE DO SUL
Presidente Lucena,431514,SUL,RIO GRANDE DO SUL
Progresso,431515,SUL,RIO GRANDE DO SUL
Protásio Alves,431517,SUL,RIO GRANDE DO SUL
Putinga,431520,SUL,RIO GRANDE DO SUL
Quaraí,431530,SUL,RIO GRANDE DO SUL
Quatro Irmãos,431531,SUL,RIO GRANDE DO SUL
Quevedos,431532,SUL,RIO GRANDE DO SUL
Quinze de Novembro,431535,SUL,RIO GRANDE DO SUL
Redentora,431540,SUL,RIO GRANDE DO SUL
Relvado,431545,SUL,RIO GRANDE DO SUL
Restinga Seca,431550,SUL,RIO GRANDE DO SUL
Rio dos Índios,431555,SUL,RIO GRANDE DO SUL
Rio Grande,431560,SUL,RIO GRANDE DO SUL
Rio Pardo,431570,SUL,RIO GRANDE DO SUL
Riozinho,431575,SUL,RIO GRANDE DO SUL
Roca Sales,431580,SUL,RIO GRANDE DO SUL
Rodeio Bonito,431590,SUL,RIO GRANDE DO SUL
Rolador,431595,SUL,RIO GRANDE DO SUL
Rolante,431600,SUL,RIO GRANDE DO SUL
Ronda Alta,431610,SUL,RIO GRANDE DO SUL
Rondinha,431620,SUL,RIO GRANDE DO SUL
Roque Gonzales,431630,SUL,RIO GRANDE DO SUL
Rosário do Sul,431640,SUL,RIO GRANDE DO SUL
Sagrada Família,431642,SUL,RIO GRANDE DO SUL
Saldanha Marinho,431643,SUL,RIO GRANDE DO SUL
Salto do Jacuí,431645,SUL,RIO GRANDE DO SUL
Salvador das Missões,431647,SUL,RIO GRANDE DO SUL
Salvador do Sul,431650,SUL,RIO GRANDE DO SUL
Sananduva,431660,SUL,RIO GRANDE DO SUL
Santa Bárbara do Sul,431670,SUL,RIO GRANDE DO SUL
Santa Cecília do Sul,431673,SUL,RIO GRANDE DO SUL
Santa Clara do Sul,431675,SUL,RIO GRANDE DO SUL
Santa Cruz do Sul,431680,SUL,RIO GRANDE DO SUL
Santa Maria,431690,SUL,RIO GRANDE DO SUL
Santa Maria do Herval,431695,SUL,RIO GRANDE DO SUL
Santa Margarida do Sul,431697,SUL,RIO GRANDE DO SUL
Santana da Boa Vista,431700,SUL,RIO GRANDE DO SUL
Santana do Livramento,431710,SUL,RIO GRANDE DO SUL
Santa Rosa,431720,SUL,RIO GRANDE DO SUL
Santa Tereza,431725,SUL,RIO GRANDE DO SUL
Santa Vitória do Palmar,431730,SUL,RIO GRANDE DO SUL
Santiago,431740,SUL,RIO GRANDE DO SUL
Santo Ângelo,431750,SUL,RIO GRANDE DO SUL
Santo Antônio do Palma,431755,SUL,RIO GRANDE DO SUL
Santo Antônio da Patrulha,431760,SUL,RIO GRANDE DO SUL
Santo Antônio das Missões,431770,SUL,RIO GRANDE DO SUL
Santo Antônio do Planalto,431775,SUL,RIO GRANDE DO SUL
Santo Augusto,431780,SUL,RIO GRANDE DO SUL
Santo Cristo,431790,SUL,RIO GRANDE DO SUL
Santo Expedito do Sul,431795,SUL,RIO GRANDE DO SUL
São Borja,431800,SUL,RIO GRANDE DO SUL
São Domingos do Sul,431805,SUL,RIO GRANDE DO SUL
São Francisco de Assis,431810,SUL,RIO GRANDE DO SUL
São Francisco de Paula,431820,SUL,RIO GRANDE DO SUL
São Gabriel,431830,SUL,RIO GRANDE DO SUL
São Jerônimo,431840,SUL,RIO GRANDE DO SUL
São João da Urtiga,431842,SUL,RIO GRANDE DO SUL
São João do Polêsine,431843,SUL,RIO GRANDE DO SUL
São Jorge,431844,SUL,RIO GRANDE DO SUL
São José das Missões,431845,SUL,RIO GRANDE DO SUL
São José do Herval,431846,SUL,RIO GRANDE DO SUL
São José do Hortêncio,431848,SUL,RIO GRANDE DO SUL
São José do Inhacorá,431849,SUL,RIO GRANDE DO SUL
São José do Norte,431850,SUL,RIO GRANDE DO SUL
São José do Ouro,431860,SUL,RIO GRANDE DO SUL
São José do Sul,431861,SUL,RIO GRANDE DO SUL
São José dos Ausentes,431862,SUL,RIO GRANDE DO SUL
São Leopoldo,431870,SUL,RIO GRANDE DO SUL
São Lourenço do Sul,431880,SUL,RIO GRANDE DO SUL
São Luiz Gonzaga,431890,SUL,RIO GRANDE DO SUL
São Marcos,431900,SUL,RIO GRANDE DO SUL
São Martinho,431910,SUL,RIO GRANDE DO SUL
São Martinho da Serra,431912,SUL,RIO GRANDE DO SUL
São Miguel das Missões,431915,SUL,RIO GRANDE DO SUL
São Nicolau,431920,SUL,RIO GRANDE DO SUL
São Paulo das Missões,431930,SUL,RIO GRANDE DO SUL
São Pedro da Serra,431935,SUL,RIO GRANDE DO SUL
São Pedro das Missões,431936,SUL,RIO GRANDE DO SUL
São Pedro do Butiá,431937,SUL,RIO GRANDE DO SUL
São Pedro do Sul,431940,SUL,RIO GRANDE DO SUL
São Sebastião do Caí,431950,SUL,RIO GRANDE DO SUL
São Sepé,431960,SUL,RIO GRANDE DO SUL
São Valentim,431970,SUL,RIO GRANDE DO SUL
São Valentim do Sul,431971,SUL,RIO GRANDE DO SUL
São Valério do Sul,431973,SUL,RIO GRANDE DO SUL
São Vendelino,431975,SUL,RIO GRANDE DO SUL
São Vicente do Sul,431980,SUL,RIO GRANDE DO SUL
Sapiranga,431990,SUL,RIO GRANDE DO SUL
Sapucaia do Sul,432000,SUL,RIO GRANDE DO SUL
Sarandi,432010,SUL,RIO GRANDE DO SUL
Seberi,432020,SUL,RIO GRANDE DO SUL
Sede Nova,432023,SUL,RIO GRANDE DO SUL
Segredo,432026,SUL,RIO GRANDE DO SUL
Selbach,432030,SUL,RIO GRANDE DO SUL
Senador Salgado Filho,432032,SUL,RIO GRANDE DO SUL
Sentinela do Sul,432035,SUL,RIO GRANDE DO SUL
Serafina Corrêa,432040,SUL,RIO GRANDE DO SUL
Sério,432045,SUL,RIO GRANDE DO SUL
Sertão,432050,SUL,RIO GRANDE DO SUL
Sertão Santana,432055,SUL,RIO GRANDE DO SUL
Sete de Setembro,432057,SUL,RIO GRANDE DO SUL
Severiano de Almeida,432060,SUL,RIO GRANDE DO SUL
Silveira Martins,432065,SUL,RIO GRANDE DO SUL
Sinimbu,432067,SUL,RIO GRANDE DO SUL
Sobradinho,432070,SUL,RIO GRANDE DO SUL
Soledade,432080,SUL,RIO GRANDE DO SUL
Tabaí,432085,SUL,RIO GRANDE DO SUL
Tapejara,432090,SUL,RIO GRANDE DO SUL
Tapera,432100,SUL,RIO GRANDE DO SUL
Tapes,432110,SUL,RIO GRANDE DO SUL
Taquara,432120,SUL,RIO GRANDE DO SUL
Taquari,432130,SUL,RIO GRANDE DO SUL
Taquaruçu do Sul,432132,SUL,RIO GRANDE DO SUL
Tavares,432135,SUL,RIO GRANDE DO SUL
Tenente Portela,432140,SUL,RIO GRANDE DO SUL
Terra de Areia,432143,SUL,RIO GRANDE DO SUL
Teutônia,432145,SUL,RIO GRANDE DO SUL
Tio Hugo,432146,SUL,RIO GRANDE DO SUL
Tiradentes do Sul,432147,SUL,RIO GRANDE DO SUL
Toropi,432149,SUL,RIO GRANDE DO SUL
Torres,432150,SUL,RIO GRANDE DO SUL
Tramandaí,432160,SUL,RIO GRANDE DO SUL
Travesseiro,432162,SUL,RIO GRANDE DO SUL
Três Arroios,432163,SUL,RIO GRANDE DO SUL
Três Cachoeiras,432166,SUL,RIO GRANDE DO SUL
Três Coroas,432170,SUL,RIO GRANDE DO SUL
Três de Maio,432180,SUL,RIO GRANDE DO SUL
Três Forquilhas,432183,SUL,RIO GRANDE DO SUL
Três Palmeiras,432185,SUL,RIO GRANDE DO SUL
Três Passos,432190,SUL,RIO GRANDE DO SUL
Trindade do Sul,432195,SUL,RIO GRANDE DO SUL
Triunfo,432200,SUL,RIO GRANDE DO SUL
Tucunduva,432210,SUL,RIO GRANDE DO SUL
Tunas,432215,SUL,RIO GRANDE DO SUL
Tupanci do Sul,432218,SUL,RIO GRANDE DO SUL
Tupanciretã,432220,SUL,RIO GRANDE DO SUL
Tupandi,432225,SUL,RIO GRANDE DO SUL
Tuparendi,432230,SUL,RIO GRANDE DO SUL
Turuçu,432232,SUL,RIO GRANDE DO SUL
Ubiretama,432234,SUL,RIO GRANDE DO SUL
União da Serra,432235,SUL,RIO GRANDE DO SUL
Unistalda,432237,SUL,RIO GRANDE DO SUL
Uruguaiana,432240,SUL,RIO GRANDE DO SUL
Vacaria,432250,SUL,RIO GRANDE DO SUL
Vale Verde,432252,SUL,RIO GRANDE DO SUL
Vale do Sol,432253,SUL,RIO GRANDE DO SUL
Vale Real,432254,SUL,RIO GRANDE DO SUL
Vanini,432255,SUL,RIO GRANDE DO SUL
Venâncio Aires,432260,SUL,RIO GRANDE DO SUL
Vera Cruz,432270,SUL,RIO GRANDE DO SUL
Veranópolis,432280,SUL,RIO GRANDE DO SUL
Vespasiano Correa,432285,SUL,RIO GRANDE DO SUL
Viadutos,432290,SUL,RIO GRANDE DO SUL
Viamão,432300,SUL,RIO GRANDE DO SUL
Vicente Dutra,432310,SUL,RIO GRANDE DO SUL
Victor Graeff,432320,SUL,RIO GRANDE DO SUL
Vila Flores,432330,SUL,RIO GRANDE DO SUL
Vila Lângaro,432335,SUL,RIO GRANDE DO SUL
Vila Maria,432340,SUL,RIO GRANDE DO SUL
Vila Nova do Sul,432345,SUL,RIO GRANDE DO SUL
Vista Alegre,432350,SUL,RIO GRANDE DO SUL
Vista Alegre do Prata,432360,SUL,RIO GRANDE DO SUL
Vista Gaúcha,432370,SUL,RIO GRANDE DO SUL
Vitória das Missões,432375,SUL,RIO GRANDE DO SUL
Westfalia,432377,SUL,RIO GRANDE DO SUL
Xangri-lá,432380,SUL,RIO GRANDE DO SUL
Água Clara,500020,CENTRO OESTE,MATO GROSSO DO SUL
Alcinópolis,500025,CENTRO OESTE,MATO GROSSO DO SUL
Amambaí,500060,CENTRO OESTE,MATO GROSSO DO SUL
Anastácio,500070,CENTRO OESTE,MATO GROSSO DO SUL
Anaurilândia,500080,CENTRO OESTE,MATO GROSSO DO SUL
Angélica,500085,CENTRO OESTE,MATO GROSSO DO SUL
Antônio João,500090,CENTRO OESTE,MATO GROSSO DO SUL
Aparecida do Taboado,500100,CENTRO OESTE,MATO GROSSO DO SUL
Aquidauana,500110,CENTRO OESTE,MATO GROSSO DO SUL
Aral Moreira,500124,CENTRO OESTE,MATO GROSSO DO SUL
Bandeirantes,500150,CENTRO OESTE,MATO GROSSO DO SUL
Bataguassu,500190,CENTRO OESTE,MATO GROSSO DO SUL
Batayporã,500200,CENTRO OESTE,MATO GROSSO DO SUL
Bela Vista,500210,CENTRO OESTE,MATO GROSSO DO SUL
Bodoquena,500215,CENTRO OESTE,MATO GROSSO DO SUL
Bonito,500220,CENTRO OESTE,MATO GROSSO DO SUL
Brasilândia,500230,CENTRO OESTE,MATO GROSSO DO SUL
Caarapó,500240,CENTRO OESTE,MATO GROSSO DO SUL
Camapuã,500260,CENTRO OESTE,MATO GROSSO DO SUL
Campo Grande,500270,CENTRO OESTE,MATO GROSSO DO SUL
Caracol,500280,CENTRO OESTE,MATO GROSSO DO SUL
Cassilândia,500290,CENTRO OESTE,MATO GROSSO DO SUL
Chapadão do Sul,500295,CENTRO OESTE,MATO GROSSO DO SUL
Corguinho,500310,CENTRO OESTE,MATO GROSSO DO SUL
Coronel Sapucaia,500315,CENTRO OESTE,MATO GROSSO DO SUL
Corumbá,500320,CENTRO OESTE,MATO GROSSO DO SUL
Costa Rica,500325,CENTRO OESTE,MATO GROSSO DO SUL
Coxim,500330,CENTRO OESTE,MATO GROSSO DO SUL
Deodápolis,500345,CENTRO OESTE,MATO GROSSO DO SUL
Dois Irmãos do Buriti,500348,CENTRO OESTE,MATO GROSSO DO SUL
Douradina,500350,CENTRO OESTE,MATO GROSSO DO SUL
Dourados,500370,CENTRO OESTE,MATO GROSSO DO SUL
Eldorado,500375,CENTRO OESTE,MATO GROSSO DO SUL
Fátima do Sul,500380,CENTRO OESTE,MATO GROSSO DO SUL
Figueirão,500390,CENTRO OESTE,MATO GROSSO DO SUL
Glória de Dourados,500400,CENTRO OESTE,MATO GROSSO DO SUL
Guia Lopes da Laguna,500410,CENTRO OESTE,MATO GROSSO DO SUL
Iguatemi,500430,CENTRO OESTE,MATO GROSSO DO SUL
Inocência,500440,CENTRO OESTE,MATO GROSSO DO SUL
Itaporã,500450,CENTRO OESTE,MATO GROSSO DO SUL
Itaquiraí,500460,CENTRO OESTE,MATO GROSSO DO SUL
Ivinhema,500470,CENTRO OESTE,MATO GROSSO DO SUL
Japorã,500480,CENTRO OESTE,MATO GROSSO DO SUL
Jaraguari,500490,CENTRO OESTE,MATO GROSSO DO SUL
Jardim,500500,CENTRO OESTE,MATO GROSSO DO SUL
Jateí,500510,CENTRO OESTE,MATO GROSSO DO SUL
Juti,500515,CENTRO OESTE,MATO GROSSO DO SUL
Ladário,500520,CENTRO OESTE,MATO GROSSO DO SUL
Laguna Carapã,500525,CENTRO OESTE,MATO GROSSO DO SUL
Maracaju,500540,CENTRO OESTE,MATO GROSSO DO SUL
Miranda,500560,CENTRO OESTE,MATO GROSSO DO SUL
Mundo Novo,500568,CENTRO OESTE,MATO GROSSO DO SUL
Naviraí,500570,CENTRO OESTE,MATO GROSSO DO SUL
Nioaque,500580,CENTRO OESTE,MATO GROSSO DO SUL
Nova Alvorada do Sul,500600,CENTRO OESTE,MATO GROSSO DO SUL
Nova Andradina,500620,CENTRO OESTE,MATO GROSSO DO SUL
Novo Horizonte do Sul,500625,CENTRO OESTE,MATO GROSSO DO SUL
Paranaíba,500630,CENTRO OESTE,MATO GROSSO DO SUL
Paranhos,500635,CENTRO OESTE,MATO GROSSO DO SUL
Pedro Gomes,500640,CENTRO OESTE,MATO GROSSO DO SUL
Ponta Porã,500660,CENTRO OESTE,MATO GROSSO DO SUL
Porto Murtinho,500690,CENTRO OESTE,MATO GROSSO DO SUL
Ribas do Rio Pardo,500710,CENTRO OESTE,MATO GROSSO DO SUL
Rio Brilhante,500720,CENTRO OESTE,MATO GROSSO DO SUL
Rio Negro,500730,CENTRO OESTE,MATO GROSSO DO SUL
Rio Verde de Mato Grosso,500740,CENTRO OESTE,MATO GROSSO DO SUL
Rochedo,500750,CENTRO OESTE,MATO GROSSO DO SUL
Santa Rita do Pardo,500755,CENTRO OESTE,MATO GROSSO DO SUL
São Gabriel do Oeste,500769,CENTRO OESTE,MATO GROSSO DO SUL
Sete Quedas,500770,CENTRO OESTE,MATO GROSSO DO SUL
Selvíria,500780,CENTRO OESTE,MATO GROSSO DO SUL
Sidrolândia,500790,CENTRO OESTE,MATO GROSSO DO SUL
Sonora,500793,CENTRO OESTE,MATO GROSSO DO SUL
Tacuru,500795,CENTRO OESTE,MATO GROSSO DO SUL
Taquarussu,500797,CENTRO OESTE,MATO GROSSO DO SUL
Terenos,500800,CENTRO OESTE,MATO GROSSO DO SUL
Três Lagoas,500830,CENTRO OESTE,MATO GROSSO DO SUL
Vicentina,500840,CENTRO OESTE,MATO GROSSO DO SUL
Município ignorado - MT,510000,CENTRO OESTE,MATO GROSSO
Acorizal,510010,CENTRO OESTE,MATO GROSSO
Água Boa,510020,CENTRO OESTE,MATO GROSSO
Alta Floresta,510025,CENTRO OESTE,MATO GROSSO
Alto Araguaia,510030,CENTRO OESTE,MATO GROSSO
Alto Boa Vista,510035,CENTRO OESTE,MATO GROSSO
Alto Garças,510040,CENTRO OESTE,MATO GROSSO
Alto Paraguai,510050,CENTRO OESTE,MATO GROSSO
Alto Taquari,510060,CENTRO OESTE,MATO GROSSO
Apiacás,510080,CENTRO OESTE,MATO GROSSO
Araguaiana,510100,CENTRO OESTE,MATO GROSSO
Araguainha,510120,CENTRO OESTE,MATO GROSSO
Araputanga,510125,CENTRO OESTE,MATO GROSSO
Arenápolis,510130,CENTRO OESTE,MATO GROSSO
Aripuanã,510140,CENTRO OESTE,MATO GROSSO
Barão de Melgaço,510160,CENTRO OESTE,MATO GROSSO
Barra do Bugres,510170,CENTRO OESTE,MATO GROSSO
Barra do Garças,510180,CENTRO OESTE,MATO GROSSO
Bom Jesus do Araguaia,510185,CENTRO OESTE,MATO GROSSO
Brasnorte,510190,CENTRO OESTE,MATO GROSSO
Cáceres,510250,CENTRO OESTE,MATO GROSSO
Campinápolis,510260,CENTRO OESTE,MATO GROSSO
Campo Novo do Parecis,510263,CENTRO OESTE,MATO GROSSO
Campo Verde,510267,CENTRO OESTE,MATO GROSSO
Campos de Júlio,510268,CENTRO OESTE,MATO GROSSO
Canabrava do Norte,510269,CENTRO OESTE,MATO GROSSO
Canarana,510270,CENTRO OESTE,MATO GROSSO
Carlinda,510279,CENTRO OESTE,MATO GROSSO
Castanheira,510285,CENTRO OESTE,MATO GROSSO
Chapada dos Guimarães,510300,CENTRO OESTE,MATO GROSSO
Cláudia,510305,CENTRO OESTE,MATO GROSSO
Cocalinho,510310,CENTRO OESTE,MATO GROSSO
Colíder,510320,CENTRO OESTE,MATO GROSSO
Colniza,510325,CENTRO OESTE,MATO GROSSO
Comodoro,510330,CENTRO OESTE,MATO GROSSO
Confresa,510335,CENTRO OESTE,MATO GROSSO
Conquista D'Oeste,510336,CENTRO OESTE,MATO GROSSO
Cotriguaçu,510337,CENTRO OESTE,MATO GROSSO
Cuiabá,510340,CENTRO OESTE,MATO GROSSO
Curvelândia,510343,CENTRO OESTE,MATO GROSSO
Denise,510345,CENTRO OESTE,MATO GROSSO
Diamantino,510350,CENTRO OESTE,MATO GROSSO
Dom Aquino,510360,CENTRO OESTE,MATO GROSSO
Feliz Natal,510370,CENTRO OESTE,MATO GROSSO
Figueirópolis D'Oeste,510380,CENTRO OESTE,MATO GROSSO
Gaúcha do Norte,510385,CENTRO OESTE,MATO GROSSO
General Carneiro,510390,CENTRO OESTE,MATO GROSSO
Glória D'Oeste,510395,CENTRO OESTE,MATO GROSSO
Guarantã do Norte,510410,CENTRO OESTE,MATO GROSSO
Guiratinga,510420,CENTRO OESTE,MATO GROSSO
Indiavaí,510450,CENTRO OESTE,MATO GROSSO
Ipiranga do Norte,510452,CENTRO OESTE,MATO GROSSO
Itanhangá,510454,CENTRO OESTE,MATO GROSSO
Itaúba,510455,CENTRO OESTE,MATO GROSSO
Itiquira,510460,CENTRO OESTE,MATO GROSSO
Jaciara,510480,CENTRO OESTE,MATO GROSSO
Jangada,510490,CENTRO OESTE,MATO GROSSO
Jauru,510500,CENTRO OESTE,MATO GROSSO
Juara,510510,CENTRO OESTE,MATO GROSSO
Juína,510515,CENTRO OESTE,MATO GROSSO
Juruena,510517,CENTRO OESTE,MATO GROSSO
Juscimeira,510520,CENTRO OESTE,MATO GROSSO
Lambari D'Oeste,510523,CENTRO OESTE,MATO GROSSO
Lucas do Rio Verde,510525,CENTRO OESTE,MATO GROSSO
Luciára,510530,CENTRO OESTE,MATO GROSSO
Vila Bela da Santíssima Trindade,510550,CENTRO OESTE,MATO GROSSO
Marcelândia,510558,CENTRO OESTE,MATO GROSSO
Matupá,510560,CENTRO OESTE,MATO GROSSO
Mirassol d'Oeste,510562,CENTRO OESTE,MATO GROSSO
Nobres,510590,CENTRO OESTE,MATO GROSSO
Nortelândia,510600,CENTRO OESTE,MATO GROSSO
Nossa Senhora do Livramento,510610,CENTRO OESTE,MATO GROSSO
Nova Bandeirantes,510615,CENTRO OESTE,MATO GROSSO
Nova Nazaré,510617,CENTRO OESTE,MATO GROSSO
Nova Lacerda,510618,CENTRO OESTE,MATO GROSSO
Nova Santa Helena,510619,CENTRO OESTE,MATO GROSSO
Nova Brasilândia,510620,CENTRO OESTE,MATO GROSSO
Nova Canaã do Norte,510621,CENTRO OESTE,MATO GROSSO
Nova Mutum,510622,CENTRO OESTE,MATO GROSSO
Nova Olímpia,510623,CENTRO OESTE,MATO GROSSO
Nova Ubiratã,510624,CENTRO OESTE,MATO GROSSO
Nova Xavantina,510625,CENTRO OESTE,MATO GROSSO
Novo Mundo,510626,CENTRO OESTE,MATO GROSSO
Novo Horizonte do Norte,510627,CENTRO OESTE,MATO GROSSO
Novo São Joaquim,510628,CENTRO OESTE,MATO GROSSO
Paranaíta,510629,CENTRO OESTE,MATO GROSSO
Paranatinga,510630,CENTRO OESTE,MATO GROSSO
Novo Santo Antônio,510631,CENTRO OESTE,MATO GROSSO
Pedra Preta,510637,CENTRO OESTE,MATO GROSSO
Peixoto de Azevedo,510642,CENTRO OESTE,MATO GROSSO
Planalto da Serra,510645,CENTRO OESTE,MATO GROSSO
Poconé,510650,CENTRO OESTE,MATO GROSSO
Pontal do Araguaia,510665,CENTRO OESTE,MATO GROSSO
Ponte Branca,510670,CENTRO OESTE,MATO GROSSO
Pontes e Lacerda,510675,CENTRO OESTE,MATO GROSSO
Porto Alegre do Norte,510677,CENTRO OESTE,MATO GROSSO
Porto dos Gaúchos,510680,CENTRO OESTE,MATO GROSSO
Porto Esperidião,510682,CENTRO OESTE,MATO GROSSO
Porto Estrela,510685,CENTRO OESTE,MATO GROSSO
Poxoréo,510700,CENTRO OESTE,MATO GROSSO
Primavera do Leste,510704,CENTRO OESTE,MATO GROSSO
Querência,510706,CENTRO OESTE,MATO GROSSO
São José dos Quatro Marcos,510710,CENTRO OESTE,MATO GROSSO
Reserva do Cabaçal,510715,CENTRO OESTE,MATO GROSSO
Ribeirão Cascalheira,510718,CENTRO OESTE,MATO GROSSO
Ribeirãozinho,510719,CENTRO OESTE,MATO GROSSO
Rio Branco,510720,CENTRO OESTE,MATO GROSSO
Santa Carmem,510724,CENTRO OESTE,MATO GROSSO
Santo Afonso,510726,CENTRO OESTE,MATO GROSSO
São José do Povo,510729,CENTRO OESTE,MATO GROSSO
São José do Rio Claro,510730,CENTRO OESTE,MATO GROSSO
São José do Xingu,510735,CENTRO OESTE,MATO GROSSO
São Pedro da Cipa,510740,CENTRO OESTE,MATO GROSSO
Rondolândia,510757,CENTRO OESTE,MATO GROSSO
Rondonópolis,510760,CENTRO OESTE,MATO GROSSO
Rosário Oeste,510770,CENTRO OESTE,MATO GROSSO
Santa Cruz do Xingu,510774,CENTRO OESTE,MATO GROSSO
Salto do Céu,510775,CENTRO OESTE,MATO GROSSO
Santa Rita do Trivelato,510776,CENTRO OESTE,MATO GROSSO
Santa Terezinha,510777,CENTRO OESTE,MATO GROSSO
Santo Antônio do Leste,510779,CENTRO OESTE,MATO GROSSO
Santo Antônio do Leverger,510780,CENTRO OESTE,MATO GROSSO
São Félix do Araguaia,510785,CENTRO OESTE,MATO GROSSO
Sapezal,510787,CENTRO OESTE,MATO GROSSO
Serra Nova Dourada,510788,CENTRO OESTE,MATO GROSSO
Sinop,510790,CENTRO OESTE,MATO GROSSO
Sorriso,510792,CENTRO OESTE,MATO GROSSO
Tabaporã,510794,CENTRO OESTE,MATO GROSSO
Tangará da Serra,510795,CENTRO OESTE,MATO GROSSO
Tapurah,510800,CENTRO OESTE,MATO GROSSO
Terra Nova do Norte,510805,CENTRO OESTE,MATO GROSSO
Tesouro,510810,CENTRO OESTE,MATO GROSSO
Torixoréu,510820,CENTRO OESTE,MATO GROSSO
União do Sul,510830,CENTRO OESTE,MATO GROSSO
Vale de São Domingos,510835,CENTRO OESTE,MATO GROSSO
Várzea Grande,510840,CENTRO OESTE,MATO GROSSO
Vera,510850,CENTRO OESTE,MATO GROSSO
Vila Rica,510860,CENTRO OESTE,MATO GROSSO
Nova Guarita,510880,CENTRO OESTE,MATO GROSSO
Nova Marilândia,510885,CENTRO OESTE,MATO GROSSO
Nova Maringá,510890,CENTRO OESTE,MATO GROSSO
Nova Monte Verde,510895,CENTRO OESTE,MATO GROSSO
Município ignorado - GO,520000,CENTRO OESTE,GOIAS
Abadia de Goiás,520005,CENTRO OESTE,GOIAS
Abadiânia,520010,CENTRO OESTE,GOIAS
Acreúna,520013,CENTRO OESTE,GOIAS
Adelândia,520015,CENTRO OESTE,GOIAS
Água Fria de Goiás,520017,CENTRO OESTE,GOIAS
Água Limpa,520020,CENTRO OESTE,GOIAS
Águas Lindas de Goiás,520025,CENTRO OESTE,GOIAS
Alexânia,520030,CENTRO OESTE,GOIAS
Aloândia,520050,CENTRO OESTE,GOIAS
Alto Horizonte,520055,CENTRO OESTE,GOIAS
Alto Paraíso de Goiás,520060,CENTRO OESTE,GOIAS
Alvorada do Norte,520080,CENTRO OESTE,GOIAS
Amaralina,520082,CENTRO OESTE,GOIAS
Americano do Brasil,520085,CENTRO OESTE,GOIAS
Amorinópolis,520090,CENTRO OESTE,GOIAS
Anápolis,520110,CENTRO OESTE,GOIAS
Anhanguera,520120,CENTRO OESTE,GOIAS
Anicuns,520130,CENTRO OESTE,GOIAS
Aparecida de Goiânia,520140,CENTRO OESTE,GOIAS
Aparecida do Rio Doce,520145,CENTRO OESTE,GOIAS
Aporé,520150,CENTRO OESTE,GOIAS
Araçu,520160,CENTRO OESTE,GOIAS
Aragarças,520170,CENTRO OESTE,GOIAS
Aragoiânia,520180,CENTRO OESTE,GOIAS
Araguapaz,520215,CENTRO OESTE,GOIAS
Arenópolis,520235,CENTRO OESTE,GOIAS
Aruanã,520250,CENTRO OESTE,GOIAS
Aurilândia,520260,CENTRO OESTE,GOIAS
Avelinópolis,520280,CENTRO OESTE,GOIAS
